"Name","Team","Age","AB","R","HR","RBI","SB","AVG","BB%","K%","LD%","GB%","FB%","IFFB%","IFH%","BUH%","Spd","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","TTO%","EV","LA","Barrel%","maxEV","HardHit%","CStr%","CSW%","playerid"
"Brian Dozier","NYM","33","15","1","0","0","0",".133","6.3%","31.3%","20.0%","20.0%","60.0%","16.7%","0.0%","0.0%","1.6","27.6%","52.4%","38.0%","87.5%","90.9%","89.5%","42.0%","68.8%","4.0%","50.0%","40.0%","10.0%","10.0%","40.0%","50.0%","37.5%","88.0","33.0","0.0%","99.2","10.0%","24.0%","28.0%","9810"
"Chris Davis","BAL","34","52","3","0","1","0",".115","5.5%","30.9%","20.0%","48.6%","31.4%","18.2%","5.9%","0.0%","1.6","38.8%","74.4%","53.4%","52.0%","76.1%","65.8%","41.1%","58.2%","18.3%","42.9%","37.1%","20.0%","20.0%","48.6%","31.4%","36.4%","85.8","6.2","2.9%","105.3","22.9%","11.9%","30.1%","9272"
"Francisco Mejia","SDP","24","39","5","1","2","0",".077","2.4%","21.4%","13.3%","40.0%","46.7%","35.7%","0.0%","0.0%","2.6","42.7%","84.5%","61.3%","68.4%","83.3%","77.6%","44.4%","61.9%","13.8%","46.7%","40.0%","13.3%","30.0%","33.3%","36.7%","26.2%","81.5","23.4","0.0%","100.3","13.3%","10.6%","24.4%","16403"
"Hernan Perez","CHC","29","6","0","0","0","0",".167","0.0%","33.3%","50.0%","50.0%","0.0%","0.0%","0.0%","0.0%","0.1","45.5%","75.0%","57.9%","20.0%","100.0%","63.6%","42.1%","66.7%","21.1%","75.0%","25.0%","0.0%","0.0%","50.0%","50.0%","33.3%","91.9","6.5","0.0%","107.0","50.0%","15.8%","36.8%","5751"
"Zack Collins","CHW","25","16","1","0","0","0",".063","11.1%","27.8%","18.2%","27.3%","54.5%","0.0%","0.0%","0.0%","1.6","14.6%","71.1%","41.8%","33.3%","70.4%","63.6%","48.1%","55.6%","15.2%","36.4%","36.4%","27.3%","0.0%","63.6%","36.4%","38.9%","93.0","22.0","9.1%","105.6","54.5%","17.7%","32.9%","19181"
"Jesus Sanchez","MIA","22","25","1","0","2","0",".040","13.8%","37.9%","14.3%","57.1%","28.6%","25.0%","0.0%","0.0%","0.8","35.4%","87.0%","54.4%","71.4%","82.5%","77.9%","36.8%","55.2%","12.0%","42.9%","21.4%","35.7%","7.1%","50.0%","42.9%","51.7%","95.4","7.9","7.1%","110.4","64.3%","9.6%","21.6%","19913"
"Brandon Dixon","DET","28","13","0","0","2","0",".077","7.1%","28.6%","0.0%","55.6%","44.4%","25.0%","0.0%","0.0%","0.1","18.8%","55.0%","32.7%","33.3%","90.9%","70.6%","38.5%","21.4%","9.6%","33.3%","44.4%","22.2%","11.1%","55.6%","33.3%","35.7%","90.5","14.5","11.1%","105.2","33.3%","17.3%","26.9%","15214"
"Sean Rodriguez","MIA","35","13","0","0","0","0",".154","0.0%","46.2%","14.3%","42.9%","42.9%","0.0%","33.3%","0.0%","0.1","34.5%","71.4%","50.0%","20.0%","86.7%","60.0%","42.0%","61.5%","20.0%","42.9%","28.6%","28.6%","0.0%","71.4%","28.6%","46.2%","92.2","14.6","0.0%","99.7","42.9%","18.0%","38.0%","6589"
"Mason Williams","BAL","28","18","0","0","0","0",".111","0.0%","50.0%","11.1%","66.7%","22.2%","0.0%","0.0%","0.0%","5.0","52.5%","69.0%","59.4%","42.9%","85.0%","63.4%","42.0%","72.2%","21.7%","33.3%","66.7%","0.0%","33.3%","33.3%","33.3%","50.0%","84.3","-4.9","0.0%","102.4","22.2%","13.0%","34.8%","11859"
"Sherten Apostel","TEX","21","20","1","0","0","0",".100","4.8%","42.9%","18.2%","72.7%","9.1%","0.0%","0.0%","0.0%","1.6","36.2%","73.5%","50.0%","38.1%","60.0%","50.0%","37.0%","71.4%","25.0%","36.4%","27.3%","36.4%","18.2%","72.7%","9.1%","47.6%","88.8","-10.4","0.0%","107.8","36.4%","14.1%","39.1%","21794"
"Travis Jankowski","CIN","29","15","3","0","0","2",".067","11.8%","41.2%","25.0%","62.5%","12.5%","0.0%","0.0%","0.0%","6.3","22.9%","57.1%","35.5%","45.5%","87.5%","70.4%","36.8%","35.3%","10.5%","25.0%","62.5%","12.5%","37.5%","62.5%","0.0%","52.9%","80.8","-13.0","0.0%","101.3","12.5%","18.4%","28.9%","13768"
"Derek Hill","DET","24","11","3","0","0","0",".091","8.3%","50.0%","20.0%","60.0%","20.0%","0.0%","0.0%","0.0%","2.6","25.9%","68.2%","44.9%","42.9%","73.3%","63.6%","44.9%","75.0%","16.3%","80.0%","0.0%","20.0%","0.0%","40.0%","60.0%","58.3%","96.6","8.8","0.0%","104.3","60.0%","26.5%","42.9%","16947"
"Jason Martin","PIT","24","9","2","0","0","0",".000","18.2%","36.4%","0.0%","60.0%","40.0%","0.0%","0.0%","0.0%","2.6","29.0%","75.0%","47.1%","33.3%","73.3%","58.3%","39.2%","72.7%","19.6%","20.0%","40.0%","40.0%","40.0%","60.0%","0.0%","54.5%","76.5","22.5","0.0%","91.5","0.0%","11.8%","31.4%","16429"
"Ryon Healy","MIL","28","7","0","0","0","0",".143","0.0%","28.6%","0.0%","40.0%","60.0%","33.3%","50.0%","0.0%","0.1","46.2%","57.1%","50.0%","66.7%","75.0%","70.0%","35.0%","71.4%","15.0%","20.0%","20.0%","60.0%","40.0%","40.0%","20.0%","28.6%","81.0","13.5","20.0%","100.4","20.0%","20.0%","35.0%","15447"
"Dilson Herrera","BAL","26","5","0","0","0","0",".000","0.0%","66.7%","0.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.1","31.6%","80.0%","52.9%","83.3%","66.7%","72.2%","44.1%","33.3%","14.7%","100.0%","0.0%","0.0%","0.0%","100.0%","0.0%","66.7%","96.3","55.9","0.0%","96.3","100.0%","11.8%","26.5%","14335"
"Joey Rickard","SFG","29","5","1","0","0","0",".000","16.7%","16.7%","0.0%","50.0%","50.0%","0.0%","0.0%","0.0%","2.6","33.3%","83.3%","47.6%","80.0%","100.0%","90.0%","28.6%","83.3%","4.8%","50.0%","25.0%","25.0%","0.0%","50.0%","50.0%","33.3%","86.2","4.0","0.0%","92.7","0.0%","9.5%","14.3%","13277"
"Ryan Cordell","NYM","28","8","0","0","0","1",".125","0.0%","37.5%","20.0%","40.0%","40.0%","0.0%","0.0%","0.0%","5.0","30.0%","53.8%","39.4%","50.0%","100.0%","76.9%","39.4%","62.5%","9.1%","80.0%","20.0%","0.0%","0.0%","60.0%","40.0%","37.5%","99.6","12.2","0.0%","110.0","80.0%","24.2%","33.3%","15181"
"Kevin Cron","ARI","27","17","0","0","0","0",".000","5.0%","35.0%","20.0%","20.0%","60.0%","33.3%","0.0%","0.0%","0.1","39.3%","76.9%","51.2%","59.1%","75.0%","66.7%","31.7%","65.0%","17.1%","30.0%","10.0%","60.0%","30.0%","60.0%","10.0%","40.0%","86.9","37.8","0.0%","105.5","20.0%","13.4%","30.5%","16211"
"Brendan Rodgers","COL","23","21","1","0","2","0",".095","0.0%","28.6%","0.0%","73.3%","26.7%","0.0%","0.0%","0.0%","2.6","46.9%","78.8%","59.8%","69.6%","80.8%","75.5%","40.2%","61.9%","14.6%","53.3%","33.3%","13.3%","26.7%","60.0%","13.3%","28.6%","83.0","-5.2","0.0%","112.8","20.0%","13.4%","28.0%","17907"
"Adolis Garcia","TEX","27","6","0","0","0","0",".000","14.3%","57.1%","0.0%","50.0%","50.0%","0.0%","0.0%","0.0%","0.1","30.0%","53.8%","39.4%","16.7%","85.7%","53.8%","39.4%","57.1%","18.2%","50.0%","50.0%","0.0%","50.0%","50.0%","0.0%","71.4%","74.4","8.8","0.0%","76.4","0.0%","21.2%","39.4%","19287"
"Beau Taylor","CLE","30","21","1","0","2","0",".048","8.3%","37.5%","16.7%","66.7%","16.7%","100.0%","12.5%","0.0%","1.6","22.0%","75.0%","44.7%","53.8%","60.6%","58.7%","42.7%","45.8%","18.4%","23.1%","69.2%","7.7%","23.1%","69.2%","7.7%","45.8%","82.6","9.9","0.0%","98.9","7.7%","14.6%","33.0%","12384"
"Garrett Stubbs","HOU","27","8","1","0","1","0",".125","0.0%","0.0%","11.1%","55.6%","33.3%","0.0%","0.0%","0.0%","5.0","30.0%","85.7%","62.5%","33.3%","91.7%","80.0%","58.3%","70.0%","12.5%","50.0%","20.0%","30.0%","10.0%","70.0%","20.0%","0.0%","84.4","1.6","0.0%","94.3","0.0%","12.5%","25.0%","18067"
"Reese McGuire","TOR","25","41","2","1","1","0",".073","0.0%","24.4%","10.3%","65.5%","24.1%","28.6%","0.0%","20.0%","2.6","39.0%","69.3%","53.5%","59.4%","96.2%","82.1%","47.8%","62.2%","9.6%","32.4%","35.3%","32.4%","32.4%","55.9%","11.8%","26.7%","82.1","1.5","2.9%","103.0","14.7%","16.6%","26.1%","15674"
"Franklin Barreto","- - -","24","27","5","0","2","1",".074","0.0%","53.6%","18.2%","54.5%","27.3%","100.0%","0.0%","0.0%","7.3","44.4%","60.0%","51.1%","16.7%","75.0%","45.8%","42.6%","75.0%","27.7%","50.0%","8.3%","41.7%","25.0%","25.0%","50.0%","53.6%","90.7","22.7","0.0%","109.2","41.7%","22.3%","50.0%","15519"
"Erick Mejia","KCR","25","14","1","0","0","1",".071","0.0%","43.8%","28.6%","14.3%","57.1%","25.0%","0.0%","0.0%","5.0","41.2%","46.7%","43.8%","57.1%","92.9%","75.0%","46.9%","56.3%","10.9%","37.5%","37.5%","25.0%","50.0%","37.5%","12.5%","43.8%","74.0","31.1","0.0%","96.3","11.1%","23.4%","34.4%","15817"
"Daniel Johnson","CLE","24","12","0","0","0","0",".083","7.7%","38.5%","14.3%","42.9%","42.9%","33.3%","0.0%","0.0%","0.1","54.5%","62.5%","57.1%","44.4%","80.0%","57.1%","32.7%","61.5%","24.5%","14.3%","71.4%","14.3%","14.3%","57.1%","28.6%","46.2%","87.8","22.7","14.3%","99.2","28.6%","14.3%","38.8%","19643"
"Ryan Goins","CHW","32","9","4","0","0","0",".000","10.0%","10.0%","0.0%","37.5%","62.5%","0.0%","0.0%","0.0%","2.6","21.7%","52.9%","35.0%","100.0%","100.0%","100.0%","42.5%","60.0%","0.0%","37.5%","25.0%","37.5%","0.0%","50.0%","50.0%","20.0%","92.1","19.5","12.5%","103.0","37.5%","27.5%","27.5%","9807"
"Tommy Hunter","PHI","33","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","1157"
"Adam Ottavino","NYY","34","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","1247"
"Oliver Perez","CLE","38","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","1514"
"Sean Doolittle","WSN","33","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","1581"
"Zack Greinke","HOU","36","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","1943"
"Ivan Nova","DET","33","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","1994"
"Clayton Kershaw","LAD","32","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","2036"
"Adam Wainwright","STL","38","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","2233"
"Hector Rondon","ARI","32","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","2391"
"Corey Kluber","TEX","34","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","2429"
"Lance Lynn","TEX","33","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","2520"
"Jhoulys Chacin","ATL","32","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","2608"
"Rick Porcello","NYM","31","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","2717"
"Ross Detwiler","CHW","34","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","2859"
"Luis Avilan","NYY","30","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","2882"
"Kenley Jansen","LAD","32","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","3096"
"Tony Watson","SFG","35","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","3132"
"Max Scherzer","WSN","35","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","3137"
"Will Harris","WSN","35","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","3192"
"T.J. McFarland","OAK","31","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","3237"
"Zack Britton","NYY","32","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","3240"
"Jeff Samardzija","SFG","35","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","3254"
"Anibal Sanchez","WSN","36","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","3284"
"Darren O'Day","ATL","37","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","3321"
"Danny Duffy","KCR","31","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","3542"
"Liam Hendriks","OAK","31","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","3548"
"Matt Magill","SEA","30","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","3950"
"Edinson Volquez","TEX","36","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","3990"
"Yusmeiro Petit","OAK","35","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","4020"
"Emilio Bonifacio","WSN","35","3","1","0","0","0",".000","0.0%","66.7%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0","50.0%","50.0%","50.0%","60.0%","100.0%","71.4%","28.6%","100.0%","14.3%","0.0%","0.0%","100.0%","0.0%","100.0%","0.0%","66.7%","","","0.0%","","0.0%","21.4%","35.7%","4054"
"Pedro Strop","CIN","35","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","4070"
"Derek Holland","PIT","33","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","4141"
"Jake Arrieta","PHI","34","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","4153"
"Rafael Dolis","TOR","32","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","4185"
"Mark Melancon","ATL","35","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","4264"
"Justin Wilson","NYM","32","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","4301"
"Tyler Chatwood","CHC","30","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","4338"
"Jordan Zimmermann","DET","34","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","4505"
"Charlie Morton","TBR","36","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","4676"
"Nate Jones","CIN","34","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","4696"
"Matt Shoemaker","TOR","33","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","4776"
"Rich Hill","MIN","40","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","4806"
"Mike Montgomery","KCR","30","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","4869"
"Jon Lester","CHC","36","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","4930"
"Cole Hamels","ATL","36","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","4972"
"Jake Diekman","OAK","33","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","5003"
"Jeurys Familia","NYM","30","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","5114"
"Wade LeBlanc","BAL","35","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","5221"
"Blake Parker","PHI","35","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","5224"
"Wilmer Font","TOR","30","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","5257"
"Jose Alvarez","PHI","31","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","5358"
"Michael Pineda","MIN","31","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","5372"
"Juan Lagares","NYM","31","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","5384"
"Brad Peacock","HOU","32","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","5401"
"Pedro Baez","LAD","32","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","5420"
"Jesse Chavez","TEX","36","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","5448"
"Madison Bumgarner","ARI","30","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","5524"
"Nik Turley","PIT","30","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","5530"
"Ryan Brasier","BOS","32","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","5615"
"Tyler Clippard","MIN","35","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","5640"
"Junior Guerra","ARI","35","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","5702"
"Kelvin Herrera","CHW","30","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","6033"
"Dellin Betances","NYM","32","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","6216"
"Trevor Cahill","SFG","32","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","6249"
"David Phelps","- - -","33","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","6316"
"Jake Odorizzi","MIN","30","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","6397"
"Trevor May","MIN","30","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","6398"
"Jose Cisnero","DET","31","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","6399"
"Steve Cishek","CHW","34","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","6483"
"Alex Cobb","BAL","32","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","6562"
"Robert Stock","BOS","30","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","6576"
"Brad Brach","NYM","34","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","6627"
"Carlos Carrasco","CLE","33","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","6632"
