"Name","Team","Age","AB","R","HR","RBI","SB","AVG","BB%","K%","LD%","GB%","FB%","IFFB%","IFH%","BUH%","Spd","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","TTO%","EV","LA","Barrel%","maxEV","HardHit%","CStr%","CSW%","playerid"
"Deivy Grullon","PHI","23","9","0","0","1","0",".111","0.0%","22.2%","42.9%","14.3%","42.9%","0.0%","0.0%","0.0%","0.1","46.2%","87.5%","69.0%","33.3%","71.4%","60.0%","55.2%","66.7%","27.6%","14.3%","14.3%","71.4%","0.0%","57.1%","42.9%","22.2%","92.6","22.6","14.3%","109.0","28.6%","6.9%","34.5%","15988"
"Aaron Altherr","- - -","28","61","8","1","3","0",".082","4.5%","37.9%","24.3%","32.4%","43.2%","12.5%","8.3%","0.0%","2.6","31.7%","74.0%","51.1%","52.2%","72.5%","65.7%","45.9%","62.1%","17.5%","45.9%","29.7%","24.3%","16.2%","59.5%","24.3%","43.9%","85.3","16.8","5.4%","113.5","21.6%","14.9%","32.5%","11270"
"Andrew Velazquez","- - -","24","23","3","0","0","1",".087","4.2%","54.2%","20.0%","40.0%","40.0%","0.0%","0.0%","0.0%","7.4","28.8%","76.3%","54.1%","46.7%","68.9%","63.3%","53.2%","70.8%","19.8%","10.0%","70.0%","20.0%","20.0%","30.0%","50.0%","58.3%","92.1","18.2","0.0%","107.7","50.0%","13.5%","33.3%","14196"
"Walker Buehler","LAD","24","59","5","1","2","0",".085","6.1%","50.0%","8.0%","68.0%","24.0%","0.0%","11.8%","0.0%","2.6","23.6%","54.4%","39.4%","51.5%","67.5%","62.8%","51.2%","72.7%","14.6%","24.1%","41.4%","34.5%","31.0%","48.3%","20.7%","57.6%","88.1","-6.4","3.4%","104.8","31.0%","25.4%","40.1%","19374"
"Trevor Richards","- - -","26","30","2","0","0","0",".100","5.9%","52.9%","8.3%","75.0%","16.7%","0.0%","11.1%","0.0%","2.0","31.9%","49.2%","39.8%","43.5%","76.7%","62.3%","45.9%","55.9%","15.0%","21.4%","21.4%","57.1%","28.6%","50.0%","21.4%","58.8%","85.2","-3.9","0.0%","99.5","14.3%","28.6%","43.6%","19309"
"Drew Robinson","STL","27","7","1","0","0","0",".143","0.0%","42.9%","0.0%","25.0%","75.0%","0.0%","0.0%","0.0%","2.6","25.0%","81.3%","62.5%","100.0%","46.2%","53.3%","66.7%","42.9%","29.2%","0.0%","50.0%","50.0%","50.0%","25.0%","25.0%","42.9%","75.3","45.5","0.0%","89.0","0.0%","12.5%","41.7%","11761"
"Tyler Anderson","COL","29","7","1","0","0","0",".143","0.0%","50.0%","0.0%","0.0%","100.0%","50.0%","0.0%","0.0%","2.6","31.8%","41.7%","35.3%","85.7%","60.0%","75.0%","35.3%","50.0%","8.8%","25.0%","25.0%","50.0%","50.0%","50.0%","0.0%","50.0%","75.4","46.5","0.0%","80.0","0.0%","29.4%","38.2%","12880"
"Luis Perdomo","SDP","26","7","0","0","1","0",".143","0.0%","28.6%","0.0%","60.0%","40.0%","50.0%","33.3%","0.0%","0.1","33.3%","80.0%","59.3%","75.0%","75.0%","75.0%","55.6%","100.0%","14.8%","80.0%","20.0%","0.0%","60.0%","0.0%","40.0%","28.6%","84.0","0.6","0.0%","92.9","0.0%","11.1%","25.9%","14682"
"Dinelson Lamet","SDP","26","21","1","0","0","0",".143","0.0%","45.8%","11.1%","88.9%","0.0%","0.0%","12.5%","0.0%","1.6","34.3%","45.9%","40.3%","58.3%","76.5%","69.0%","51.4%","66.7%","12.5%","15.4%","38.5%","46.2%","23.1%","61.5%","15.4%","45.8%","81.3","-13.3","0.0%","104.5","7.7%","30.6%","43.1%","17186"
"Chase Anderson","MIL","31","40","1","0","1","0",".100","4.5%","54.5%","30.8%","53.8%","15.4%","0.0%","14.3%","20.0%","0.6","34.9%","51.2%","42.9%","40.0%","83.7%","65.8%","49.4%","68.2%","14.7%","38.9%","44.4%","16.7%","16.7%","55.6%","27.8%","59.1%","84.0","3.0","0.0%","101.4","5.6%","25.9%","40.6%","6895"
"Miles Mikolas","STL","30","59","1","0","2","0",".136","0.0%","43.5%","22.6%","54.8%","22.6%","28.6%","11.8%","0.0%","0.3","53.9%","67.3%","60.6%","47.3%","58.8%","53.7%","49.8%","85.5%","28.1%","40.0%","40.0%","20.0%","31.4%","40.0%","28.6%","43.5%","81.6","5.0","0.0%","108.3","22.9%","17.2%","45.3%","9803"
"Braden Bishop","SEA","25","56","3","0","4","0",".107","5.0%","35.0%","17.1%","48.6%","34.3%","33.3%","17.6%","0.0%","1.6","36.7%","57.8%","46.0%","62.7%","79.4%","71.9%","44.0%","71.7%","12.9%","33.3%","38.9%","27.8%","30.6%","50.0%","19.4%","40.0%","83.1","13.0","0.0%","105.5","13.9%","21.4%","34.3%","17806"
"Joe Ross","WSN","26","19","1","0","0","0",".105","5.0%","50.0%","12.5%","62.5%","25.0%","0.0%","20.0%","0.0%","1.6","30.8%","48.5%","38.9%","58.3%","62.5%","60.7%","45.8%","65.0%","15.3%","22.2%","33.3%","44.4%","44.4%","44.4%","11.1%","55.0%","87.3","8.5","0.0%","105.0","22.2%","26.4%","41.7%","12972"
"Miguel Andujar","NYY","24","47","1","0","1","0",".128","2.0%","22.4%","8.1%","48.6%","43.2%","25.0%","11.1%","0.0%","0.4","44.7%","66.7%","53.7%","58.7%","79.2%","69.1%","41.1%","75.5%","16.6%","51.4%","32.4%","16.2%","37.8%","29.7%","32.4%","24.5%","83.6","13.6","0.0%","105.5","24.3%","15.4%","32.0%","15878"
"Eric Lauer","SDP","24","40","1","0","0","0",".100","2.1%","47.9%","17.6%","41.2%","41.2%","0.0%","0.0%","0.0%","0.8","24.4%","57.0%","41.5%","36.8%","77.6%","66.2%","52.4%","81.3%","14.0%","26.1%","39.1%","34.8%","21.7%","56.5%","21.7%","50.0%","84.0","13.3","4.2%","103.8","12.5%","29.3%","43.3%","19316"
"Jeff Samardzija","SFG","34","50","1","0","1","0",".120","0.0%","53.6%","17.6%","70.6%","11.8%","0.0%","0.0%","0.0%","0.6","41.7%","63.2%","51.7%","42.2%","66.7%","56.2%","46.8%","75.0%","22.7%","38.5%","42.3%","19.2%","11.5%","61.5%","26.9%","53.6%","88.1","-5.1","0.0%","107.6","23.1%","19.7%","42.4%","3254"
"Eric Stamets","CLE","27","41","4","0","2","0",".049","10.4%","50.0%","22.2%","27.8%","50.0%","33.3%","0.0%","0.0%","2.6","37.3%","63.4%","48.4%","48.8%","73.1%","62.4%","42.7%","70.8%","18.2%","57.9%","26.3%","15.8%","26.3%","42.1%","31.6%","60.4%","86.3","24.6","5.3%","104.3","21.1%","19.3%","37.5%","13795"
"Rocky Gale","LAD","31","15","1","0","0","0",".133","0.0%","46.7%","25.0%","37.5%","37.5%","0.0%","0.0%","0.0%","2.6","39.3%","69.2%","53.7%","54.5%","66.7%","62.1%","48.1%","73.3%","20.4%","37.5%","25.0%","37.5%","12.5%","75.0%","12.5%","46.7%","84.9","16.3","0.0%","92.9","0.0%","24.1%","44.4%","10533"
"Erick Fedde","WSN","26","15","1","0","0","0",".133","0.0%","30.0%","11.1%","66.7%","22.2%","0.0%","0.0%","0.0%","2.6","30.4%","45.7%","40.6%","57.1%","85.7%","78.6%","66.7%","80.0%","8.7%","14.3%","35.7%","50.0%","50.0%","35.7%","14.3%","30.0%","81.5","-0.2","0.0%","96.5","14.3%","31.9%","40.6%","17425"
"Freddy Peralta","MIL","23","15","1","0","1","0",".133","0.0%","37.5%","22.2%","77.8%","0.0%","0.0%","0.0%","0.0%","2.6","40.9%","50.0%","46.0%","22.2%","71.4%","52.2%","56.0%","87.5%","22.0%","20.0%","40.0%","40.0%","30.0%","60.0%","10.0%","37.5%","73.2","-3.6","0.0%","95.2","10.0%","36.0%","58.0%","18679"
"Dustin Pedroia","BOS","35","20","1","0","1","0",".100","4.8%","9.5%","5.6%","55.6%","38.9%","0.0%","10.0%","0.0%","1.6","11.8%","69.8%","44.2%","100.0%","90.0%","91.2%","55.8%","47.6%","3.9%","27.8%","38.9%","33.3%","16.7%","61.1%","22.2%","14.3%","85.6","6.3","0.0%","98.2","22.2%","18.2%","22.1%","8370"
"Ichiro Suzuki","SEA","45","5","0","0","0","0",".000","16.7%","16.7%","0.0%","50.0%","50.0%","50.0%","0.0%","0.0%","0.1","31.3%","64.3%","46.7%","80.0%","88.9%","85.7%","46.7%","50.0%","6.7%","50.0%","25.0%","25.0%","25.0%","75.0%","0.0%","33.3%","","","","","","16.7%","23.3%","1101"
"Bobby Wilson","DET","36","44","2","0","2","0",".091","4.3%","23.4%","12.1%","42.4%","45.5%","33.3%","0.0%","0.0%","1.6","40.2%","65.6%","51.4%","78.7%","88.5%","84.3%","44.3%","70.2%","8.1%","47.1%","23.5%","29.4%","35.3%","50.0%","14.7%","27.7%","78.2","21.6","0.0%","99.4","2.9%","17.1%","25.2%","6564"
"Chris Shaw","SFG","25","18","0","0","0","0",".056","10.0%","40.0%","10.0%","60.0%","30.0%","0.0%","0.0%","0.0%","0.1","34.8%","79.5%","55.3%","37.5%","58.1%","51.1%","45.9%","55.0%","27.1%","70.0%","20.0%","10.0%","0.0%","50.0%","50.0%","50.0%","93.4","9.6","0.0%","104.3","40.0%","10.6%","37.6%","17738"
"Mike Soroka","ATL","21","52","2","0","3","0",".077","3.2%","34.9%","17.2%","72.4%","10.3%","33.3%","0.0%","0.0%","1.6","36.5%","52.9%","44.2%","52.4%","85.2%","70.8%","47.0%","71.4%","12.9%","16.2%","32.4%","51.4%","37.8%","54.1%","8.1%","38.1%","79.1","-8.0","0.0%","99.2","10.8%","20.7%","33.6%","18383"
"Patrick Corbin","WSN","29","65","3","0","4","0",".092","4.2%","37.5%","17.1%","74.3%","8.6%","0.0%","3.8%","0.0%","1.6","35.4%","53.8%","44.3%","51.1%","84.4%","70.6%","48.4%","68.1%","13.0%","19.0%","28.6%","52.4%","42.9%","45.2%","11.9%","41.7%","81.9","-5.9","0.0%","100.8","11.9%","24.8%","37.8%","9323"
"Lucas Sims","CIN","25","8","0","0","0","0",".125","0.0%","62.5%","0.0%","66.7%","33.3%","0.0%","0.0%","0.0%","0.1","35.3%","60.0%","46.9%","16.7%","66.7%","46.7%","46.9%","87.5%","25.0%","100.0%","0.0%","0.0%","0.0%","100.0%","0.0%","62.5%","92.3","5.7","0.0%","96.9","33.3%","28.1%","53.1%","13470"
"Jon Duplantier","ARI","24","8","1","0","0","0",".125","0.0%","62.5%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","2.6","19.0%","91.7%","45.5%","25.0%","54.5%","46.7%","36.4%","100.0%","24.2%","33.3%","33.3%","33.3%","0.0%","66.7%","33.3%","62.5%","97.6","-21.0","0.0%","100.1","66.7%","9.1%","33.3%","19546"
"Adrian Houser","MIL","26","22","0","0","0","0",".045","7.4%","63.0%","20.0%","80.0%","0.0%","0.0%","0.0%","0.0%","0.1","28.3%","59.3%","43.9%","20.0%","59.4%","46.8%","50.5%","77.8%","23.4%","25.0%","25.0%","50.0%","25.0%","37.5%","37.5%","70.4%","92.9","-1.2","0.0%","105.1","37.5%","25.2%","48.6%","12718"
"Shaun Anderson","SFG","24","25","0","0","0","0",".080","0.0%","67.9%","0.0%","50.0%","50.0%","33.3%","0.0%","0.0%","0.1","45.3%","61.1%","53.3%","41.7%","72.7%","59.6%","50.5%","89.3%","21.5%","12.5%","25.0%","62.5%","37.5%","37.5%","25.0%","67.9%","85.6","19.3","12.5%","108.9","12.5%","23.4%","44.9%","19453"
"Clayton Kershaw","LAD","31","49","1","0","1","0",".102","1.5%","24.6%","10.3%","62.1%","27.6%","12.5%","11.1%","0.0%","0.6","30.8%","66.4%","48.5%","58.3%","84.4%","76.1%","49.8%","66.2%","11.6%","25.0%","39.6%","35.4%","20.8%","58.3%","20.8%","26.2%","83.4","5.6","0.0%","104.4","10.4%","20.2%","31.8%","2036"
"Tyler Mahle","CIN","24","34","4","0","0","0",".088","2.4%","46.3%","0.0%","85.7%","14.3%","0.0%","0.0%","0.0%","2.6","31.3%","65.6%","46.1%","48.0%","80.0%","67.7%","43.3%","75.6%","14.9%","33.3%","33.3%","33.3%","38.1%","33.3%","28.6%","48.8%","88.4","-11.6","0.0%","104.9","19.0%","20.6%","35.5%","16358"
"Jordan Lyles","- - -","28","45","3","0","4","0",".089","2.1%","58.3%","5.9%","76.5%","17.6%","33.3%","15.4%","0.0%","2.6","12.7%","34.0%","24.7%","70.0%","65.7%","66.7%","56.6%","75.0%","8.2%","33.3%","44.4%","22.2%","55.6%","38.9%","5.6%","60.4%","81.2","-8.0","0.0%","93.7","0.0%","42.3%","50.5%","7593"
"Derek Holland","- - -","32","14","0","0","0","0",".071","6.3%","62.5%","0.0%","50.0%","50.0%","0.0%","0.0%","33.3%","0.1","29.0%","55.6%","41.4%","11.1%","60.0%","41.7%","46.6%","68.8%","24.1%","20.0%","20.0%","60.0%","20.0%","60.0%","20.0%","68.8%","82.5","4.5","0.0%","83.5","0.0%","22.4%","46.6%","4141"
"Chris Paddack","SDP","23","42","3","0","2","0",".119","0.0%","41.3%","17.4%","73.9%","8.7%","0.0%","11.8%","0.0%","2.6","21.3%","59.3%","41.0%","41.2%","76.5%","67.6%","51.8%","67.4%","13.3%","18.5%","44.4%","37.0%","22.2%","59.3%","18.5%","41.3%","84.0","-7.9","0.0%","104.4","18.5%","24.7%","38.0%","20099"
"Sandy Alcantara","MIA","23","58","2","0","4","0",".086","1.6%","73.0%","27.3%","72.7%","0.0%","0.0%","0.0%","25.0%","1.6","32.5%","45.0%","38.9%","18.9%","53.7%","39.6%","51.3%","71.4%","23.5%","46.7%","26.7%","26.7%","26.7%","46.7%","26.7%","74.6%","84.1","-8.7","6.7%","110.4","20.0%","31.2%","54.7%","18684"
"Anibal Sanchez","WSN","35","52","1","0","1","0",".115","0.0%","42.9%","24.0%","72.0%","4.0%","0.0%","5.6%","14.3%","0.6","51.1%","51.1%","51.1%","51.1%","74.5%","62.8%","50.0%","78.6%","19.0%","28.1%","43.8%","28.1%","28.1%","59.4%","12.5%","42.9%","78.6","-1.4","0.0%","94.3","0.0%","30.4%","49.5%","3284"
"Mike Gerber","SFG","26","24","0","0","0","0",".042","7.7%","57.7%","11.1%","66.7%","22.2%","0.0%","0.0%","0.0%","0.1","38.0%","81.4%","54.4%","33.3%","54.3%","45.2%","37.7%","50.0%","29.8%","66.7%","22.2%","11.1%","11.1%","55.6%","33.3%","65.4%","90.2","6.1","11.1%","108.1","44.4%","11.4%","41.2%","16115"
"Julio Teheran","ATL","28","55","1","0","4","0",".109","0.0%","40.0%","9.7%","51.6%","38.7%","8.3%","0.0%","0.0%","0.6","40.2%","60.2%","49.8%","55.8%","76.3%","67.6%","47.8%","63.3%","16.1%","38.9%","33.3%","27.8%","27.8%","44.4%","27.8%","40.0%","84.2","10.8","0.0%","102.2","27.8%","24.4%","40.5%","6797"
"Peter Bourjos","LAA","32","44","4","0","2","2",".091","2.2%","32.6%","13.3%","33.3%","53.3%","0.0%","10.0%","0.0%","7.4","31.9%","72.8%","50.9%","43.3%","81.4%","68.5%","46.3%","71.7%","16.0%","26.7%","30.0%","43.3%","13.3%","53.3%","33.3%","34.8%","85.1","20.9","3.3%","109.8","16.7%","17.7%","33.7%","2578"
"Connor Joe","SFG","26","15","1","0","0","0",".067","6.3%","31.3%","10.0%","70.0%","20.0%","0.0%","0.0%","0.0%","2.6","25.9%","45.7%","37.1%","28.6%","87.5%","69.6%","56.5%","81.3%","11.3%","50.0%","50.0%","0.0%","40.0%","50.0%","10.0%","37.5%","81.4","1.1","0.0%","100.5","30.0%","30.6%","41.9%","16572"
"Yu Darvish","CHC","32","56","1","0","3","0",".089","3.2%","50.0%","8.3%","75.0%","16.7%","0.0%","0.0%","0.0%","0.4","27.5%","50.4%","39.4%","54.5%","76.9%","69.4%","51.8%","72.6%","12.0%","24.1%","41.4%","34.5%","34.5%","48.3%","17.2%","53.2%","89.4","-2.4","3.4%","108.8","37.9%","27.7%","39.8%","13074"
"Austin Voth","WSN","27","9","0","0","1","0",".111","0.0%","30.0%","40.0%","20.0%","40.0%","0.0%","0.0%","0.0%","0.1","30.8%","78.6%","55.6%","50.0%","81.8%","73.3%","51.9%","70.0%","14.8%","14.3%","14.3%","71.4%","14.3%","71.4%","14.3%","30.0%","82.4","15.2","0.0%","94.3","0.0%","25.9%","40.7%","15047"
"Anthony DeSclafani","CIN","29","55","0","0","1","0",".109","0.0%","49.1%","12.0%","80.0%","8.0%","0.0%","0.0%","0.0%","0.1","42.6%","52.7%","47.6%","40.0%","77.1%","60.2%","49.2%","75.4%","18.9%","27.6%","34.5%","37.9%","27.6%","41.4%","31.0%","49.1%","89.5","-7.3","0.0%","105.8","27.6%","27.6%","46.5%","13050"
"Jon Gray","COL","27","47","1","0","1","0",".064","5.1%","37.3%","14.3%","71.4%","14.3%","33.3%","0.0%","0.0%","0.6","34.0%","52.0%","43.3%","43.8%","67.3%","58.3%","51.5%","78.0%","17.9%","20.6%","32.4%","47.1%","29.4%","55.9%","14.7%","42.4%","77.2","1.5","0.0%","105.7","8.8%","24.6%","42.6%","14916"
"Nick Pivetta","PHI","26","25","1","0","0","0",".080","3.7%","70.4%","20.0%","80.0%","0.0%","0.0%","0.0%","0.0%","1.6","27.0%","49.0%","36.6%","23.5%","45.8%","36.6%","43.8%","63.0%","23.2%","0.0%","57.1%","42.9%","28.6%","57.1%","14.3%","74.1%","85.7","-4.2","0.0%","101.8","14.3%","33.9%","57.1%","15454"
"Cal Quantrill","SDP","24","25","1","0","1","0",".080","3.3%","20.0%","6.3%","93.8%","0.0%","0.0%","6.7%","0.0%","3.5","25.5%","57.1%","41.4%","71.4%","90.6%","84.8%","50.5%","73.3%","6.3%","47.8%","17.4%","34.8%","43.5%","52.2%","4.3%","23.3%","78.3","-19.7","0.0%","102.2","4.3%","18.9%","25.2%","19312"
"Zac Gallen","- - -","23","19","2","0","1","0",".105","0.0%","33.3%","18.2%","63.6%","18.2%","50.0%","14.3%","0.0%","2.6","34.3%","48.9%","42.7%","41.7%","91.3%","74.3%","57.3%","83.3%","11.0%","18.8%","50.0%","31.3%","25.0%","62.5%","12.5%","33.3%","84.2","-0.3","0.0%","100.4","18.8%","22.0%","32.9%","19291"
"Luis Castillo","CIN","26","62","3","0","0","0",".097","0.0%","48.5%","24.0%","40.0%","36.0%","33.3%","0.0%","11.1%","2.6","41.8%","60.2%","52.0%","42.1%","76.5%","64.2%","55.4%","74.2%","18.6%","29.4%","38.2%","32.4%","23.5%","73.5%","2.9%","48.5%","79.3","14.7","0.0%","102.8","5.9%","19.1%","37.7%","15689"
"Jose Quintana","CHC","30","54","2","0","3","0",".093","0.0%","42.9%","12.0%","84.0%","4.0%","0.0%","0.0%","0.0%","2.0","40.9%","66.3%","54.1%","44.4%","69.8%","60.6%","51.9%","82.5%","21.3%","22.2%","33.3%","44.4%","30.6%","61.1%","8.3%","42.9%","81.4","-8.7","0.0%","103.2","11.1%","22.4%","43.7%","11423"
"Jed Lowrie","NYM","35","7","0","0","0","0",".000","12.5%","50.0%","33.3%","33.3%","33.3%","0.0%","0.0%","0.0%","0.1","19.0%","73.3%","41.7%","75.0%","63.6%","66.7%","41.7%","37.5%","13.9%","0.0%","33.3%","66.7%","0.0%","100.0%","0.0%","62.5%","79.9","23.7","0.0%","89.6","0.0%","13.9%","27.8%","4418"
"Dakota Hudson","STL","24","51","1","0","2","0",".078","0.0%","40.7%","16.7%","75.0%","8.3%","0.0%","16.7%","0.0%","1.1","32.2%","56.0%","44.7%","51.7%","82.1%","71.8%","52.6%","81.4%","12.6%","26.5%","38.2%","35.3%","35.3%","52.9%","11.8%","40.7%","83.5","-11.0","0.0%","105.0","11.8%","25.8%","38.4%","19206"
"Raudy Read","WSN","25","11","0","0","0","0",".091","0.0%","45.5%","16.7%","50.0%","33.3%","0.0%","0.0%","0.0%","0.1","44.4%","68.8%","53.5%","25.0%","54.5%","39.1%","37.2%","90.9%","32.6%","83.3%","16.7%","0.0%","33.3%","66.7%","0.0%","45.5%","78.0","12.5","0.0%","96.7","16.7%","14.0%","46.5%","15766"
"Dustin May","LAD","21","11","0","0","0","0",".091","0.0%","36.4%","0.0%","85.7%","14.3%","0.0%","16.7%","0.0%","0.1","38.1%","63.6%","51.2%","50.0%","85.7%","72.7%","51.2%","54.5%","14.0%","14.3%","42.9%","42.9%","42.9%","42.9%","14.3%","36.4%","82.4","-19.6","0.0%","98.8","28.6%","20.9%","34.9%","19716"
"Elieser Hernandez","MIA","24","19","0","0","0","0",".053","4.2%","41.7%","11.1%","77.8%","11.1%","100.0%","14.3%","0.0%","0.1","37.3%","69.2%","51.1%","68.4%","74.1%","71.7%","43.3%","75.0%","14.4%","30.8%","23.1%","46.2%","38.5%","38.5%","23.1%","45.8%","80.1","-6.8","0.0%","101.8","15.4%","15.6%","30.0%","16933"
"Dario Agrazal","PIT","24","22","0","0","2","0",".091","0.0%","37.5%","7.7%","84.6%","7.7%","0.0%","9.1%","0.0%","0.1","42.4%","64.9%","54.3%","42.9%","95.8%","76.3%","52.9%","70.8%","12.9%","20.0%","26.7%","53.3%","20.0%","66.7%","13.3%","37.5%","86.3","-19.8","0.0%","100.9","40.0%","22.9%","35.7%","15821"
"Alec Mills","CHC","27","12","0","0","0","0",".083","0.0%","50.0%","0.0%","66.7%","33.3%","0.0%","0.0%","0.0%","0.1","33.3%","57.9%","47.1%","0.0%","63.6%","43.8%","55.9%","75.0%","26.5%","16.7%","16.7%","66.7%","16.7%","66.7%","16.7%","50.0%","79.6","1.7","0.0%","94.6","0.0%","29.4%","55.9%","13834"
"Seby Zavala","CHW","25","12","1","0","0","0",".083","0.0%","75.0%","33.3%","33.3%","33.3%","0.0%","0.0%","0.0%","2.6","50.0%","76.0%","62.7%","23.1%","52.6%","40.6%","49.0%","83.3%","37.3%","33.3%","33.3%","33.3%","33.3%","66.7%","0.0%","75.0%","78.7","21.7","0.0%","86.1","0.0%","13.7%","51.0%","18887"
"Mike Leake","- - -","31","21","0","0","1","0",".048","4.2%","45.8%","20.0%","50.0%","30.0%","0.0%","0.0%","0.0%","0.1","42.2%","50.0%","45.7%","47.4%","72.2%","59.5%","44.4%","79.2%","18.5%","41.7%","41.7%","16.7%","50.0%","33.3%","16.7%","50.0%","69.6","4.8","0.0%","91.6","0.0%","22.2%","40.7%","10130"
"Jordan Yamamoto","MIA","23","21","0","0","1","0",".048","3.8%","34.6%","18.2%","81.8%","0.0%","0.0%","0.0%","0.0%","0.1","27.3%","57.1%","40.2%","46.7%","95.8%","76.9%","43.3%","73.1%","9.3%","18.8%","62.5%","18.8%","56.3%","31.3%","12.5%","38.5%","83.0","-19.8","0.0%","100.3","12.5%","26.8%","36.1%","17585"
"Daniel Ponce de Leon","STL","27","9","0","0","0","0",".000","8.3%","33.3%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.1","29.2%","50.0%","39.1%","42.9%","81.8%","66.7%","47.8%","66.7%","13.0%","42.9%","28.6%","28.6%","28.6%","71.4%","0.0%","41.7%","78.6","-27.0","0.0%","97.9","14.3%","28.3%","41.3%","16110"
"Joey Lucchesi","SDP","26","48","0","0","1","0",".063","1.9%","66.7%","18.2%","72.7%","9.1%","0.0%","0.0%","0.0%","0.1","37.8%","43.1%","40.6%","37.8%","68.1%","54.8%","52.7%","77.8%","18.4%","29.4%","47.1%","23.5%","29.4%","52.9%","17.6%","68.5%","82.0","-4.4","0.0%","98.7","11.8%","31.9%","50.2%","19320"
"Jason Vargas","- - -","36","40","0","0","0","0",".075","0.0%","48.9%","25.0%","56.3%","18.8%","0.0%","0.0%","0.0%","0.1","22.9%","45.3%","34.8%","36.8%","88.4%","72.6%","53.4%","73.3%","9.6%","34.8%","52.2%","13.0%","34.8%","56.5%","8.7%","48.9%","80.1","-2.3","0.0%","98.7","13.0%","29.2%","38.8%","8044"
"Robbie Ray","ARI","27","55","1","0","3","0",".073","0.0%","46.7%","12.0%","80.0%","8.0%","0.0%","0.0%","14.3%","1.1","32.3%","66.4%","50.5%","46.7%","57.7%","54.5%","53.5%","73.3%","23.0%","37.5%","43.8%","18.8%","31.3%","46.9%","21.9%","46.7%","79.5","-14.0","0.0%","105.2","6.3%","22.5%","45.5%","11486"
"Gio Gonzalez","MIL","33","25","1","0","0","0",".040","3.6%","60.7%","12.5%","50.0%","37.5%","0.0%","0.0%","0.0%","2.6","37.3%","58.8%","48.0%","21.1%","60.0%","44.9%","50.0%","67.9%","26.5%","10.0%","40.0%","50.0%","20.0%","80.0%","0.0%","64.3%","76.9","10.9","0.0%","91.8","0.0%","24.5%","51.0%","7448"
"Frank Schwindel","KCR","27","15","0","0","0","0",".067","0.0%","13.3%","15.4%","38.5%","46.2%","16.7%","20.0%","0.0%","0.1","40.7%","81.8%","59.2%","72.7%","94.4%","86.2%","44.9%","66.7%","8.2%","46.2%","15.4%","38.5%","38.5%","23.1%","38.5%","13.3%","85.8","20.5","0.0%","103.3","23.1%","8.2%","16.3%","15351"
"Mikie Mahtook","DET","29","23","0","0","0","0",".000","8.0%","44.0%","0.0%","33.3%","66.7%","0.0%","0.0%","0.0%","0.1","20.0%","57.8%","36.2%","33.3%","80.8%","65.8%","42.9%","60.0%","12.4%","33.3%","33.3%","33.3%","16.7%","50.0%","33.3%","52.0%","88.6","30.3","16.7%","106.9","25.0%","23.8%","36.2%","13130"
"Alex Jackson","ATL","23","13","0","0","0","0",".000","6.7%","33.3%","25.0%","25.0%","50.0%","25.0%","0.0%","0.0%","0.1","50.0%","71.4%","57.9%","50.0%","80.0%","63.6%","36.8%","73.3%","21.1%","25.0%","25.0%","50.0%","25.0%","75.0%","0.0%","40.0%","78.5","28.5","0.0%","87.9","0.0%","15.8%","36.8%","17276"
"Mike Foltynewicz","ATL","27","35","1","0","1","0",".057","0.0%","50.0%","18.8%","68.8%","12.5%","50.0%","9.1%","0.0%","2.6","49.2%","52.3%","50.8%","45.2%","70.6%","58.5%","50.8%","78.9%","21.1%","21.1%","36.8%","42.1%","36.8%","52.6%","10.5%","50.0%","78.9","-3.9","0.0%","94.4","0.0%","26.6%","47.7%","10811"
"Bradley Zimmer","CLE","26","13","1","0","0","0",".000","7.1%","50.0%","0.0%","80.0%","20.0%","0.0%","25.0%","0.0%","2.6","41.4%","68.2%","52.9%","41.7%","73.3%","59.3%","43.1%","78.6%","21.6%","16.7%","50.0%","33.3%","16.7%","66.7%","16.7%","57.1%","82.9","0.4","0.0%","98.2","16.7%","17.6%","39.2%","16221"
"Jerad Eickhoff","PHI","28","14","0","0","0","0",".000","5.3%","36.8%","0.0%","85.7%","14.3%","0.0%","0.0%","0.0%","0.1","34.2%","48.4%","40.6%","46.2%","86.7%","67.9%","44.9%","73.7%","13.0%","54.5%","18.2%","27.3%","45.5%","45.5%","9.1%","42.1%","89.4","-14.9","0.0%","99.9","36.4%","30.4%","43.5%","12664"
"Merrill Kelly","ARI","30","52","3","0","2","0",".019","3.3%","41.7%","15.0%","70.0%","15.0%","0.0%","0.0%","0.0%","2.6","35.2%","50.4%","43.7%","53.1%","82.8%","72.2%","55.8%","73.3%","12.1%","9.1%","45.5%","45.5%","27.3%","54.5%","18.2%","45.0%","84.5","-8.7","0.0%","96.9","9.1%","25.7%","37.9%","11156"
"Antonio Senzatela","COL","24","40","2","0","3","0",".025","2.2%","52.2%","15.4%","69.2%","15.4%","0.0%","0.0%","0.0%","2.6","47.8%","60.3%","53.2%","39.5%","75.6%","57.1%","43.0%","71.7%","22.8%","42.9%","14.3%","42.9%","28.6%","61.9%","9.5%","54.3%","89.2","-2.2","0.0%","100.2","19.0%","17.1%","39.9%","15488"
