"Name","Team","Age","AB","R","HR","RBI","SB","AVG","BB%","K%","LD%","GB%","FB%","IFFB%","IFH%","BUH%","Spd","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","TTO%","EV","LA","Barrel%","maxEV","HardHit%","CStr%","CSW%","playerid"
"Maikel Franco","BAL","28","377","31","11","47","0",".210","5.0%","16.6%","18.2%","48.9%","32.9%","14.6%","3.9%","0.0%","0.9","38.5%","67.4%","50.2%","68.4%","85.0%","77.4%","40.6%","65.3%","11.3%","47.3%","30.4%","22.4%","19.8%","51.8%","28.4%","24.3%","88.2","9.1","5.1%","113.9","33.9%","17.1%","28.4%","12179"
"Billy Hamilton","CHW","30","127","23","2","11","9",".220","3.0%","34.8%","23.8%","36.3%","40.0%","25.0%","6.9%","0.0%","10.0","43.7%","70.3%","54.7%","58.1%","79.2%","69.3%","41.3%","63.7%","16.8%","44.0%","28.6%","27.4%","25.0%","52.4%","22.6%","39.3%","83.9","18.6","1.2%","103.8","20.2%","14.5%","31.3%","10199"
"Ronnie Dawson","HOU","26","5","2","0","0","0",".200","16.7%","0.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","2.6","27.3%","66.7%","45.0%","100.0%","66.7%","77.8%","45.0%","33.3%","10.0%","60.0%","20.0%","20.0%","0.0%","80.0%","20.0%","16.7%","87.5","-8.4","0.0%","100.9","40.0%","10.0%","20.0%","19710"
"Ender Inciarte","ATL","30","79","11","2","10","1",".215","7.9%","24.7%","19.3%","47.4%","33.3%","21.1%","0.0%","33.3%","4.3","31.8%","72.2%","49.1%","73.4%","89.9%","83.8%","42.9%","61.8%","8.0%","35.0%","38.3%","26.7%","21.7%","58.3%","20.0%","34.8%","84.2","12.9","3.3%","104.3","15.0%","15.3%","23.3%","4922"
"Jose Trevino","TEX","28","285","23","5","30","1",".239","4.0%","18.9%","24.7%","44.2%","31.2%","8.3%","5.9%","0.0%","1.8","37.3%","62.4%","48.2%","66.7%","88.5%","78.9%","43.5%","62.6%","10.2%","36.5%","37.8%","25.8%","16.3%","53.6%","30.0%","24.5%","87.5","9.5","4.3%","110.2","36.5%","20.1%","30.3%","16725"
"Danny Santana","BOS","30","116","15","5","14","4",".181","7.9%","23.6%","9.3%","43.0%","47.7%","12.2%","13.5%","0.0%","6.2","34.1%","79.8%","53.9%","48.0%","78.1%","67.3%","43.2%","55.1%","17.6%","37.2%","32.6%","30.2%","19.8%","58.1%","22.1%","35.4%","87.6","16.6","7.0%","110.4","33.7%","11.8%","29.5%","10322"
"Jason Vosler","SFG","27","73","12","3","9","2",".178","8.5%","25.6%","15.1%","41.5%","43.4%","26.1%","0.0%","0.0%","6.0","31.3%","74.8%","50.2%","54.4%","80.8%","71.4%","43.3%","52.4%","14.3%","43.4%","35.8%","20.8%","18.9%","49.1%","32.1%","37.8%","88.5","18.6","9.4%","108.6","35.8%","13.7%","28.0%","16686"
"Joshua Fuentes","COL","28","271","30","7","33","0",".225","4.2%","22.9%","15.0%","39.6%","45.4%","8.5%","7.3%","0.0%","2.4","45.1%","79.0%","59.3%","63.9%","85.2%","75.8%","42.0%","65.8%","14.3%","36.2%","35.7%","28.0%","18.8%","55.6%","25.6%","29.6%","85.2","18.3","2.4%","107.0","27.5%","11.2%","25.5%","16885"
"Jason Martin","TEX","25","144","14","6","17","3",".208","5.2%","26.6%","16.8%","45.5%","37.6%","18.4%","0.0%","0.0%","3.5","29.1%","73.0%","49.2%","58.3%","79.3%","72.6%","45.7%","58.4%","13.5%","44.8%","35.2%","20.0%","21.0%","47.6%","31.4%","35.7%","87.5","11.4","7.6%","108.1","33.3%","16.0%","29.4%","16429"
"Mike Tauchman","- - -","30","166","22","4","15","3",".181","12.0%","30.4%","22.2%","45.4%","32.4%","8.6%","14.3%","0.0%","3.4","22.1%","73.0%","44.5%","49.1%","75.6%","68.2%","43.9%","53.9%","14.1%","31.2%","33.9%","34.9%","19.3%","57.8%","22.9%","44.5%","87.5","10.0","5.5%","107.7","35.8%","15.3%","29.4%","15274"
"Eric Sogard","CHC","35","169","16","1","12","3",".249","5.0%","16.7%","17.5%","45.3%","37.2%","7.8%","6.5%","50.0%","4.5","25.1%","58.8%","41.8%","75.6%","96.5%","90.1%","49.6%","65.6%","4.1%","27.0%","41.1%","31.9%","23.4%","58.2%","18.4%","22.2%","84.0","12.1","0.7%","102.3","14.9%","24.3%","28.4%","7927"
"Marwin Gonzalez","- - -","32","276","30","5","28","3",".199","6.5%","25.4%","21.0%","49.2%","29.7%","19.0%","2.1%","40.0%","3.3","35.6%","62.0%","46.6%","66.4%","86.8%","77.7%","41.6%","59.6%","10.4%","47.5%","34.5%","18.0%","19.0%","53.0%","28.0%","33.6%","87.9","8.9","4.5%","110.3","34.5%","19.2%","29.6%","5497"
"Taylor Motter","- - -","31","26","5","0","1","0",".192","10.3%","27.6%","16.7%","33.3%","50.0%","33.3%","0.0%","0.0%","5.1","37.3%","78.4%","54.0%","64.3%","77.5%","72.1%","40.5%","51.7%","15.1%","44.4%","33.3%","22.2%","22.2%","55.6%","22.2%","37.9%","88.7","20.8","5.6%","107.5","44.4%","10.3%","25.4%","12399"
"Brock Holt","TEX","33","235","21","2","23","5",".209","8.8%","18.8%","22.5%","47.6%","29.9%","3.6%","2.2%","0.0%","4.5","27.8%","62.9%","42.4%","72.3%","88.1%","82.0%","41.6%","56.2%","7.6%","42.8%","31.6%","25.7%","15.5%","61.0%","23.5%","28.5%","86.1","9.8","1.6%","105.7","24.6%","20.7%","28.3%","9345"
"Ryan McKenna","BAL","24","169","20","2","14","1",".183","12.2%","37.6%","25.3%","45.3%","29.5%","3.6%","9.3%","0.0%","4.5","25.2%","68.5%","43.8%","55.8%","74.0%","68.0%","42.9%","64.0%","14.0%","34.0%","40.2%","25.8%","15.5%","58.8%","25.8%","50.8%","86.5","11.6","7.2%","107.2","33.0%","17.3%","31.3%","19928"
"Chadwick Tromp","SFG","26","18","1","1","2","0",".222","0.0%","22.2%","21.4%","35.7%","42.9%","0.0%","20.0%","0.0%","0.1","27.9%","70.6%","46.8%","75.0%","79.2%","77.8%","44.2%","44.4%","10.4%","21.4%","14.3%","64.3%","28.6%","50.0%","21.4%","27.8%","85.3","16.4","7.1%","110.5","14.3%","16.9%","27.3%","16953"
"Martin Maldonado","HOU","34","373","40","12","36","0",".172","11.0%","29.8%","20.9%","36.9%","42.2%","9.7%","4.4%","0.0%","2.0","27.3%","62.4%","42.8%","54.6%","82.3%","72.4%","44.0%","62.9%","11.8%","41.7%","33.2%","25.1%","13.4%","58.7%","27.9%","43.7%","88.0","17.6","5.7%","108.2","32.8%","20.5%","32.3%","6887"
"Jake Bauers","- - -","25","282","27","4","19","6",".209","9.5%","24.8%","25.2%","33.2%","41.6%","14.3%","6.0%","0.0%","3.7","29.8%","69.0%","47.4%","57.7%","86.2%","76.3%","44.8%","60.0%","11.2%","39.7%","34.3%","26.0%","17.2%","57.4%","25.5%","35.6%","88.1","20.0","5.4%","112.3","36.6%","16.9%","28.1%","15194"
"Jose Marmolejos","SEA","28","106","11","4","12","0",".160","12.3%","32.0%","22.1%","29.4%","48.5%","21.2%","5.0%","0.0%","1.1","30.3%","66.3%","43.8%","54.5%","84.1%","71.2%","37.4%","50.8%","12.6%","39.7%","29.4%","30.9%","17.6%","55.9%","26.5%","47.5%","89.4","22.7","10.3%","114.1","35.3%","16.0%","28.6%","15767"
"Jonah Heim","TEX","26","265","22","10","32","3",".196","5.3%","20.4%","18.1%","40.0%","41.9%","15.9%","3.6%","0.0%","2.8","31.9%","75.6%","50.0%","71.4%","86.5%","80.8%","41.4%","60.0%","9.6%","43.1%","35.5%","21.3%","26.5%","37.0%","36.5%","29.1%","87.1","15.5","6.2%","109.0","37.9%","14.4%","24.0%","16930"
"Tomas Nido","NYM","27","153","16","3","13","1",".222","3.1%","27.3%","27.5%","41.3%","31.2%","0.0%","11.1%","0.0%","4.7","53.4%","85.8%","65.3%","58.7%","70.1%","64.2%","36.9%","72.7%","23.4%","34.9%","45.9%","19.3%","11.9%","50.5%","37.6%","32.3%","88.7","10.0","6.4%","105.9","43.1%","8.3%","31.7%","13755"
"Mike Ford","NYY","28","60","6","3","5","0",".133","15.3%","31.9%","10.8%","37.8%","51.4%","10.5%","0.0%","0.0%","0.7","20.9%","56.4%","34.2%","57.9%","82.3%","73.0%","37.7%","52.8%","9.2%","40.5%","35.1%","24.3%","24.3%","35.1%","40.5%","51.4%","90.9","15.6","18.9%","109.3","48.6%","20.2%","29.5%","15585"
"Eli White","TEX","27","198","26","6","15","4",".177","8.2%","30.0%","16.4%","39.8%","43.8%","12.5%","7.8%","0.0%","5.2","29.4%","73.5%","48.5%","54.7%","80.7%","71.8%","43.5%","62.3%","13.7%","48.5%","31.1%","20.5%","18.2%","62.1%","19.7%","40.9%","85.5","15.6","6.8%","108.1","22.7%","15.8%","29.5%","19346"
"Isan Diaz","MIA","25","238","25","4","17","1",".193","12.3%","26.4%","19.0%","46.4%","34.5%","1.7%","3.8%","50.0%","2.0","28.2%","64.3%","43.6%","46.6%","82.5%","69.1%","42.4%","57.8%","13.5%","40.6%","31.8%","27.6%","17.1%","51.2%","31.8%","40.1%","88.7","9.6","4.1%","109.0","36.7%","17.8%","31.2%","17922"
"Travis Blankenhorn","- - -","24","23","4","1","4","0",".174","4.2%","33.3%","13.3%","46.7%","40.0%","33.3%","14.3%","0.0%","2.6","35.8%","77.5%","53.8%","42.1%","93.5%","74.0%","43.0%","62.5%","14.0%","53.3%","13.3%","33.3%","13.3%","33.3%","53.3%","41.7%","96.2","17.9","20.0%","105.9","73.3%","12.9%","26.9%","18395"
"Andrew Velazquez","NYY","26","67","11","1","6","4",".224","1.5%","33.8%","20.5%","47.7%","31.8%","14.3%","4.8%","0.0%","9.2","30.1%","74.4%","49.8%","52.3%","77.0%","68.7%","44.5%","70.6%","15.6%","36.4%","43.2%","20.5%","11.4%","56.8%","31.8%","36.8%","90.2","9.5","13.6%","109.2","40.9%","14.8%","30.4%","14196"
"Andrelton Simmons","MIN","31","412","37","3","31","1",".223","7.1%","13.7%","18.3%","54.2%","27.5%","16.8%","4.3%","11.1%","2.1","32.3%","61.5%","44.6%","78.2%","89.2%","84.6%","42.2%","61.9%","6.9%","41.8%","39.8%","18.4%","22.3%","59.0%","18.6%","21.5%","84.1","3.9","0.6%","108.2","21.5%","19.1%","26.0%","10847"
"Roberto Perez","CLE","32","141","13","7","17","1",".149","10.6%","34.8%","13.3%","51.8%","34.9%","6.9%","7.0%","25.0%","2.4","20.9%","64.6%","41.2%","37.2%","77.9%","66.8%","46.3%","59.0%","13.7%","39.1%","39.1%","21.8%","12.6%","44.8%","42.5%","49.7%","91.0","6.9","12.6%","110.0","41.4%","19.3%","32.9%","2900"
"Will Craig","PIT","26","60","5","1","3","0",".217","7.7%","33.8%","21.1%","52.6%","26.3%","10.0%","20.0%","0.0%","1.0","35.9%","68.1%","51.0%","63.8%","82.3%","75.4%","47.0%","66.2%","12.6%","28.9%","44.7%","26.3%","34.2%","47.4%","18.4%","43.1%","79.9","2.8","5.3%","107.8","15.8%","18.6%","31.2%","19267"
"Keston Hiura","MIL","24","173","16","4","19","3",".168","7.1%","39.1%","21.6%","37.1%","41.2%","5.0%","5.6%","0.0%","5.7","34.7%","75.2%","51.9%","43.4%","61.2%","54.3%","42.5%","58.9%","23.7%","37.4%","29.3%","33.3%","15.2%","47.5%","37.4%","48.2%","90.7","16.3","15.2%","110.2","41.4%","13.6%","37.3%","20003"
"Kevin Newman","PIT","27","517","50","5","39","6",".226","4.9%","7.4%","19.7%","44.3%","36.0%","10.6%","6.7%","23.1%","4.5","30.6%","62.2%","44.4%","79.2%","94.7%","88.7%","43.7%","60.8%","5.0%","34.4%","41.4%","24.1%","18.8%","59.2%","22.1%","13.2%","85.3","9.9","1.6%","109.4","26.0%","20.5%","25.5%","17696"
"Joe Ross","WSN","28","32","1","0","3","0",".250","2.6%","35.9%","17.6%","58.8%","23.5%","0.0%","10.0%","0.0%","0.2","24.7%","58.2%","42.1%","77.8%","80.4%","79.7%","52.0%","71.8%","8.6%","26.1%","34.8%","39.1%","8.7%","73.9%","17.4%","38.5%","82.3","-1.5","0.0%","101.2","13.0%","23.0%","31.6%","12972"
"Garrett Richards","BOS","33","5","0","0","1","0",".200","0.0%","40.0%","0.0%","66.7%","33.3%","0.0%","0.0%","0.0%","0.1","33.3%","63.6%","47.8%","25.0%","71.4%","54.5%","47.8%","40.0%","21.7%","0.0%","66.7%","33.3%","33.3%","33.3%","33.3%","40.0%","89.7","0.6","0.0%","104.4","33.3%","17.4%","39.1%","9784"
"John Means","BAL","28","5","0","0","0","0",".200","0.0%","40.0%","0.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.1","50.0%","60.0%","58.3%","0.0%","66.7%","57.1%","83.3%","100.0%","25.0%","33.3%","66.7%","0.0%","0.0%","66.7%","33.3%","40.0%","102.7","22.7","33.3%","102.7","33.3%","33.3%","58.3%","16269"
"Matt Peacock","ARI","27","16","3","0","2","1",".250","5.9%","23.5%","18.2%","63.6%","18.2%","0.0%","0.0%","0.0%","6.6","56.0%","50.0%","52.7%","42.9%","80.0%","62.1%","54.5%","70.6%","20.0%","25.0%","66.7%","8.3%","16.7%","66.7%","16.7%","29.4%","79.4","-11.3","0.0%","102.9","25.0%","25.5%","45.5%","20339"
"Jarren Duran","BOS","24","107","17","2","10","2",".215","3.6%","35.7%","19.4%","49.3%","31.3%","14.3%","3.0%","0.0%","7.4","38.6%","70.9%","51.7%","54.1%","81.5%","69.4%","40.8%","59.8%","15.9%","33.8%","33.8%","32.4%","17.6%","42.6%","39.7%","41.1%","89.6","7.8","4.4%","108.2","39.7%","13.5%","29.4%","24617"
"David Dahl","TEX","27","205","19","4","18","2",".210","4.5%","26.8%","20.8%","47.7%","31.5%","10.6%","1.4%","0.0%","3.1","40.3%","70.6%","52.8%","64.6%","82.8%","74.7%","41.4%","63.2%","13.4%","38.0%","41.3%","20.7%","15.3%","52.7%","32.0%","33.2%","88.1","11.5","6.7%","108.9","36.7%","16.0%","29.4%","13744"
"Richie Martin","BAL","26","98","9","1","8","0",".235","3.8%","26.7%","16.4%","50.7%","32.8%","13.6%","5.9%","20.0%","2.3","34.3%","77.0%","54.6%","61.1%","81.6%","74.9%","47.6%","66.7%","13.7%","27.8%","31.9%","40.3%","19.4%","59.7%","20.8%","31.4%","85.8","8.3","0.0%","104.4","29.2%","14.0%","27.7%","17736"
"Alan Trejo","COL","25","46","7","1","3","0",".217","6.0%","30.0%","15.6%","46.9%","37.5%","8.3%","6.7%","0.0%","2.6","40.4%","70.3%","52.5%","70.5%","76.9%","74.0%","40.4%","48.0%","13.7%","34.4%","40.6%","25.0%","18.8%","53.1%","28.1%","38.0%","87.7","10.9","3.1%","103.9","40.6%","16.9%","30.6%","20056"
"Orlando Arcia","- - -","26","81","9","2","14","1",".198","7.9%","21.3%","15.9%","50.8%","33.3%","19.0%","6.3%","0.0%","3.8","36.3%","72.0%","52.4%","66.7%","87.6%","79.7%","45.2%","60.7%","10.7%","39.7%","44.4%","15.9%","17.5%","61.9%","20.6%","31.5%","88.2","8.9","3.2%","108.4","38.1%","13.5%","24.2%","13185"
"Joe Panik","- - -","30","236","17","3","18","2",".208","6.6%","13.2%","22.3%","45.0%","32.7%","15.2%","6.6%","50.0%","2.7","23.7%","68.3%","43.7%","82.6%","89.7%","87.6%","44.9%","60.3%","5.4%","33.3%","39.7%","27.0%","22.1%","55.4%","22.5%","21.0%","86.5","9.7","1.5%","107.4","25.5%","19.1%","24.5%","11936"
"Erik Gonzalez","PIT","29","220","17","2","21","2",".232","3.5%","17.5%","19.3%","61.9%","18.8%","5.9%","8.9%","0.0%","3.1","41.9%","78.8%","57.0%","58.0%","88.8%","75.4%","40.9%","70.3%","14.0%","33.7%","37.6%","28.7%","20.4%","57.5%","22.1%","21.8%","87.0","0.1","3.3%","109.8","31.5%","11.9%","25.9%","13369"
"Henry Ramos","ARI","29","50","5","1","8","0",".200","7.3%","21.8%","15.8%","50.0%","34.2%","15.4%","0.0%","0.0%","1.4","36.6%","77.9%","53.6%","62.2%","94.0%","81.3%","41.1%","63.6%","10.0%","35.9%","30.8%","33.3%","17.9%","53.8%","28.2%","30.9%","87.3","13.7","5.1%","109.5","30.8%","11.0%","21.1%","11481"
"Aramis Garcia","OAK","28","88","8","3","7","0",".205","1.1%","29.8%","15.0%","53.3%","31.7%","10.5%","12.5%","0.0%","1.5","35.6%","73.0%","52.4%","55.2%","85.6%","74.2%","44.7%","60.6%","13.5%","45.2%","32.3%","22.6%","11.3%","62.9%","25.8%","34.0%","88.5","9.7","4.8%","106.9","37.1%","15.0%","28.5%","16925"
"Luis Rengifo","LAA","24","174","22","6","18","1",".201","4.7%","20.0%","16.9%","47.8%","35.3%","12.5%","3.1%","0.0%","3.6","36.3%","70.2%","49.8%","66.7%","80.7%","74.5%","39.8%","61.1%","12.7%","36.9%","39.7%","23.4%","22.0%","48.9%","29.1%","27.9%","85.8","11.7","6.4%","108.9","27.0%","15.0%","27.7%","19858"
"Shogo Akiyama","CIN","33","162","16","0","12","2",".204","7.7%","21.9%","23.6%","56.9%","19.5%","8.3%","8.6%","0.0%","2.8","30.5%","64.0%","44.1%","72.3%","85.8%","80.2%","40.7%","57.4%","8.7%","26.6%","37.1%","36.3%","14.5%","59.7%","25.8%","29.5%","86.5","1.9","0.8%","108.0","31.2%","19.7%","28.4%","27461"
"Tylor Megill","NYM","25","28","1","0","0","0",".214","3.2%","54.8%","18.2%","72.7%","9.1%","0.0%","0.0%","0.0%","0.4","31.7%","59.7%","45.6%","45.0%","59.5%","54.4%","49.6%","64.5%","20.8%","23.1%","30.8%","46.2%","23.1%","61.5%","15.4%","58.1%","90.8","-8.3","0.0%","102.2","46.2%","20.8%","41.6%","21318"
"Jarrod Dyson","- - -","36","135","17","0","10","10",".207","6.7%","22.1%","24.0%","57.3%","18.8%","16.7%","7.3%","20.0%","8.1","30.7%","68.1%","48.3%","67.0%","84.4%","78.5%","47.0%","63.8%","10.4%","40.6%","38.7%","20.8%","21.7%","62.3%","16.0%","28.9%","83.5","4.1","0.9%","105.2","27.4%","17.3%","27.7%","4866"
"David Price","LAD","35","15","1","0","2","0",".267","0.0%","16.7%","7.7%","69.2%","23.1%","0.0%","11.1%","0.0%","1.1","28.0%","80.0%","54.0%","57.1%","85.0%","77.8%","50.0%","55.6%","12.0%","33.3%","33.3%","33.3%","33.3%","46.7%","20.0%","16.7%","84.4","-19.0","0.0%","105.0","33.3%","12.0%","24.0%","3184"
"Dexter Fowler","LAA","35","20","3","0","1","1",".250","4.8%","28.6%","14.3%","35.7%","50.0%","14.3%","0.0%","0.0%","6.4","36.8%","79.5%","58.4%","57.1%","77.4%","71.1%","50.6%","57.1%","16.9%","42.9%","21.4%","35.7%","21.4%","57.1%","21.4%","33.3%","86.7","23.8","0.0%","102.1","42.9%","11.7%","28.6%","4062"
"Steven Souza Jr.","LAD","32","33","2","1","3","0",".152","5.6%","38.9%","15.8%","36.8%","47.4%","0.0%","14.3%","0.0%","3.1","28.0%","61.5%","42.9%","47.8%","97.5%","79.4%","44.2%","61.1%","8.8%","42.1%","26.3%","31.6%","10.5%","57.9%","31.6%","47.2%","87.3","13.4","5.3%","105.8","31.6%","21.1%","29.9%","5667"
"Owen Miller","CLE","24","191","17","4","18","2",".204","4.5%","26.7%","20.3%","54.3%","25.4%","11.4%","6.7%","0.0%","3.5","36.3%","66.2%","48.9%","63.7%","85.7%","76.3%","42.3%","60.4%","11.6%","30.4%","38.4%","31.2%","13.8%","57.2%","29.0%","33.2%","86.4","6.0","5.8%","108.2","32.6%","18.0%","29.6%","24655"
"Jon Duplantier","ARI","26","2","0","0","0","0",".000","0.0%","66.7%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","50.0%","40.0%","45.5%","0.0%","0.0%","0.0%","45.5%","100.0%","45.5%","","","","","","","66.7%","","","","","","27.3%","72.7%","19546"
"Jake Cave","MIN","28","164","14","3","13","1",".189","5.6%","34.8%","29.7%","50.5%","19.8%","0.0%","3.9%","0.0%","3.7","25.5%","68.1%","45.3%","45.9%","82.5%","71.5%","46.6%","59.6%","12.9%","36.9%","35.9%","27.2%","14.6%","62.1%","23.3%","42.1%","87.0","8.4","5.8%","109.1","33.0%","17.5%","30.5%","14477"
"Eric Lauer","MIL","26","26","3","1","4","0",".154","8.1%","40.5%","10.0%","50.0%","40.0%","0.0%","0.0%","12.5%","1.6","24.2%","48.6%","36.8%","50.0%","76.5%","68.0%","51.5%","62.2%","11.8%","33.3%","22.2%","44.4%","0.0%","72.2%","27.8%","51.4%","91.3","13.3","5.6%","105.5","22.2%","25.7%","37.5%","19316"
"Brian Miller","MIA","25","11","1","0","0","0",".273","0.0%","27.3%","28.6%","42.9%","28.6%","0.0%","33.3%","100.0%","1.6","52.2%","77.3%","64.4%","83.3%","88.2%","86.2%","48.9%","72.7%","8.9%","75.0%","0.0%","25.0%","12.5%","75.0%","12.5%","27.3%","80.1","10.0","0.0%","103.8","12.5%","13.3%","22.2%","20047"
"Sam Haggerty","SEA","27","86","15","2","5","5",".186","6.4%","29.8%","17.5%","50.9%","31.6%","11.1%","6.9%","0.0%","6.5","30.9%","69.3%","47.7%","45.0%","87.5%","72.0%","43.6%","56.4%","13.4%","50.8%","23.7%","25.4%","15.3%","57.6%","27.1%","38.3%","87.5","7.6","5.1%","106.8","39.0%","17.2%","30.5%","18054"
"Magneuris Sierra","MIA","25","209","27","0","5","11",".230","6.7%","22.2%","21.9%","50.3%","27.7%","14.0%","5.1%","60.0%","7.1","36.0%","64.5%","49.1%","67.7%","89.0%","80.5%","45.9%","64.9%","9.6%","33.8%","33.8%","32.5%","30.0%","55.0%","15.0%","28.9%","82.3","7.7","0.0%","103.1","18.8%","17.8%","27.4%","17023"
"Bryan Holaday","ARI","33","31","2","0","1","0",".194","2.9%","44.1%","25.0%","37.5%","37.5%","33.3%","16.7%","0.0%","1.3","42.0%","72.1%","54.9%","47.1%","75.0%","62.8%","43.0%","52.9%","20.4%","43.8%","43.8%","12.5%","12.5%","50.0%","37.5%","47.1%","88.4","22.8","0.0%","100.9","25.0%","16.2%","36.6%","11287"
"Ka'ai Tom","- - -","27","108","10","2","12","1",".139","12.8%","27.1%","16.0%","46.7%","37.3%","7.1%","8.6%","0.0%","4.7","27.7%","68.0%","45.4%","49.4%","79.3%","69.1%","44.0%","61.7%","14.1%","41.3%","36.0%","22.7%","28.0%","48.0%","24.0%","41.4%","84.2","9.5","4.0%","109.1","29.3%","17.2%","31.2%","18136"
"Pat Valaika","BAL","28","259","17","5","25","1",".201","5.7%","27.0%","21.1%","30.3%","48.6%","11.1%","8.9%","0.0%","1.5","35.3%","75.6%","52.4%","61.6%","85.0%","75.9%","42.4%","65.5%","12.6%","32.1%","33.2%","34.8%","18.7%","53.5%","27.8%","34.5%","86.8","19.8","4.8%","109.7","32.6%","15.0%","27.6%","14885"
"Andrew Knizner","STL","26","161","18","1","9","0",".174","10.8%","21.1%","18.0%","51.6%","30.3%","13.5%","3.2%","0.0%","1.8","33.4%","67.4%","46.8%","65.7%","85.6%","77.0%","39.4%","62.2%","10.8%","30.3%","40.2%","29.5%","20.5%","52.5%","27.0%","32.4%","87.5","7.8","4.1%","108.0","36.9%","15.8%","26.6%","19514"
"Tim Locastro","- - -","28","139","15","2","7","5",".180","4.5%","21.2%","16.2%","42.9%","41.0%","14.0%","11.1%","50.0%","5.0","37.3%","54.3%","45.3%","72.3%","84.2%","79.1%","47.3%","64.1%","9.5%","37.4%","30.8%","31.8%","18.7%","58.9%","22.4%","26.9%","82.1","14.3","0.9%","107.1","16.8%","22.5%","32.0%","15124"
"Cody Bellinger","LAD","25","315","39","10","36","3",".165","8.9%","26.9%","21.5%","30.9%","47.5%","14.2%","7.2%","0.0%","5.0","35.2%","75.5%","51.3%","65.6%","77.1%","72.3%","40.0%","56.6%","14.2%","45.1%","32.6%","22.3%","13.8%","55.4%","30.8%","38.6%","89.3","22.2","7.1%","107.4","34.4%","12.7%","26.9%","15998"
"Austin Romine","CHC","32","60","5","1","5","0",".217","3.2%","35.5%","13.2%","52.6%","34.2%","7.7%","5.0%","0.0%","1.3","47.7%","66.3%","56.6%","47.2%","83.6%","67.5%","47.6%","71.0%","18.4%","28.9%","39.5%","31.6%","13.2%","60.5%","26.3%","40.3%","87.3","9.7","5.3%","111.8","34.2%","17.5%","35.8%","5491"
"Austin Wynns","BAL","30","130","14","4","14","1",".185","5.8%","22.3%","20.2%","45.5%","34.3%","17.6%","4.4%","0.0%","3.6","35.5%","56.3%","44.3%","66.1%","92.5%","80.3%","42.3%","61.9%","8.7%","43.0%","29.0%","28.0%","24.0%","49.0%","27.0%","30.9%","83.6","10.7","3.0%","105.8","27.0%","22.6%","31.3%","15271"
"Josh Palacios","TOR","25","35","7","0","4","0",".200","7.1%","26.2%","16.7%","54.2%","29.2%","0.0%","0.0%","50.0%","2.6","35.2%","65.3%","48.5%","56.3%","78.7%","69.6%","44.2%","45.2%","14.7%","42.3%","38.5%","19.2%","3.8%","65.4%","30.8%","33.3%","93.5","8.4","3.8%","104.4","42.3%","16.6%","31.3%","19818"
"Luke Raley","LAD","26","66","5","2","4","0",".182","2.8%","34.7%","17.5%","55.0%","27.5%","9.1%","9.1%","100.0%","1.1","32.2%","79.2%","53.9%","48.9%","74.7%","66.4%","46.1%","58.3%","18.1%","48.8%","36.6%","14.6%","17.1%","51.2%","31.7%","40.3%","90.3","3.9","12.2%","113.5","39.0%","13.3%","31.4%","19354"
"Tucupita Marcano","SDP","21","44","7","0","3","0",".182","12.0%","18.0%","14.3%","62.9%","22.9%","0.0%","4.5%","0.0%","3.5","22.8%","68.9%","41.0%","65.4%","92.2%","83.1%","39.4%","52.0%","6.9%","48.6%","20.0%","31.4%","20.0%","54.3%","25.7%","30.0%","85.1","-0.9","0.0%","104.4","31.4%","20.7%","27.7%","22871"
"Rio Ruiz","- - -","27","125","11","3","10","2",".168","8.5%","27.0%","15.7%","49.4%","34.8%","6.5%","2.3%","0.0%","3.7","34.8%","82.1%","54.4%","62.7%","79.2%","73.0%","41.4%","59.6%","14.6%","40.0%","32.2%","27.8%","13.3%","65.6%","21.1%","37.6%","86.8","9.9","4.4%","107.4","26.7%","10.6%","25.2%","14103"
"Cal Raleigh","SEA","24","139","6","2","13","0",".180","4.7%","35.1%","18.2%","36.4%","45.5%","15.0%","9.4%","0.0%","0.4","46.7%","81.1%","61.8%","61.7%","73.3%","68.4%","43.8%","66.9%","19.5%","50.0%","29.5%","20.5%","22.7%","55.7%","21.6%","41.2%","88.0","17.1","6.8%","113.1","35.2%","9.7%","29.2%","21534"
"Nathan Eovaldi","BOS","31","2","1","0","0","0",".000","33.3%","33.3%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","2.6","25.0%","33.3%","29.4%","100.0%","66.7%","80.0%","52.9%","66.7%","5.9%","0.0%","0.0%","100.0%","100.0%","0.0%","0.0%","66.7%","70.3","-37.5","0.0%","70.3","0.0%","29.4%","35.3%","9132"
"Corey Ray","MIL","26","2","1","0","0","0",".000","33.3%","33.3%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","2.6","40.0%","50.0%","43.8%","25.0%","66.7%","42.9%","37.5%","66.7%","25.0%","100.0%","0.0%","0.0%","0.0%","100.0%","0.0%","66.7%","86.5","5.1","0.0%","86.5","0.0%","18.8%","43.8%","19170"
