"Name","Team","Age","AB","R","HR","RBI","SB","AVG","BB%","K%","LD%","GB%","FB%","IFFB%","IFH%","BUH%","Spd","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","TTO%","EV","LA","Barrel%","maxEV","HardHit%","CStr%","CSW%","playerid"
"Casey Mize","DET","24","2","0","0","1","0",".000","33.3%","33.3%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.1","0.0%","20.0%","7.1%","","100.0%","100.0%","35.7%","","0.0%","0.0%","0.0%","100.0%","0.0%","100.0%","0.0%","66.7%","83.7","-32.3","0.0%","83.7","0.0%","35.7%","35.7%","20492"
"Aaron Ashby","MIL","23","2","0","0","0","0",".000","25.0%","50.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","0.0%","50.0%","29.4%","","40.0%","40.0%","58.8%","75.0%","17.6%","0.0%","0.0%","100.0%","0.0%","100.0%","0.0%","75.0%","","","0.0%","","0.0%","35.3%","52.9%","23550"
"Drew Ellis","ARI","25","69","10","1","5","0",".130","12.0%","32.5%","19.0%","33.3%","47.6%","5.0%","7.1%","0.0%","2.6","25.9%","67.5%","45.8%","58.3%","75.4%","70.4%","47.7%","57.8%","13.6%","45.2%","33.3%","21.4%","19.0%","57.1%","23.8%","45.8%","81.8","23.1","2.4%","102.8","26.2%","17.8%","31.4%","19873"
"Zack Short","DET","26","156","21","6","20","2",".141","12.0%","32.1%","16.5%","27.2%","56.3%","17.2%","3.6%","0.0%","4.2","22.8%","66.0%","41.7%","58.3%","82.3%","74.9%","43.7%","57.6%","10.5%","44.7%","30.1%","25.2%","20.4%","48.5%","31.1%","47.3%","87.5","24.3","4.9%","108.2","33.0%","20.0%","30.5%","19562"
"Alejo Lopez","CIN","25","23","3","0","0","0",".261","0.0%","21.7%","27.8%","61.1%","11.1%","0.0%","0.0%","0.0%","2.6","45.5%","86.8%","67.6%","60.0%","90.9%","81.3%","53.5%","78.3%","12.7%","44.4%","44.4%","11.1%","5.6%","72.2%","22.2%","21.7%","84.8","4.7","0.0%","96.6","16.7%","8.5%","21.1%","21127"
"Justin Williams","STL","25","119","10","4","11","0",".160","12.4%","33.6%","23.3%","53.4%","23.3%","0.0%","5.1%","0.0%","1.2","32.4%","62.3%","44.4%","49.5%","81.5%","67.4%","40.0%","58.4%","14.5%","34.2%","46.6%","19.2%","15.1%","47.9%","37.0%","48.9%","92.1","3.9","11.0%","115.0","52.1%","17.5%","31.9%","15490"
"Patrick Mazeika","NYM","27","79","6","1","6","0",".190","4.6%","20.7%","25.0%","43.3%","31.7%","21.1%","15.4%","0.0%","1.3","39.2%","64.6%","49.1%","67.9%","90.2%","79.4%","39.0%","63.2%","10.1%","45.2%","32.3%","22.6%","19.4%","53.2%","27.4%","26.4%","87.0","12.2","0.0%","102.2","21.0%","19.0%","29.1%","18142"
"Austin Hedges","CLE","28","286","32","10","31","1",".178","4.8%","27.9%","20.2%","34.3%","45.5%","13.3%","2.9%","0.0%","3.1","37.7%","73.9%","53.2%","58.0%","80.9%","71.6%","43.0%","63.5%","15.1%","44.0%","35.9%","20.1%","21.5%","56.0%","22.5%","35.9%","85.7","18.9","3.8%","110.0","29.7%","13.4%","28.5%","12976"
"Ben Rortvedt","MIN","23","89","8","3","7","0",".169","6.1%","29.6%","23.3%","40.0%","36.7%","4.5%","0.0%","0.0%","1.3","31.0%","66.2%","45.3%","52.1%","80.8%","69.1%","40.7%","57.1%","14.0%","32.3%","43.5%","24.2%","24.2%","50.0%","25.8%","38.8%","84.6","13.7","6.5%","111.4","29.0%","17.9%","31.9%","20287"
"Jack Lopez","BOS","28","13","2","0","0","0",".154","6.3%","37.5%","28.6%","28.6%","42.9%","0.0%","0.0%","0.0%","2.6","57.6%","78.6%","63.8%","47.4%","63.6%","53.3%","29.8%","75.0%","29.8%","22.2%","22.2%","55.6%","0.0%","77.8%","22.2%","43.8%","85.0","18.8","11.1%","101.4","11.1%","12.8%","42.6%","13663"
"Alex Jackson","- - -","25","131","13","3","12","0",".137","8.6%","48.3%","19.0%","34.5%","46.6%","14.8%","0.0%","0.0%","1.8","39.0%","71.1%","52.5%","38.1%","61.0%","51.1%","41.8%","59.6%","25.6%","51.7%","29.3%","19.0%","19.0%","44.8%","36.2%","58.9%","89.6","20.7","6.9%","114.3","41.4%","14.4%","40.0%","17276"
"Scott Heineman","CIN","28","30","5","2","3","0",".100","8.8%","44.1%","0.0%","40.0%","60.0%","11.1%","0.0%","0.0%","2.6","30.0%","66.1%","43.8%","29.6%","78.4%","57.8%","38.4%","55.9%","18.5%","26.7%","53.3%","20.0%","20.0%","66.7%","13.3%","58.8%","82.8","24.6","13.3%","103.2","20.0%","17.8%","36.3%","14453"
"Sandy Leon","MIA","32","202","15","4","14","0",".183","5.5%","29.5%","18.2%","38.0%","43.8%","11.7%","5.8%","0.0%","1.0","33.3%","60.9%","45.0%","64.2%","84.9%","76.1%","42.5%","57.3%","10.8%","44.3%","30.0%","25.7%","14.3%","55.7%","30.0%","36.8%","87.3","20.0","2.1%","106.0","26.4%","21.2%","32.0%","5273"
"Michael Perez","PIT","28","210","19","7","21","0",".143","8.2%","29.4%","14.3%","45.7%","40.0%","5.4%","3.1%","0.0%","2.8","32.1%","65.3%","45.9%","60.8%","86.3%","75.9%","41.7%","64.1%","11.1%","45.8%","39.4%","14.8%","19.0%","52.8%","28.2%","40.7%","85.7","10.2","6.3%","106.2","32.4%","16.6%","27.6%","12977"
"Luis Marte","MIA","27","6","2","0","0","0",".167","14.3%","28.6%","25.0%","25.0%","50.0%","50.0%","100.0%","0.0%","2.6","38.9%","60.0%","46.4%","71.4%","100.0%","84.6%","35.7%","57.1%","7.1%","0.0%","25.0%","75.0%","50.0%","50.0%","0.0%","42.9%","82.9","39.6","0.0%","88.8","0.0%","14.3%","21.4%","14515"
"Jackie Bradley Jr.","MIL","31","387","39","6","29","7",".163","6.5%","30.8%","19.1%","50.2%","30.7%","12.7%","3.1%","100.0%","6.0","31.4%","68.7%","47.7%","48.8%","78.7%","67.6%","43.8%","58.9%","15.5%","43.0%","37.2%","19.8%","15.1%","50.8%","34.1%","38.8%","89.7","9.6","5.0%","108.4","40.3%","16.9%","32.3%","12984"
"Chad Wallach","MIA","29","60","2","0","6","0",".200","4.5%","48.5%","20.0%","56.7%","23.3%","0.0%","0.0%","0.0%","2.9","36.0%","67.5%","48.6%","42.9%","73.4%","59.9%","40.1%","57.6%","19.5%","20.0%","36.7%","43.3%","26.7%","43.3%","30.0%","53.0%","84.9","8.1","3.3%","109.2","36.7%","17.1%","36.6%","17161"
"Andrew Romine","CHC","35","60","7","1","5","0",".183","6.3%","37.5%","31.4%","45.7%","22.9%","0.0%","18.8%","100.0%","3.1","38.4%","70.2%","52.1%","58.6%","85.0%","73.9%","43.0%","57.8%","13.6%","44.4%","36.1%","19.4%","13.9%","61.1%","25.0%","45.3%","80.5","7.1","0.0%","101.8","16.7%","12.8%","26.4%","1159"
"Franchy Cordero","BOS","26","127","12","1","9","1",".189","5.9%","37.5%","26.7%","45.3%","28.0%","14.3%","8.8%","0.0%","2.9","36.9%","74.4%","53.7%","44.5%","75.0%","63.4%","44.8%","59.6%","19.6%","35.1%","35.1%","29.9%","20.8%","53.2%","26.0%","44.1%","88.6","7.7","5.2%","118.6","40.3%","12.4%","32.0%","14567"
"Sebastian Rivero","KCR","22","40","1","0","3","0",".175","6.8%","34.1%","20.0%","44.0%","36.0%","11.1%","9.1%","0.0%","0.1","40.8%","72.7%","53.7%","62.5%","77.1%","70.5%","40.2%","65.9%","15.9%","56.0%","20.0%","24.0%","24.0%","48.0%","28.0%","40.9%","86.6","13.0","0.0%","105.4","24.0%","15.2%","31.1%","21735"
"Dylan Bundy","LAA","28","4","0","0","0","0",".250","0.0%","75.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.1","11.1%","64.3%","43.5%","100.0%","88.9%","90.0%","60.9%","25.0%","4.3%","100.0%","0.0%","0.0%","0.0%","100.0%","0.0%","75.0%","91.4","-25.1","0.0%","91.4","0.0%","26.1%","30.4%","12917"
"Jose De Leon","CIN","28","4","0","0","1","0",".250","0.0%","40.0%","50.0%","50.0%","0.0%","0.0%","0.0%","0.0%","0.1","41.7%","14.3%","31.6%","80.0%","0.0%","66.7%","36.8%","60.0%","10.5%","0.0%","0.0%","100.0%","0.0%","100.0%","0.0%","40.0%","85.7","6.7","0.0%","87.7","0.0%","21.1%","31.6%","15463"
"Lucas Giolito","CHW","26","4","0","0","0","0",".250","0.0%","75.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.1","28.6%","44.4%","37.5%","0.0%","50.0%","33.3%","56.3%","75.0%","25.0%","100.0%","0.0%","0.0%","0.0%","0.0%","100.0%","75.0%","105.6","0.0","0.0%","105.6","100.0%","31.3%","56.3%","15474"
"Zack Littell","SFG","25","4","0","0","0","0",".250","0.0%","75.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","40.0%","16.7%","31.3%","0.0%","100.0%","20.0%","37.5%","25.0%","25.0%","0.0%","0.0%","100.0%","0.0%","0.0%","100.0%","75.0%","97.2","7.0","0.0%","97.2","100.0%","31.3%","56.3%","15823"
"Braden Bishop","SEA","27","4","1","0","0","0",".250","0.0%","40.0%","0.0%","100.0%","0.0%","0.0%","0.0%","50.0%","2.6","50.0%","100.0%","68.8%","60.0%","66.7%","63.6%","37.5%","40.0%","25.0%","33.3%","66.7%","0.0%","0.0%","66.7%","33.3%","40.0%","105.3","1.1","0.0%","105.3","33.3%","6.3%","31.3%","17806"
"Jose Urquidy","HOU","26","4","0","0","0","0",".250","0.0%","75.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","36.4%","50.0%","42.1%","75.0%","100.0%","87.5%","42.1%","50.0%","5.3%","0.0%","0.0%","100.0%","0.0%","100.0%","0.0%","75.0%","90.7","7.2","0.0%","90.7","0.0%","31.6%","36.8%","18413"
"Patrick Sandoval","LAA","24","4","1","0","0","0",".250","0.0%","50.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","2.6","33.3%","25.0%","28.6%","50.0%","100.0%","75.0%","57.1%","100.0%","7.1%","50.0%","50.0%","0.0%","0.0%","100.0%","0.0%","50.0%","89.8","-32.8","0.0%","99.1","50.0%","28.6%","35.7%","19447"
"Luis Barrera","OAK","25","8","1","0","0","0",".250","0.0%","25.0%","33.3%","33.3%","33.3%","0.0%","0.0%","0.0%","2.6","28.6%","75.0%","50.0%","25.0%","100.0%","76.9%","46.2%","50.0%","11.5%","16.7%","16.7%","66.7%","0.0%","83.3%","16.7%","25.0%","89.0","10.7","0.0%","97.7","33.3%","19.2%","30.8%","19615"
"Corbin Martin","ARI","25","4","0","0","0","0",".250","0.0%","75.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","9.1%","66.7%","35.0%","0.0%","50.0%","42.9%","45.0%","50.0%","20.0%","0.0%","100.0%","0.0%","0.0%","0.0%","100.0%","75.0%","94.4","16.9","0.0%","94.4","0.0%","25.0%","45.0%","19884"
"Drew Rasmussen","- - -","25","4","0","0","0","0",".250","0.0%","25.0%","0.0%","66.7%","33.3%","0.0%","0.0%","0.0%","0.1","28.6%","54.5%","44.4%","100.0%","100.0%","100.0%","61.1%","75.0%","0.0%","0.0%","100.0%","0.0%","66.7%","0.0%","33.3%","25.0%","71.5","0.1","0.0%","104.8","33.3%","33.3%","33.3%","25385"
"Matt Joyce","PHI","36","55","6","2","7","0",".091","17.4%","23.2%","12.5%","47.5%","40.0%","12.5%","5.3%","0.0%","1.2","25.3%","68.9%","44.9%","55.3%","78.6%","71.3%","44.9%","55.1%","12.9%","60.0%","22.5%","17.5%","12.5%","52.5%","35.0%","43.5%","85.7","14.8","10.0%","105.7","27.5%","16.5%","29.4%","3353"
"Wyatt Mathisen","ARI","27","42","3","1","8","0",".119","9.8%","41.2%","27.3%","27.3%","45.5%","30.0%","16.7%","0.0%","0.9","33.6%","65.0%","46.2%","45.0%","73.1%","60.9%","40.2%","56.9%","18.1%","36.4%","36.4%","27.3%","36.4%","31.8%","31.8%","52.9%","86.8","23.7","4.5%","108.1","40.9%","19.1%","37.2%","14555"
"Jay Bruce","NYY","34","34","3","1","3","0",".118","12.8%","33.3%","20.0%","50.0%","30.0%","0.0%","0.0%","0.0%","1.1","30.1%","71.2%","48.2%","57.1%","75.0%","68.8%","44.0%","61.5%","15.1%","38.1%","57.1%","4.8%","19.0%","61.9%","19.0%","48.7%","84.0","8.5","0.0%","105.6","19.0%","15.1%","30.1%","9892"
"Madison Bumgarner","ARI","31","39","3","0","3","0",".103","17.3%","55.8%","27.3%","18.2%","54.5%","16.7%","0.0%","0.0%","1.0","25.0%","62.7%","40.9%","31.4%","56.3%","47.5%","42.1%","61.5%","21.5%","61.5%","15.4%","23.1%","7.7%","61.5%","30.8%","73.1%","87.2","24.7","7.7%","105.9","23.1%","18.6%","40.1%","5524"
"Chris Gittens","NYY","27","36","1","1","5","0",".111","15.9%","29.5%","16.7%","58.3%","25.0%","0.0%","0.0%","0.0%","0.1","25.2%","61.1%","39.3%","50.0%","75.0%","65.3%","39.3%","77.3%","13.7%","33.3%","45.8%","20.8%","29.2%","50.0%","20.8%","47.7%","86.3","-5.4","8.3%","118.0","41.7%","20.2%","33.9%","18482"
"Colton Welker","COL","23","37","7","0","2","0",".189","7.5%","27.5%","38.5%","19.2%","42.3%","9.1%","0.0%","0.0%","2.6","34.6%","63.6%","45.7%","56.8%","95.2%","77.2%","38.2%","60.0%","10.4%","26.9%","38.5%","34.6%","15.4%","46.2%","38.5%","35.0%","88.1","20.7","0.0%","105.3","38.5%","19.7%","30.1%","19961"
"Sheldon Neuse","LAD","26","65","6","3","4","1",".169","1.5%","39.4%","10.3%","43.6%","46.2%","5.6%","23.5%","0.0%","3.6","33.6%","74.4%","51.9%","52.1%","71.3%","64.4%","45.0%","60.6%","18.4%","28.2%","51.3%","20.5%","10.3%","61.5%","28.2%","45.5%","88.8","13.2","12.8%","108.7","41.0%","16.1%","34.5%","19635"
"Anthony Bemboom","LAA","31","27","2","0","2","0",".222","3.6%","35.7%","25.0%","56.3%","18.8%","0.0%","11.1%","0.0%","1.3","40.0%","61.0%","49.0%","50.0%","76.0%","63.8%","42.7%","78.6%","17.7%","47.1%","23.5%","29.4%","17.6%","70.6%","11.8%","39.3%","83.1","1.9","0.0%","100.1","11.8%","20.8%","38.5%","13854"
"Monte Harrison","MIA","25","10","0","0","0","0",".200","0.0%","27.3%","28.6%","57.1%","14.3%","0.0%","0.0%","0.0%","2.5","46.2%","70.0%","52.8%","66.7%","85.7%","73.7%","27.8%","90.9%","13.9%","25.0%","25.0%","50.0%","25.0%","62.5%","12.5%","27.3%","84.5","0.7","0.0%","106.4","37.5%","16.7%","30.6%","17216"
"Tony Wolters","CHC","29","24","3","0","0","0",".125","16.7%","40.0%","25.0%","50.0%","25.0%","0.0%","0.0%","0.0%","3.0","27.6%","44.9%","34.4%","57.1%","77.3%","67.4%","39.2%","43.3%","11.2%","30.8%","30.8%","38.5%","15.4%","84.6%","0.0%","56.7%","82.5","6.2","0.0%","100.0","15.4%","24.0%","35.2%","11470"
"Jonathan Davis","- - -","29","87","20","1","4","4",".126","11.7%","25.2%","17.7%","43.5%","38.7%","4.2%","7.4%","0.0%","5.9","20.5%","60.9%","36.5%","54.7%","87.4%","76.3%","39.6%","64.1%","8.7%","40.3%","32.3%","27.4%","17.7%","62.9%","19.4%","37.9%","85.1","7.7","6.5%","107.4","25.8%","23.0%","31.6%","15104"
"Wade Miley","CIN","34","54","9","0","3","0",".185","5.1%","22.0%","23.1%","56.4%","20.5%","12.5%","4.5%","0.0%","2.6","44.0%","77.8%","60.6%","51.4%","93.7%","78.0%","49.1%","67.8%","13.3%","25.6%","37.2%","37.2%","16.3%","65.1%","18.6%","27.1%","86.2","1.7","0.0%","104.8","25.6%","9.7%","23.0%","8779"
"Leody Taveras","TEX","22","174","14","3","9","10",".161","4.9%","32.4%","15.6%","52.3%","32.1%","8.6%","10.5%","16.7%","7.9","29.8%","68.5%","47.7%","66.7%","79.5%","75.1%","46.1%","70.8%","11.8%","36.5%","37.4%","26.1%","14.8%","51.3%","33.9%","38.9%","87.2","7.0","6.1%","109.5","35.7%","16.4%","28.2%","18900"
"Clayton Kershaw","LAD","33","36","2","0","3","0",".222","2.6%","28.2%","25.0%","62.5%","12.5%","0.0%","20.0%","0.0%","0.9","32.8%","65.6%","52.9%","80.0%","76.2%","77.1%","61.1%","69.2%","12.1%","25.9%","48.1%","25.9%","25.9%","63.0%","11.1%","30.8%","79.6","-8.3","0.0%","101.8","14.8%","22.9%","35.0%","2036"
"Jacob Wilson","- - -","30","20","3","0","1","0",".150","4.8%","14.3%","5.9%","58.8%","35.3%","50.0%","0.0%","0.0%","5.1","12.2%","69.4%","36.5%","83.3%","84.0%","83.9%","42.4%","61.9%","5.9%","35.3%","35.3%","29.4%","35.3%","35.3%","29.4%","19.0%","81.7","11.2","5.9%","104.4","35.3%","25.9%","31.8%","13254"
"Stuart Fairchild","ARI","25","15","3","0","2","0",".133","5.9%","17.6%","25.0%","41.7%","33.3%","25.0%","0.0%","0.0%","2.6","30.6%","76.0%","49.2%","45.5%","78.9%","66.7%","41.0%","47.1%","16.4%","58.3%","25.0%","16.7%","16.7%","58.3%","25.0%","23.5%","81.3","12.9","0.0%","106.0","16.7%","11.5%","27.9%","20321"
"Steven Brault","PIT","29","6","0","0","0","0",".167","0.0%","25.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.1","45.5%","69.2%","58.3%","60.0%","77.8%","71.4%","54.2%","75.0%","16.7%","16.7%","50.0%","33.3%","0.0%","100.0%","0.0%","25.0%","97.2","-11.1","0.0%","105.4","50.0%","12.5%","29.2%","15291"
"Mike Freeman","CIN","33","59","6","0","3","1",".186","7.7%","30.8%","23.7%","47.4%","28.9%","0.0%","5.6%","0.0%","3.4","34.3%","68.2%","49.0%","63.3%","74.7%","70.2%","43.5%","56.9%","14.6%","41.0%","25.6%","33.3%","20.5%","56.4%","23.1%","38.5%","80.1","11.1","0.0%","103.6","15.4%","17.4%","32.0%","11241"
"Jon Lester","- - -","37","48","3","1","3","0",".167","3.9%","47.1%","21.7%","52.2%","26.1%","16.7%","0.0%","0.0%","0.9","17.9%","58.8%","40.7%","35.3%","78.6%","70.1%","55.6%","64.7%","12.1%","28.0%","52.0%","20.0%","28.0%","40.0%","32.0%","52.9%","86.0","0.5","8.0%","107.6","40.0%","24.3%","36.4%","4930"
"Chance Sisco","- - -","26","74","5","0","4","0",".149","8.4%","25.3%","15.7%","51.0%","33.3%","11.8%","0.0%","0.0%","1.3","28.0%","73.0%","49.1%","63.8%","74.1%","71.0%","46.8%","65.1%","14.2%","37.7%","32.1%","30.2%","15.1%","67.9%","17.0%","33.7%","83.7","13.7","1.9%","100.5","9.4%","15.2%","29.4%","15694"
"Garrett Stubbs","HOU","28","34","2","0","3","0",".176","5.3%","18.4%","8.0%","56.0%","36.0%","44.4%","7.1%","25.0%","1.1","35.6%","63.6%","49.1%","47.6%","94.3%","76.8%","48.2%","68.4%","11.4%","55.2%","31.0%","13.8%","27.6%","51.7%","20.7%","23.7%","84.8","13.9","0.0%","102.1","24.1%","17.5%","28.9%","18067"
"Tony Gonsolin","LAD","27","17","2","0","0","0",".176","5.3%","42.1%","0.0%","77.8%","22.2%","0.0%","28.6%","0.0%","2.6","31.7%","61.8%","45.3%","38.5%","76.2%","61.8%","45.3%","73.7%","17.3%","40.0%","40.0%","20.0%","30.0%","50.0%","20.0%","47.4%","82.4","-21.4","0.0%","103.2","20.0%","18.7%","36.0%","19388"
"Wilfredo Tovar","NYM","29","11","0","0","1","0",".182","8.3%","33.3%","14.3%","57.1%","28.6%","0.0%","25.0%","0.0%","0.1","38.5%","63.6%","50.0%","50.0%","85.7%","70.8%","45.8%","75.0%","14.6%","57.1%","28.6%","14.3%","57.1%","42.9%","0.0%","41.7%","69.7","-14.4","0.0%","92.6","0.0%","18.8%","33.3%","10416"
"Mark Payton","CIN","29","22","2","0","0","0",".182","8.3%","29.2%","26.7%","40.0%","33.3%","0.0%","0.0%","0.0%","1.6","27.8%","67.6%","44.0%","53.3%","80.0%","70.0%","40.7%","62.5%","13.2%","33.3%","53.3%","13.3%","6.7%","66.7%","26.7%","37.5%","85.1","12.4","0.0%","101.8","33.3%","17.6%","30.8%","16042"
"JaCoby Jones","DET","29","100","9","2","9","2",".170","4.8%","40.0%","25.9%","46.6%","27.6%","0.0%","11.1%","0.0%","3.7","42.5%","64.6%","52.3%","59.6%","71.7%","66.2%","44.2%","63.8%","17.7%","39.7%","29.3%","31.0%","6.9%","70.7%","22.4%","46.7%","89.4","10.3","8.6%","107.3","36.2%","17.2%","34.8%","14818"
"Zac Gallen","ARI","25","32","2","0","3","0",".188","2.4%","42.9%","45.5%","45.5%","9.1%","100.0%","20.0%","8.3%","1.3","21.9%","47.3%","35.5%","35.7%","80.0%","67.3%","53.6%","81.0%","11.6%","13.0%","39.1%","47.8%","8.7%","78.3%","13.0%","45.2%","96.2","3.7","0.0%","104.8","34.8%","32.6%","44.2%","19291"
"Dustin Fowler","PIT","26","41","3","0","2","1",".171","6.5%","43.5%","18.2%","40.9%","40.9%","33.3%","22.2%","0.0%","4.4","35.2%","58.8%","46.6%","43.8%","80.0%","65.9%","48.3%","52.2%","15.9%","40.9%","31.8%","27.3%","18.2%","50.0%","31.8%","50.0%","89.5","20.1","0.0%","107.8","31.8%","19.9%","35.8%","17098"
"Gilberto Celestino","MIN","22","59","7","2","3","0",".136","4.8%","22.6%","15.6%","46.7%","37.8%","17.6%","4.8%","0.0%","2.6","30.1%","66.7%","46.0%","72.5%","85.3%","80.6%","43.4%","66.1%","8.9%","35.6%","35.6%","28.9%","26.7%","48.9%","24.4%","30.6%","87.2","5.4","6.7%","111.4","31.1%","19.6%","28.5%","20233"
"Julio Urias","LAD","24","59","5","0","9","0",".203","0.0%","31.4%","13.9%","58.3%","27.8%","30.0%","14.3%","0.0%","2.1","48.8%","63.1%","55.3%","63.3%","86.2%","75.2%","45.6%","81.4%","13.7%","38.3%","31.9%","29.8%","14.9%","59.6%","25.5%","31.4%","86.8","8.4","2.1%","104.4","25.5%","18.6%","32.3%","14765"
"Matt Adams","COL","32","36","3","0","2","0",".167","10.0%","22.5%","11.1%","51.9%","37.0%","20.0%","7.1%","0.0%","1.4","41.6%","81.6%","55.8%","67.6%","90.0%","79.2%","35.5%","57.5%","11.6%","33.3%","40.7%","25.9%","22.2%","55.6%","22.2%","32.5%","82.2","10.5","3.7%","102.0","29.6%","11.6%","23.2%","9393"
"Evan White","SEA","25","97","8","2","9","0",".144","5.8%","29.8%","16.7%","42.4%","40.9%","25.9%","0.0%","0.0%","1.6","28.9%","72.4%","48.2%","59.1%","82.4%","74.6%","44.3%","67.3%","12.2%","42.4%","31.8%","25.8%","27.3%","45.5%","27.3%","37.5%","85.2","19.6","4.5%","110.7","28.8%","16.9%","29.1%","20078"
"Aaron Nola","PHI","28","49","5","0","4","0",".143","9.5%","46.0%","22.2%","61.1%","16.7%","0.0%","0.0%","0.0%","1.9","12.8%","39.8%","26.5%","43.8%","96.1%","83.6%","50.6%","68.3%","4.3%","14.3%","32.1%","53.6%","14.3%","71.4%","14.3%","55.6%","85.8","-4.0","0.0%","100.8","10.7%","30.8%","35.2%","16149"
"Jared Oliva","PIT","25","40","4","0","2","2",".175","7.0%","23.3%","13.3%","60.0%","26.7%","25.0%","11.1%","0.0%","6.1","41.0%","73.9%","55.9%","47.1%","86.3%","70.6%","45.4%","65.1%","16.4%","33.3%","36.7%","30.0%","30.0%","50.0%","20.0%","30.2%","82.0","4.0","0.0%","103.7","20.0%","15.1%","31.6%","19968"
"Andrew Knapp","PHI","29","145","13","2","11","0",".152","6.3%","38.4%","19.0%","41.8%","39.2%","6.5%","6.1%","57.1%","1.8","42.0%","75.6%","56.2%","52.7%","75.3%","65.5%","42.3%","62.9%","19.4%","40.7%","32.6%","26.7%","16.3%","53.5%","30.2%","45.9%","86.2","13.1","3.5%","111.6","30.2%","12.8%","32.1%","14942"
"Matt Thaiss","LAA","26","7","1","0","0","0",".143","12.5%","12.5%","33.3%","33.3%","33.3%","50.0%","0.0%","0.0%","2.6","21.4%","76.9%","48.1%","33.3%","100.0%","84.6%","48.1%","62.5%","7.4%","66.7%","33.3%","0.0%","16.7%","66.7%","16.7%","25.0%","86.2","19.9","0.0%","110.0","16.7%","11.1%","18.5%","19318"
"Kevan Smith","- - -","33","95","8","0","3","0",".168","9.4%","29.2%","17.2%","56.3%","26.6%","0.0%","2.8%","0.0%","1.4","39.4%","68.0%","50.2%","66.7%","84.6%","75.9%","37.9%","58.5%","12.1%","48.4%","35.9%","15.6%","14.1%","54.7%","31.3%","38.7%","87.5","5.7","1.5%","108.9","33.8%","17.6%","29.7%","12284"
"Trevor Williams","- - -","29","25","1","0","1","0",".200","3.6%","32.1%","6.3%","81.3%","12.5%","0.0%","7.7%","0.0%","0.6","19.3%","48.1%","33.0%","63.6%","92.0%","83.3%","47.7%","57.1%","5.5%","22.2%","44.4%","33.3%","22.2%","72.2%","5.6%","35.7%","82.8","-14.6","0.0%","99.5","22.2%","33.9%","39.4%","16977"
"Kyle Freeland","COL","28","33","3","0","4","0",".182","5.0%","42.5%","25.0%","25.0%","50.0%","0.0%","0.0%","22.2%","1.9","28.6%","62.1%","46.7%","37.5%","68.3%","59.6%","54.1%","82.5%","18.9%","38.1%","33.3%","28.6%","9.5%","76.2%","14.3%","47.5%","86.9","15.6","0.0%","105.2","14.3%","22.1%","41.0%","16256"
"Robel Garcia","HOU","28","106","8","1","8","0",".151","6.8%","35.9%","16.9%","44.6%","38.5%","4.0%","3.4%","0.0%","1.4","30.9%","65.3%","45.8%","40.5%","71.1%","59.4%","43.4%","65.8%","18.5%","48.5%","31.8%","19.7%","21.2%","53.0%","25.8%","43.6%","86.5","14.3","1.5%","107.8","33.3%","18.5%","37.1%","13167"
"Jose Godoy","SEA","26","37","2","0","3","0",".162","7.5%","35.0%","13.0%","47.8%","39.1%","0.0%","0.0%","0.0%","0.9","25.0%","58.3%","39.3%","58.3%","83.3%","74.2%","42.9%","50.0%","10.1%","39.1%","39.1%","21.7%","17.4%","65.2%","17.4%","42.5%","86.2","5.7","4.3%","106.1","34.8%","21.4%","31.5%","15808"
"Ildemaro Vargas","- - -","29","77","7","0","7","1",".156","7.2%","20.5%","20.0%","55.0%","25.0%","13.3%","12.1%","0.0%","6.4","36.6%","63.4%","48.2%","68.3%","89.2%","80.1%","43.2%","65.1%","9.6%","35.0%","46.7%","18.3%","28.3%","38.3%","33.3%","27.7%","84.6","2.8","1.7%","105.0","28.3%","21.1%","30.7%","13324"
"Logan Webb","SFG","24","46","7","1","7","0",".130","3.8%","39.6%","8.3%","41.7%","50.0%","8.3%","0.0%","0.0%","5.1","48.4%","54.9%","51.4%","43.5%","82.2%","62.6%","46.3%","69.8%","19.2%","26.7%","40.0%","33.3%","6.7%","70.0%","23.3%","45.3%","88.3","14.1","13.3%","109.0","26.7%","20.3%","39.5%","17995"
