"Name","Team","Age","W","SO","ERA","WHIP","K/9","BB/9","H/9","HR/9","BABIP","LOB%","LD%","GB%","FB%","IFFB%","IFH%","BUH%","Start-IP","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","K%","BB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","TTO%","EV","LA","Barrel%","HardHit%","maxEV","CStr%","CSW%","IP","playerid"
"Brent Suter","MIL","27","3","54","3.45","1.22","6.91","2.05","8.96","1.02",".294","77.8%","23.1%","46.3%","30.6%","12.1%","4.0%","0.0%","70.1","70.0%","85.7","12.3%","75.1","","","6.3%","73.0","11.4%","80.1","","","","","0.4%","","29.6%","66.1%","48.4%","67.5%","86.6%","81.0%","51.5%","66.6%","9.2%","18.6%","5.5%","36.1%","39.3%","24.7%","25.1%","46.6%","28.3%","26.9%","84.2","10.5","5.0%","24.7%","113.0","19.2%","28.4%","70.1","13942"
"Taijuan Walker","ARI","24","9","146","3.49","1.33","8.35","3.49","8.47","0.97",".290","73.1%","18.3%","48.9%","32.8%","6.6%","7.1%","42.9%","157.1","59.1%","93.8","14.7%","86.5","","","12.5%","75.7","13.7%","88.3","","","","","0.7%","","27.4%","65.5%","44.7%","67.3%","87.2%","80.6%","45.4%","58.6%","8.7%","21.3%","8.9%","35.1%","34.9%","30.0%","15.0%","52.0%","33.0%","32.7%","88.7","9.6","4.9%","35.0%","116.7","17.7%","26.4%","157.1","11836"
"Jimmy Nelson","MIL","28","12","199","3.49","1.25","10.21","2.46","8.78","0.82",".340","74.4%","22.4%","50.3%","27.3%","7.9%","7.3%","14.3%","175.1","61.3%","93.9","16.1%","88.4","","","20.1%","84.5","2.6%","87.4","","","","","0.1%","","31.8%","65.9%","48.2%","59.2%","85.4%","76.4%","48.2%","61.1%","11.4%","27.3%","6.6%","35.8%","36.4%","27.8%","22.2%","46.0%","31.8%","36.1%","85.9","5.9","4.0%","31.6%","116.1","18.3%","29.7%","175.1","10547"
"Jake Arrieta","CHC","31","14","163","3.53","1.22","8.71","2.94","8.02","1.23",".279","72.8%","20.5%","45.1%","34.4%","7.9%","7.4%","0.0%","168.1","63.9%","92.1","","","14.1%","87.8","14.2%","78.7","7.8%","87.2","","","","","0.3%","","27.9%","60.9%","43.7%","67.0%","86.6%","80.1%","47.8%","58.0%","8.7%","23.1%","7.8%","40.5%","35.7%","23.8%","20.0%","50.5%","29.4%","34.1%","87.5","10.7","5.4%","33.4%","112.3","18.6%","27.3%","168.1","4153"
"J.A. Happ","TOR","34","10","142","3.53","1.31","8.79","2.85","8.98","1.11",".302","76.6%","19.4%","46.9%","33.7%","8.2%","11.8%","80.0%","145.1","70.2%","91.8","12.4%","86.0","","","5.3%","76.9","12.1%","86.5","","","","","0.1%","","32.6%","68.6%","47.6%","72.7%","85.1%","80.1%","41.6%","62.0%","9.4%","22.7%","7.3%","37.2%","32.6%","30.1%","20.3%","53.0%","26.7%","32.9%","85.9","9.0","4.1%","31.1%","118.4","15.9%","25.4%","145.1","7410"
"Jacob deGrom","NYM","29","15","239","3.53","1.19","10.68","2.64","8.05","1.25",".305","76.3%","21.1%","45.3%","33.7%","9.8%","7.3%","20.0%","201.1","55.4%","95.2","22.7%","89.3","","","9.5%","81.2","12.4%","87.7","","","","","0.5%","","32.5%","68.4%","49.3%","60.9%","79.7%","73.1%","46.8%","64.2%","13.3%","28.9%","7.1%","35.1%","33.8%","31.1%","21.3%","46.9%","31.9%","39.4%","86.3","10.7","5.1%","28.7%","113.6","17.4%","30.7%","201.1","10954"
"Aaron Nola","PHI","24","12","184","3.54","1.21","9.86","2.63","8.25","0.96",".309","76.8%","19.1%","49.8%","31.1%","6.3%","5.3%","0.0%","168.0","53.5%","92.0","","","","","30.8%","77.5","15.6%","83.9","","","","","0.3%","","29.3%","60.8%","44.5%","59.3%","84.1%","75.6%","48.2%","64.4%","10.8%","26.6%","7.1%","40.2%","36.0%","23.8%","21.6%","48.7%","29.7%","36.2%","85.7","9.0","4.4%","30.8%","115.3","20.5%","31.4%","168.0","16149"
"Sonny Gray","- - -","27","10","153","3.55","1.21","8.48","3.16","7.71","1.05",".269","69.6%","19.7%","52.8%","27.5%","5.6%","6.2%","42.9%","162.1","55.1%","93.0","16.1%","85.3","","","13.9%","81.1","14.9%","90.1","","","","","0.1%","","31.6%","66.8%","46.2%","55.8%","86.5%","74.2%","41.6%","61.7%","11.9%","22.6%","8.4%","43.9%","35.1%","21.1%","16.8%","55.3%","28.0%","33.8%","87.4","5.4","6.0%","38.3%","115.5","15.4%","27.3%","162.1","12768"
"Collin McHugh","HOU","30","5","62","3.55","1.29","8.81","2.84","8.81","0.99",".311","77.7%","22.2%","32.8%","45.0%","3.7%","8.5%","0.0%","63.1","50.8%","90.2","17.2%","80.3","10.3%","86.4","20.2%","74.0","1.5%","84.5","","","","","","","29.4%","69.7%","47.1%","61.8%","80.1%","73.7%","44.0%","62.7%","12.4%","22.9%","7.4%","33.0%","39.0%","28.0%","9.9%","61.5%","28.6%","32.8%","88.1","17.7","4.9%","34.2%","113.0","15.8%","28.2%","63.1","7531"
"Charlie Morton","HOU","33","14","163","3.62","1.19","10.00","3.07","7.67","0.86",".294","73.0%","19.2%","51.8%","29.0%","9.8%","10.5%","75.0%","146.2","54.3%","95.0","","","11.2%","87.9","28.4%","80.5","6.2%","86.3","","","","","0.3%","","29.4%","62.4%","44.5%","61.1%","83.6%","75.5%","45.8%","61.1%","10.9%","26.4%","8.1%","41.5%","35.4%","23.1%","22.1%","51.0%","26.9%","36.8%","85.4","7.0","4.3%","30.2%","112.8","18.9%","29.7%","146.2","4676"
"Carlos Martinez","STL","25","12","217","3.64","1.22","9.53","3.12","7.86","1.19",".284","74.9%","18.8%","51.3%","29.9%","8.5%","8.1%","33.3%","205.0","56.3%","95.6","26.8%","85.2","","","0.7%","80.3","16.2%","87.7","","","","","0.3%","","28.8%","65.2%","46.3%","58.1%","86.2%","77.2%","48.1%","59.1%","10.6%","25.3%","8.3%","38.0%","37.1%","25.0%","19.4%","48.5%","32.1%","36.7%","87.0","8.1","4.3%","33.1%","113.7","18.6%","29.2%","205.0","11682"
"Alex Cobb","TBR","29","12","128","3.66","1.22","6.42","2.21","8.78","1.10",".282","75.7%","22.0%","47.8%","30.2%","7.1%","5.2%","20.0%","179.1","51.5%","91.7","","","","","34.1%","80.6","14.4%","85.6","","","","","0.3%","","28.7%","62.1%","44.0%","73.4%","91.0%","84.8%","45.8%","58.8%","6.7%","17.3%","5.9%","43.6%","34.6%","21.8%","14.9%","48.2%","36.9%","26.1%","88.2","9.3","5.5%","35.1%","117.2","19.6%","26.3%","179.1","6562"
"Jon Gray","COL","25","10","112","3.67","1.30","9.14","2.45","9.22","0.82",".336","74.8%","22.5%","48.9%","28.6%","11.1%","5.8%","0.0%","110.1","57.2%","96.0","27.7%","89.7","","","13.8%","80.2","1.3%","87.1","","","","","0.1%","","28.0%","60.5%","44.0%","59.0%","90.1%","80.0%","49.2%","61.6%","8.8%","24.3%","6.5%","40.7%","33.8%","25.6%","22.7%","48.9%","28.4%","33.0%","85.5","7.4","3.8%","31.9%","115.5","20.4%","29.2%","110.1","14916"
"CC Sabathia","NYY","36","14","120","3.69","1.27","7.26","3.03","8.41","1.27",".276","79.0%","22.2%","49.9%","27.9%","7.4%","6.4%","63.6%","148.2","23.5%","90.9","31.1%","79.6","30.0%","89.9","","","15.3%","83.9","","","","","0.0%","","31.3%","66.6%","45.9%","70.6%","87.5%","80.7%","41.5%","61.3%","8.8%","19.3%","8.0%","41.5%","38.2%","20.3%","24.1%","48.7%","27.2%","30.7%","85.0","7.3","4.0%","29.0%","118.5","17.4%","26.2%","148.2","404"
"Alex Meyer","LAA","27","4","75","3.74","1.34","10.02","5.61","6.42","0.80",".255","74.8%","22.4%","46.5%","31.2%","11.3%","7.6%","0.0%","67.1","58.3%","95.7","","","","","39.9%","85.1","1.9%","90.3","","","","","","","25.8%","58.2%","39.6%","51.4%","85.9%","73.0%","42.6%","52.7%","10.7%","25.7%","14.4%","40.9%","35.1%","24.0%","19.3%","47.4%","33.3%","42.1%","86.9","10.1","5.3%","29.8%","113.6","19.2%","29.9%","67.1","12833"
"Parker Bridwell","LAA","25","10","72","3.76","1.18","5.52","2.30","8.28","1.46",".253","78.9%","20.7%","37.8%","41.6%","13.1%","2.2%","0.0%","117.1","43.7%","92.4","20.5%","79.5","26.0%","90.1","","","9.9%","84.4","","","","","","","30.2%","68.1%","47.3%","64.5%","88.9%","80.4%","45.1%","63.5%","9.3%","15.1%","6.3%","38.8%","34.5%","26.7%","15.9%","50.7%","33.4%","25.4%","88.3","17.5","4.9%","36.1%","111.2","16.6%","25.8%","117.1","11502"
"Danny Duffy","KCR","28","9","130","3.81","1.26","8.00","2.52","8.79","0.80",".309","71.3%","19.9%","39.5%","40.7%","12.2%","4.8%","20.0%","146.1","47.4%","92.8","29.4%","83.0","","","0.5%","72.7","22.7%","83.6","","","","","","","30.6%","69.4%","50.2%","57.4%","85.9%","77.4%","50.7%","64.7%","11.4%","21.3%","6.7%","39.3%","34.2%","26.6%","17.8%","52.4%","29.8%","30.2%","87.0","16.0","4.8%","30.6%","114.6","16.2%","27.6%","146.1","3542"
"David Price","BOS","31","5","63","3.82","1.27","8.59","3.00","8.45","1.09",".287","75.5%","20.9%","40.8%","38.3%","13.3%","7.5%","0.0%","66.0","58.7%","94.2","","","20.7%","88.5","6.5%","79.3","14.0%","85.7","","","","","","","33.9%","71.1%","49.7%","61.1%","87.4%","77.1%","42.5%","67.0%","11.4%","22.1%","7.7%","40.3%","32.7%","27.0%","20.9%","45.9%","33.2%","32.6%","86.6","12.7","6.6%","33.2%","110.9","14.8%","26.2%","66.0","3184"
"Michael Fulmer","DET","24","10","114","3.83","1.15","6.23","2.19","8.20","0.71",".273","65.6%","21.9%","49.2%","28.9%","10.2%","6.4%","50.0%","164.2","59.3%","95.8","21.3%","89.4","","","0.5%","78.6","18.9%","87.8","","","","","0.3%","","32.1%","70.0%","49.3%","66.6%","88.9%","81.0%","45.4%","61.4%","9.4%","16.9%","5.9%","38.7%","36.0%","25.3%","18.1%","51.9%","30.0%","24.7%","86.1","9.4","3.9%","29.2%","115.8","14.8%","24.2%","164.2","13218"
"Brandon McCarthy","LAD","33","6","66","3.84","1.23","6.85","2.60","8.52","0.52",".297","68.9%","23.6%","42.6%","33.7%","20.7%","4.5%","16.7%","86.2","44.4%","93.2","","","31.4%","91.4","21.4%","80.2","2.8%","88.7","","","","","","","34.0%","60.7%","45.9%","73.9%","87.4%","81.9%","44.7%","64.8%","8.3%","18.4%","7.0%","35.6%","36.7%","27.7%","23.1%","48.9%","28.0%","26.8%","85.0","13.3","0.8%","22.0%","115.7","19.6%","27.9%","86.2","4662"
"A.J. Cole","WSN","25","3","41","3.86","1.56","8.32","4.87","9.14","1.42",".309","83.6%","16.7%","45.2%","38.1%","6.3%","8.8%","0.0%","44.1","55.8%","93.0","22.9%","84.8","","","14.7%","79.3","6.6%","86.2","","","","","","","29.6%","63.5%","43.8%","63.0%","86.4%","77.3%","42.0%","61.6%","10.0%","20.7%","12.1%","34.6%","34.6%","30.8%","16.2%","47.7%","36.2%","36.4%","88.0","13.9","4.6%","35.4%","113.8","17.2%","27.1%","44.1","11467"
"Eddie Butler","CHC","26","4","29","3.86","1.44","5.08","4.73","8.24","0.53",".272","75.2%","22.2%","44.4%","33.3%","13.0%","4.2%","33.3%","51.1","65.4%","93.2","8.6%","91.2","","","15.8%","81.1","10.3%","87.5","","","","","0.9%","","28.0%","69.4%","46.3%","70.8%","91.4%","84.4%","44.1%","60.1%","7.2%","13.0%","12.1%","46.7%","33.3%","20.0%","20.6%","47.3%","32.1%","26.5%","87.1","10.1","6.1%","32.7%","112.5","14.4%","21.6%","51.1","13453"
"Yu Darvish","- - -","30","10","209","3.86","1.16","10.08","2.80","7.67","1.30",".283","75.6%","22.4%","40.7%","36.8%","8.4%","5.6%","14.3%","186.2","51.8%","94.2","24.6%","82.6","15.4%","88.8","6.1%","73.3","2.1%","88.1","0.1%","90.0","","","0.1%","","30.3%","65.1%","46.8%","56.2%","82.8%","73.7%","47.4%","58.9%","12.3%","27.3%","7.6%","39.8%","35.9%","24.3%","20.5%","46.5%","33.1%","38.4%","86.2","13.2","5.7%","31.4%","112.2","17.6%","29.9%","186.2","13074"
"Aaron Wilkerson","MIL","28","1","5","3.86","0.75","4.82","0.96","5.79","0.96",".185","53.6%","14.3%","46.4%","39.3%","0.0%","0.0%","0.0%","9.1","53.2%","89.5","18.3%","83.0","","","20.6%","75.0","7.9%","83.2","","","","","","","23.8%","60.3%","42.1%","60.0%","92.1%","83.0%","50.0%","67.6%","7.1%","14.7%","2.9%","60.7%","17.9%","21.4%","14.3%","64.3%","21.4%","20.6%","81.2","9.0","7.1%","25.0%","102.3","20.6%","27.8%","9.1","16904"
"Dietrich Enns","MIN","26","0","0","3.86","2.57","0.00","3.86","19.29","3.86",".333","87.0%","15.4%","46.2%","38.5%","0.0%","16.7%","0.0%","2.1","62.3%","89.5","24.5%","79.9","","","","","13.2%","81.0","","","","","","","35.7%","72.0%","52.8%","90.0%","88.9%","89.3%","47.2%","92.9%","5.7%","0.0%","7.1%","53.8%","23.1%","23.1%","7.7%","53.8%","38.5%","14.3%","89.9","7.5","7.7%","38.5%","109.4","17.0%","22.6%","2.1","13932"
"Jordan Montgomery","NYY","24","9","144","3.88","1.23","8.34","2.95","8.11","1.22",".275","73.8%","17.8%","40.7%","41.6%","6.4%","8.7%","33.3%","155.1","41.9%","92.0","12.7%","85.9","","","26.1%","80.5","19.3%","84.4","","","","","","","33.2%","65.5%","46.9%","55.9%","86.3%","73.9%","42.3%","59.9%","12.2%","22.2%","7.9%","42.2%","33.1%","24.7%","17.9%","55.6%","26.5%","33.3%","87.0","13.6","6.0%","31.8%","113.8","16.9%","29.1%","155.1","16511"
"Hyun-Jin Ryu","LAD","30","5","114","3.89","1.39","8.36","3.23","9.24","1.61",".303","81.0%","23.2%","44.0%","32.8%","8.5%","7.0%","37.5%","122.2","37.2%","90.3","4.2%","78.1","17.8%","86.6","15.5%","71.6","25.3%","80.9","","","","","0.5%","","31.0%","64.7%","44.2%","61.7%","84.8%","74.9%","39.0%","60.3%","11.1%","21.6%","8.3%","43.6%","33.2%","23.3%","18.1%","44.9%","37.0%","34.2%","87.8","10.7","6.8%","32.3%","113.9","18.2%","29.3%","122.2","14444"
"Jhoulys Chacin","SDP","29","13","153","3.89","1.27","7.64","3.59","7.84","0.95",".272","74.4%","18.6%","49.1%","32.3%","12.0%","4.7%","11.1%","180.1","54.1%","91.4","34.8%","80.2","0.5%","89.4","4.7%","76.1","5.9%","83.5","","","","","0.4%","","25.4%","61.2%","41.9%","63.8%","89.6%","81.1%","46.0%","58.7%","7.9%","20.0%","9.4%","37.6%","36.7%","25.7%","20.2%","51.3%","28.5%","31.9%","86.3","9.8","5.3%","28.3%","112.8","20.2%","28.1%","180.1","2608"
"Zach Davies","MIL","24","17","124","3.90","1.35","5.83","2.59","9.60","0.94",".302","74.2%","22.6%","50.2%","27.2%","8.4%","7.8%","26.7%","191.1","57.8%","89.7","","","12.9%","86.4","15.4%","73.5","14.0%","79.4","","","","","0.3%","","26.7%","63.5%","42.8%","71.6%","89.5%","83.2%","43.7%","57.3%","7.2%","15.2%","6.7%","38.3%","36.1%","25.6%","19.9%","51.4%","28.8%","24.4%","86.2","7.3","3.8%","30.7%","111.1","19.1%","26.3%","191.1","13183"
"Mike Leake","- - -","29","10","130","3.92","1.28","6.29","1.79","9.73","0.97",".309","70.3%","21.8%","53.7%","24.5%","6.8%","4.3%","0.0%","186.0","46.1%","90.1","13.6%","80.9","22.4%","88.9","6.7%","78.3","11.1%","84.2","","","","","0.5%","","31.2%","66.9%","48.0%","68.3%","89.9%","82.4%","46.8%","63.3%","8.4%","16.6%","4.7%","46.0%","35.0%","19.0%","15.8%","51.5%","32.7%","23.9%","87.6","6.1","4.8%","35.5%","114.0","17.6%","26.0%","186.0","10130"
"Jose Berrios","MIN","23","13","138","3.93","1.23","8.61","2.99","8.04","0.94",".288","70.4%","21.0%","39.0%","40.0%","9.3%","7.0%","16.7%","144.1","61.4%","93.4","","","","","29.9%","81.2","8.7%","83.5","","","","","0.0%","","30.6%","63.9%","45.1%","66.5%","86.8%","79.0%","43.7%","59.2%","9.5%","22.6%","7.9%","37.0%","36.5%","26.5%","20.4%","51.6%","28.0%","33.0%","85.9","14.6","4.9%","29.4%","111.3","17.4%","26.9%","144.1","14168"
"Trevor Williams","PIT","25","6","107","3.96","1.28","6.94","2.92","8.63","0.78",".291","71.7%","20.8%","49.8%","29.5%","10.7%","7.8%","30.8%","138.2","71.7%","92.0","15.6%","84.0","","","2.3%","76.8","10.4%","85.2","","","","","0.6%","","29.1%","69.1%","47.3%","66.9%","90.4%","82.5%","45.4%","62.0%","8.3%","18.2%","7.6%","38.9%","34.4%","26.7%","21.5%","49.2%","29.3%","27.8%","86.3","8.9","4.7%","29.4%","114.5","15.6%","23.9%","138.2","16977"
"Jose Urena","MIA","25","14","105","3.97","1.26","6.12","3.56","7.81","1.40",".242","77.5%","19.0%","43.2%","37.8%","9.6%","6.4%","30.0%","154.1","56.0%","95.4","24.0%","84.9","","","","","20.0%","88.2","","","","","0.5%","","29.2%","67.9%","44.6%","71.0%","88.5%","81.6%","39.8%","58.1%","8.2%","15.9%","9.3%","43.3%","32.8%","23.8%","18.8%","48.7%","32.4%","28.8%","86.1","12.9","7.9%","30.5%","111.8","15.3%","23.5%","154.1","11589"
"Jayson Aquino","BAL","24","1","9","3.97","1.24","7.15","2.38","8.74","1.59",".257","71.4%","13.5%","43.2%","43.2%","31.3%","12.5%","0.0%","11.1","45.5%","88.7","24.4%","85.1","","","9.1%","77.0","21.0%","80.8","","","","","","","29.0%","60.5%","42.6%","62.1%","91.3%","80.0%","43.2%","69.4%","8.5%","18.4%","6.1%","43.2%","27.0%","29.7%","35.1%","35.1%","29.7%","28.6%","87.1","13.6","2.7%","37.8%","109.0","19.9%","28.4%","11.1","13150"
"Blake Snell","TBR","24","5","119","4.04","1.33","8.28","4.11","7.86","1.04",".277","70.9%","18.3%","43.9%","37.8%","13.2%","4.4%","37.5%","129.1","55.1%","94.3","13.5%","86.0","","","10.3%","79.3","21.1%","86.4","","","","","0.2%","","30.4%","64.7%","42.9%","61.6%","85.4%","74.7%","36.7%","53.7%","10.8%","21.8%","10.8%","36.1%","31.5%","32.3%","18.8%","48.4%","32.9%","35.3%","86.3","13.2","4.3%","29.8%","113.1","16.4%","27.3%","129.1","13543"
"Odrisamer Despaigne","MIA","30","2","23","4.06","1.35","4.67","3.65","8.53","0.41",".268","62.5%","24.2%","37.6%","38.3%","10.5%","7.1%","0.0%","44.1","51.5%","92.2","1.2%","83.1","30.3%","85.6","4.8%","76.0","12.2%","79.8","","","","","0.5%","","29.4%","69.2%","47.5%","81.2%","87.9%","85.6%","45.6%","62.4%","6.8%","11.9%","9.3%","34.4%","40.4%","25.2%","19.9%","49.0%","31.1%","22.2%","85.0","11.1","4.0%","25.8%","112.3","14.8%","21.6%","44.1","16017"
"Chris Archer","TBR","28","10","249","4.07","1.26","11.15","2.69","8.64","1.21",".325","71.3%","22.0%","42.0%","36.0%","9.4%","4.5%","80.0%","201.0","47.6%","95.5","44.4%","88.9","","","","","8.0%","85.8","","","","","","","31.2%","68.0%","47.7%","54.8%","81.6%","71.9%","44.7%","62.3%","13.4%","29.2%","7.0%","36.1%","34.2%","29.7%","13.2%","47.4%","39.4%","39.4%","89.5","12.6","5.4%","39.8%","116.0","16.5%","29.9%","201.0","6345"
"Francis Martes","HOU","21","2","21","4.08","1.42","10.70","5.09","7.64","0.51",".333","74.2%","30.2%","41.9%","27.9%","8.3%","5.6%","0.0%","17.2","53.3%","95.3","","","","","38.7%","84.6","7.9%","89.2","","","","","","","27.9%","71.3%","46.7%","56.0%","83.5%","74.1%","43.2%","61.8%","12.1%","27.6%","13.2%","41.9%","39.5%","18.6%","14.0%","48.8%","37.2%","42.1%","88.5","10.0","4.7%","32.6%","110.8","14.3%","26.3%","17.2","17303"
"Patrick Corbin","ARI","27","14","176","4.09","1.42","8.47","2.84","9.91","1.25",".327","73.8%","19.7%","50.5%","29.8%","10.1%","4.9%","12.5%","187.0","53.7%","92.4","37.6%","81.2","","","","","8.7%","83.5","","","","","0.8%","","31.9%","66.0%","46.6%","57.4%","88.5%","76.4%","43.2%","62.6%","11.0%","21.6%","7.2%","37.2%","38.5%","24.3%","18.4%","50.2%","31.4%","32.0%","87.9","8.0","6.4%","35.0%","113.7","17.0%","28.0%","187.0","9323"
"Shelby Miller","ARI","26","2","20","4.09","1.45","8.18","4.91","8.18","0.41",".288","71.9%","21.2%","43.9%","34.8%","4.3%","0.0%","0.0%","22.0","58.0%","94.9","","","25.4%","88.9","16.1%","78.2","0.5%","88.0","","","","","0.3%","","15.9%","69.5%","45.1%","64.3%","81.5%","78.7%","54.4%","55.6%","9.6%","20.2%","12.1%","41.8%","19.4%","38.8%","20.9%","53.7%","25.4%","33.3%","86.6","10.9","4.5%","25.4%","109.9","15.0%","24.6%","22.0","10197"
"JC Ramirez","LAA","28","9","102","4.11","1.33","6.45","2.97","8.98","1.26",".290","75.4%","18.1%","51.4%","30.5%","7.5%","3.1%","20.0%","142.1","51.1%","95.5","32.6%","88.0","","","16.2%","79.0","","","0.1%","87.5","","","0.0%","","25.8%","66.8%","45.7%","63.1%","87.7%","80.5%","48.6%","59.9%","8.9%","17.1%","7.9%","39.0%","36.1%","24.9%","16.3%","47.6%","36.1%","28.4%","87.5","7.9","5.7%","34.2%","111.8","17.6%","26.5%","142.1","8302"
"Michael Wacha","STL","25","12","158","4.13","1.36","8.58","2.99","9.24","0.92",".327","71.5%","21.1%","48.0%","30.9%","8.2%","3.9%","30.0%","165.2","52.9%","95.1","","","17.3%","90.7","11.5%","76.3","18.3%","87.7","","","","","0.4%","","29.5%","66.6%","47.6%","67.6%","85.4%","79.7%","48.6%","65.8%","9.6%","22.5%","7.8%","42.3%","29.9%","27.8%","20.2%","51.8%","28.0%","32.8%","87.2","9.8","4.7%","29.9%","111.7","17.4%","27.1%","165.2","14078"
"Ivan Nova","PIT","30","11","131","4.14","1.28","6.30","1.73","9.77","1.40",".299","73.0%","23.4%","45.7%","31.0%","8.7%","3.7%","26.3%","187.0","68.1%","92.8","","","","","22.2%","80.5","9.7%","86.3","","","","","0.4%","","33.2%","68.3%","50.0%","68.1%","91.3%","83.2%","47.8%","64.5%","8.4%","16.7%","4.6%","41.6%","37.9%","20.5%","16.6%","48.7%","34.8%","25.0%","89.4","9.2","6.4%","35.5%","112.4","16.0%","24.4%","187.0","1994"
"Jake Odorizzi","TBR","27","10","127","4.14","1.24","7.97","3.83","7.35","1.88",".227","72.5%","22.1%","30.6%","47.3%","9.3%","8.8%","20.0%","143.1","48.6%","91.6","11.1%","82.4","11.9%","86.6","5.7%","72.1","22.7%","84.1","","","","","0.2%","","30.4%","74.1%","47.9%","68.4%","81.5%","76.6%","40.1%","54.0%","11.2%","21.0%","10.1%","34.9%","32.0%","33.2%","15.3%","47.9%","36.8%","36.1%","87.7","19.5","7.7%","34.8%","110.5","13.1%","24.4%","143.1","6397"
"Kyle Freeland","COL","24","11","99","4.15","1.50","5.95","3.67","9.80","1.02",".307","74.9%","18.1%","54.6%","27.3%","10.0%","10.8%","0.0%","149.2","63.8%","92.0","4.2%","80.5","24.7%","86.2","","","7.3%","86.2","","","","","0.6%","","25.4%","69.5%","44.7%","71.3%","89.3%","83.6%","43.8%","54.9%","7.3%","15.0%","9.2%","40.0%","33.9%","26.2%","23.5%","44.2%","32.3%","26.8%","86.1","4.5","3.7%","33.5%","114.8","16.1%","23.5%","149.2","16256"
"Jose Quintana","- - -","28","11","207","4.15","1.22","9.87","2.91","8.11","1.10",".301","71.4%","20.8%","44.8%","34.5%","9.8%","8.0%","14.3%","188.2","62.8%","92.1","","","","","28.1%","77.1","9.1%","86.1","","","","","0.4%","","28.4%","62.5%","43.7%","66.7%","88.4%","80.6%","44.8%","67.1%","8.5%","26.2%","7.7%","43.8%","32.2%","24.0%","18.2%","49.2%","32.6%","36.8%","87.6","11.7","5.5%","35.5%","113.8","18.2%","26.7%","188.2","11423"
"Brandon Finnegan","CIN","24","1","16","4.15","1.69","11.08","9.00","6.23","0.69",".276","77.7%","20.0%","53.3%","26.7%","0.0%","0.0%","0.0%","13.0","69.3%","93.0","12.4%","84.4","","","","","18.3%","84.2","","","","","","","23.4%","66.7%","39.0%","50.0%","81.0%","69.1%","36.1%","49.2%","12.0%","27.1%","22.0%","46.7%","36.7%","16.7%","13.3%","63.3%","23.3%","50.8%","87.6","1.9","3.3%","26.7%","112.7","16.6%","28.6%","13.0","16208"
"Mike Montgomery","CHC","27","5","56","4.15","1.14","7.27","2.73","7.53","0.91",".258","68.3%","13.9%","59.2%","26.9%","3.7%","6.7%","25.0%","69.1","55.1%","91.8","","","12.4%","88.1","20.6%","77.1","11.8%","82.8","","","","","","","30.3%","64.8%","45.5%","65.9%","90.5%","81.3%","44.0%","65.0%","8.5%","19.6%","7.3%","43.9%","36.1%","20.0%","16.6%","52.7%","30.7%","29.4%","86.7","3.0","3.4%","31.2%","114.1","17.3%","25.7%","69.1","4869"
"Carlos Rodon","CHW","24","2","76","4.15","1.37","9.87","4.02","8.31","1.56",".297","77.6%","22.0%","44.1%","33.9%","4.8%","6.1%","0.0%","69.1","61.2%","93.1","26.5%","85.0","","","","","12.3%","83.1","","","","","","","28.2%","63.1%","43.8%","66.3%","82.0%","76.4%","44.7%","56.2%","10.3%","25.6%","10.4%","38.0%","37.4%","24.6%","12.8%","55.1%","32.1%","40.1%","89.4","11.8","6.4%","41.7%","112.2","16.7%","27.0%","69.1","16137"
"Jason Vargas","KCR","34","18","134","4.16","1.33","6.71","2.91","9.07","1.35",".289","77.6%","19.3%","40.3%","40.4%","10.3%","7.2%","20.0%","179.2","47.0%","85.6","","","","","20.3%","72.2","32.7%","79.5","","","","","0.1%","","28.1%","61.2%","43.2%","66.7%","82.7%","77.0%","45.5%","65.9%","9.9%","17.7%","7.7%","48.8%","32.2%","19.0%","17.9%","49.4%","32.7%","29.0%","87.0","14.8","5.0%","32.6%","111.0","19.5%","29.4%","179.2","8044"
"Jakob Junis","KCR","24","7","73","4.16","1.24","7.06","1.94","9.19","1.35",".289","72.5%","18.9%","40.5%","40.5%","7.6%","7.6%","33.3%","93.0","56.2%","91.1","31.9%","81.4","","","5.6%","76.9","6.2%","82.0","","","","","","","25.8%","63.3%","45.3%","64.4%","87.6%","81.2%","51.9%","62.0%","8.5%","18.5%","5.1%","44.6%","38.1%","17.3%","17.0%","46.9%","36.1%","27.1%","89.5","15.3","5.8%","37.4%","112.9","18.7%","27.2%","93.0","13619"
"Austin Pruitt","TBR","27","2","31","4.19","1.14","6.49","1.88","8.37","1.67",".256","77.9%","15.2%","46.2%","38.6%","9.8%","6.6%","100.0%","43.0","43.7%","91.4","","","25.7%","87.3","15.2%","81.5","15.4%","85.3","","","","","","","35.4%","66.9%","49.0%","68.9%","91.1%","82.0%","43.2%","71.4%","8.8%","17.7%","5.1%","44.4%","35.3%","20.3%","15.0%","44.4%","40.6%","27.4%","88.3","12.2","7.5%","36.1%","113.2","18.4%","27.2%","43.0","15290"
