"Name","Team","Age","W","SO","ERA","WHIP","K/9","BB/9","H/9","HR/9","BABIP","LOB%","LD%","GB%","FB%","IFFB%","IFH%","BUH%","Start-IP","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","K%","BB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","TTO%","EV","LA","Barrel%","HardHit%","maxEV","CStr%","CSW%","IP","playerid"
"Tommy Milone","- - -","30","1","32","7.20","1.66","8.23","2.57","12.34","2.57",".345","63.6%","28.8%","35.6%","35.6%","21.4%","2.4%","0.0%","35.0","42.9%","87.9","2.1%","80.6","15.2%","87.2","14.6%","75.0","25.2%","81.2","","","","","1.8%","","34.3%","61.5%","44.4%","75.5%","84.9%","80.3%","37.2%","66.7%","8.7%","19.8%","6.2%","49.2%","27.5%","23.3%","21.7%","47.5%","30.8%","32.1%","87.3","15.7","10.0%","37.5%","107.8","18.8%","27.6%","35.0","7608"
"Raul Alcantara","OAK","24","1","10","7.20","1.33","6.00","4.20","7.80","1.80",".222","53.6%","19.1%","55.3%","25.5%","0.0%","15.4%","0.0%","15.0","62.5%","95.3","","","16.2%","88.8","2.1%","83.0","19.2%","86.6","","","","","","","33.2%","63.5%","44.0%","77.4%","86.4%","82.0%","35.7%","51.5%","7.9%","15.2%","10.6%","45.8%","31.3%","22.9%","14.6%","50.0%","35.4%","30.3%","88.9","8.2","6.3%","43.8%","109.2","14.4%","22.3%","15.0","12790"
"Ubaldo Jimenez","BAL","33","6","118","7.20","1.66","8.50","3.89","11.09","2.30",".333","66.6%","20.8%","42.4%","36.8%","7.6%","4.8%","50.0%","125.0","56.9%","90.5","17.9%","82.2","0.8%","89.2","4.4%","74.9","2.5%","81.9","17.6%","84.2","","","0.1%","","25.0%","63.7%","42.0%","66.5%","88.6%","81.2%","44.0%","53.2%","7.9%","20.5%","9.4%","39.4%","34.9%","25.6%","18.3%","43.0%","38.7%","35.5%","89.5","13.0","7.0%","40.5%","113.0","17.7%","25.6%","125.0","3374"
"Braden Shipley","ARI","25","0","7","7.30","2.19","5.11","8.03","11.68","0.73",".333","62.5%","11.1%","46.7%","42.2%","0.0%","9.5%","0.0%","12.1","62.3%","92.2","","","","","22.0%","79.1","15.8%","84.9","","","","","","","20.1%","70.6%","40.3%","72.7%","94.8%","88.2%","39.9%","56.3%","4.8%","10.9%","17.2%","40.0%","40.0%","20.0%","11.1%","48.9%","40.0%","29.7%","91.4","12.6","8.7%","37.0%","113.5","14.3%","19.0%","12.1","15158"
"Anthony Banda","ARI","23","1","19","7.32","1.58","8.69","3.66","10.53","0.46",".373","55.2%","24.6%","29.8%","45.6%","0.0%","5.9%","33.3%","19.2","62.0%","94.0","","","","","17.4%","80.8","20.7%","85.8","","","","","1.2%","","27.3%","61.9%","42.5%","70.6%","82.4%","78.2%","44.0%","62.2%","9.3%","21.1%","8.9%","43.3%","30.0%","26.7%","8.3%","50.0%","41.7%","31.1%","89.6","19.7","3.3%","36.7%","108.5","18.3%","27.5%","19.2","14706"
"Bronson Arroyo","CIN","40","3","45","7.35","1.59","5.70","2.41","11.92","2.92",".305","67.6%","21.2%","30.4%","48.4%","10.7%","2.6%","16.7%","71.0","41.2%","84.0","26.3%","73.3","","","23.6%","70.9","8.9%","76.0","","","","","0.4%","","28.4%","69.5%","48.3%","69.4%","90.5%","84.1%","48.4%","60.2%","7.7%","14.0%","5.9%","47.3%","32.4%","20.3%","16.4%","49.6%","34.0%","27.0%","88.6","19.8","8.6%","30.9%","110.0","16.9%","24.6%","71.0","978"
"Chris Volstad","CHW","30","0","5","7.36","1.27","4.09","4.09","7.36","2.45",".182","51.0%","11.1%","61.1%","27.8%","0.0%","0.0%","0.0%","11.0","59.1%","91.8","7.0%","87.0","","","19.9%","81.6","14.0%","84.2","","","","","","","23.1%","63.8%","42.1%","81.0%","94.1%","90.3%","46.8%","60.9%","4.1%","10.9%","10.9%","50.0%","33.3%","16.7%","13.9%","66.7%","19.4%","28.3%","86.4","1.0","8.3%","38.9%","108.0","18.1%","22.2%","11.0","9901"
"Marco Gonzales","- - -","25","1","24","7.36","1.88","6.55","2.73","14.18","2.18",".389","69.5%","22.3%","45.5%","32.2%","5.1%","1.8%","0.0%","32.3","52.7%","91.4","","","","","17.0%","79.1","30.3%","83.8","","","","","","","28.3%","67.6%","45.8%","62.6%","91.4%","81.6%","44.6%","60.3%","8.4%","15.4%","6.4%","42.1%","31.4%","26.4%","22.3%","47.1%","30.6%","26.9%","88.8","11.5","7.4%","43.0%","112.0","17.2%","25.6%","33.0","15467"
"Vance Worley","MIA","29","2","31","7.39","1.74","5.33","3.78","11.87","1.38",".349","61.3%","24.3%","47.5%","28.2%","5.9%","2.3%","0.0%","52.1","56.7%","89.6","","","35.0%","87.5","7.4%","76.5","0.9%","82.4","","","","","0.9%","","25.9%","64.0%","43.9%","76.2%","94.1%","88.5%","47.1%","60.6%","5.1%","12.9%","9.1%","40.4%","39.3%","20.2%","17.5%","45.9%","36.6%","25.3%","87.9","8.1","4.9%","36.1%","113.8","17.7%","22.8%","52.1","6435"
"Tom Koehler","- - -","31","1","51","7.42","1.70","7.57","4.75","10.53","2.23",".315","66.3%","22.3%","37.8%","39.9%","8.0%","5.6%","0.0%","60.2","52.6%","92.8","21.1%","85.6","","","19.4%","78.8","6.9%","85.4","","","","","1.0%","","23.5%","63.5%","41.0%","62.1%","87.2%","79.1%","43.7%","54.1%","8.6%","18.0%","11.3%","43.0%","30.1%","26.9%","15.5%","48.7%","35.8%","34.6%","89.1","13.5","5.7%","35.2%","110.8","17.5%","26.1%","60.2","6570"
"Jered Weaver","SDP","34","0","23","7.44","1.49","4.89","2.55","10.84","3.40",".257","58.3%","22.0%","40.7%","37.3%","8.9%","6.6%","100.0%","42.1","50.3%","83.6","14.5%","79.2","","","17.9%","72.0","17.3%","77.0","","","","","0.1%","","28.8%","65.6%","45.5%","71.4%","87.5%","82.0%","45.5%","63.4%","8.2%","12.0%","6.3%","52.6%","28.9%","18.4%","17.8%","50.0%","32.2%","26.7%","87.4","12.9","8.6%","31.6%","110.9","17.4%","25.6%","42.1","4235"
"Amir Garrett","CIN","25","3","61","7.49","1.57","8.15","4.81","9.36","3.07",".255","66.0%","18.2%","42.4%","39.4%","5.0%","4.7%","0.0%","67.1","61.8%","91.6","22.1%","79.3","","","","","16.1%","80.7","","","","","0.7%","","25.5%","68.7%","45.9%","63.8%","88.1%","81.0%","47.2%","56.5%","8.7%","19.9%","11.8%","44.0%","30.4%","25.6%","12.6%","45.9%","41.5%","39.2%","90.4","12.9","8.2%","41.5%","114.7","15.6%","24.4%","67.1","14375"
"Dylan Covey","CHW","25","0","34","7.67","1.65","5.22","4.14","10.74","2.45",".293","63.5%","17.2%","47.0%","35.9%","0.0%","4.3%","0.0%","58.2","59.9%","92.6","17.0%","86.3","","","11.6%","78.8","","","11.5%","83.7","","","0.4%","","24.9%","64.7%","42.9%","73.1%","91.3%","85.6%","45.3%","55.0%","6.2%","13.0%","10.3%","41.0%","31.5%","27.5%","18.0%","45.5%","36.5%","29.4%","90.2","9.5","8.0%","40.5%","115.5","15.6%","21.8%","58.2","14825"
"Matt Strahm","KCR","25","1","11","7.71","1.54","8.49","1.54","12.34","1.54",".378","49.4%","20.5%","33.3%","46.2%","16.7%","7.7%","0.0%","11.2","50.2%","93.2","22.9%","83.2","","","9.0%","78.2","17.9%","84.6","","","","","","","28.2%","66.7%","48.9%","58.6%","82.5%","76.1%","53.8%","64.2%","11.7%","20.8%","3.8%","33.3%","33.3%","33.3%","17.9%","48.7%","33.3%","28.3%","88.6","19.7","0.0%","30.8%","112.5","16.1%","27.8%","11.2","13799"
"Caleb Smith","NYY","25","0","6","7.71","1.71","7.71","5.14","10.29","1.29",".318","56.6%","34.8%","21.7%","43.5%","10.0%","0.0%","0.0%","7.0","49.6%","93.8","18.1%","81.7","","","","","32.3%","84.2","","","","","","","31.9%","72.7%","49.6%","65.2%","77.5%","73.0%","43.3%","54.5%","13.4%","18.2%","12.1%","34.8%","34.8%","30.4%","26.1%","56.5%","17.4%","33.3%","84.8","17.9","8.7%","26.1%","104.9","11.0%","24.4%","7.0","14875"
"Chris Flexen","NYM","22","3","28","7.78","1.97","6.05","6.26","11.45","2.16",".331","67.1%","21.7%","39.9%","38.4%","7.5%","7.3%","0.0%","41.2","59.7%","92.1","23.9%","86.0","","","6.9%","76.2","9.6%","81.8","","","","","","","26.3%","64.9%","43.6%","75.0%","87.9%","83.6%","44.7%","63.3%","7.1%","14.1%","14.6%","36.4%","37.1%","26.4%","22.1%","42.1%","35.7%","33.7%","86.5","11.6","5.0%","30.7%","113.7","17.0%","24.1%","41.2","13896"
"Chase De Jong","SEA","23","0","9","7.78","1.78","4.12","3.66","12.36","1.83",".324","61.2%","25.7%","31.1%","43.2%","9.4%","8.7%","0.0%","19.2","58.7%","89.9","12.0%","81.0","","","15.6%","76.6","13.8%","84.2","","","","","","","24.7%","63.1%","43.1%","72.1%","94.1%","87.5%","47.9%","47.8%","5.4%","9.8%","8.7%","61.3%","25.3%","13.3%","20.0%","45.3%","34.7%","22.8%","87.5","19.0","4.0%","34.7%","112.7","17.1%","22.5%","19.2","15036"
"Lisalverto Bonilla","CIN","27","0","10","7.84","1.74","4.35","5.66","10.02","2.18",".269","63.3%","19.7%","47.0%","33.3%","9.1%","16.1%","16.7%","20.2","47.1%","91.5","","","","","20.9%","78.9","32.0%","84.0","","","","","","","29.3%","72.9%","46.8%","65.6%","83.3%","76.7%","40.2%","63.5%","10.9%","10.4%","13.5%","38.9%","26.4%","34.7%","25.0%","48.6%","26.4%","29.2%","84.6","8.5","5.6%","31.9%","111.4","13.1%","24.0%","20.2","11266"
"Dillon Gee","- - -","31","1","13","7.88","1.94","7.31","4.50","12.94","3.94",".327","80.2%","16.4%","32.7%","50.9%","10.7%","5.6%","100.0%","15.3","56.6%","90.8","18.3%","86.3","","","11.4%","76.7","13.8%","83.7","","","","","","","23.0%","68.8%","42.8%","68.4%","87.2%","81.5%","43.1%","54.5%","7.9%","16.9%","10.4%","37.5%","35.7%","26.8%","19.6%","53.6%","26.8%","36.4%","91.0","19.5","12.5%","41.1%","110.8","18.6%","26.6%","16.0","7396"
"Tyler Glasnow","PIT","23","2","53","7.89","2.00","8.37","5.53","12.47","2.05",".369","59.3%","21.2%","42.9%","36.0%","8.8%","7.4%","0.0%","57.0","65.0%","94.4","","","","","22.5%","79.9","12.4%","88.4","","","","","0.8%","","26.0%","63.3%","42.4%","60.7%","91.3%","80.8%","43.9%","56.4%","8.1%","18.8%","12.4%","39.1%","37.0%","24.0%","18.8%","49.0%","32.3%","35.8%","88.1","13.1","7.3%","35.9%","111.6","17.7%","25.8%","57.0","14374"
"Casey Lawrence","TOR","29","0","5","7.94","2.12","3.97","4.76","14.29","1.59",".356","61.3%","19.1%","57.4%","23.4%","0.0%","7.4%","0.0%","11.1","62.5%","90.7","10.9%","81.5","","","5.2%","77.0","21.4%","82.3","","","","","2.1%","","24.5%","62.8%","43.2%","75.0%","89.8%","85.5%","49.0%","65.5%","6.3%","8.6%","10.3%","53.2%","29.8%","17.0%","23.4%","57.4%","19.1%","22.4%","83.3","0.0","4.3%","34.0%","106.9","18.8%","25.0%","11.1","11121"
"Miguel Castro","BAL","22","0","3","8.10","2.10","8.10","2.70","16.20","2.70",".417","71.4%","15.4%","53.8%","30.8%","0.0%","0.0%","0.0%","3.1","61.0%","93.4","20.3%","82.4","","","","","18.6%","84.1","","","","","","","36.4%","73.1%","52.5%","66.7%","94.7%","83.9%","44.1%","52.9%","8.5%","17.6%","5.9%","46.2%","23.1%","30.8%","15.4%","46.2%","38.5%","29.4%","87.8","7.3","7.7%","46.2%","112.4","10.2%","18.6%","3.1","15684"
"Chris Tillman","BAL","29","1","58","8.12","1.95","6.12","5.06","12.45","2.43",".339","63.3%","23.6%","39.2%","37.2%","9.8%","5.1%","50.0%","85.1","49.8%","90.7","3.0%","83.6","23.0%","85.5","8.7%","75.7","15.4%","83.6","","","","","","","25.2%","74.1%","45.1%","69.6%","91.4%","84.2%","40.7%","47.9%","7.1%","14.1%","11.7%","42.6%","34.0%","23.4%","17.2%","44.6%","38.3%","31.4%","90.2","12.2","8.3%","40.6%","121.1","12.1%","19.2%","85.1","5279"
"Jeff Locke","MIA","29","0","26","8.16","1.78","7.31","4.22","11.81","1.12",".355","52.5%","19.8%","46.8%","33.3%","5.4%","5.8%","0.0%","32.0","58.9%","90.5","","","","","16.9%","77.8","24.2%","80.3","","","","","1.2%","","30.5%","65.1%","45.5%","72.7%","88.9%","82.8%","43.4%","60.5%","7.8%","17.1%","9.9%","45.9%","37.8%","16.2%","12.6%","52.3%","35.1%","29.6%","88.9","10.8","6.3%","33.3%","111.9","18.5%","26.3%","32.0","2929"
"Steven Wright","BOS","32","1","13","8.25","1.88","4.88","1.88","15.00","3.38",".365","66.9%","23.4%","41.5%","35.1%","6.1%","10.3%","0.0%","24.0","10.7%","83.7","","","","","2.1%","65.1","","","","","87.2%","72.7","0.5%","","30.3%","68.6%","47.5%","79.7%","90.7%","86.8%","44.9%","59.6%","6.3%","11.4%","4.4%","48.9%","25.5%","25.5%","14.9%","43.6%","41.5%","23.7%","90.2","13.4","10.6%","44.7%","111.5","18.3%","24.5%","24.0","8185"
"Drew VerHagen","DET","26","0","4","8.31","1.85","4.15","3.12","13.50","2.08",".344","60.6%","29.4%","35.3%","35.3%","8.3%","8.3%","0.0%","8.2","60.1%","93.7","13.1%","83.6","","","21.6%","77.9","5.2%","87.6","","","","","","","23.7%","59.7%","41.8%","88.9%","87.0%","87.5%","50.3%","73.2%","5.2%","9.8%","7.3%","23.5%","44.1%","32.4%","11.8%","47.1%","41.2%","22.0%","91.1","14.2","8.8%","41.2%","108.4","20.3%","25.5%","8.2","13424"
"Asher Wojciechowski","CIN","28","2","37","8.41","1.64","9.42","1.78","12.99","2.80",".377","57.9%","21.6%","27.9%","50.5%","21.4%","0.0%","40.0%","35.1","60.8%","92.5","26.7%","80.8","","","","","12.6%","84.9","","","","","","","32.1%","70.8%","51.0%","63.2%","85.2%","78.1%","48.8%","66.7%","11.2%","22.4%","4.2%","51.7%","28.4%","19.8%","17.2%","44.0%","38.8%","33.3%","89.1","22.5","7.7%","36.8%","112.3","14.7%","25.9%","35.1","10836"
"Rob Whalen","SEA","23","0","0","8.44","1.69","0.00","3.38","11.81","1.69",".300","62.5%","28.6%","47.6%","23.8%","20.0%","0.0%","0.0%","5.1","66.3%","88.6","12.4%","80.5","","","19.1%","75.8","2.2%","85.0","","","","","","","21.1%","62.7%","44.9%","75.0%","96.9%","92.5%","57.3%","52.0%","3.4%","0.0%","8.0%","57.1%","28.6%","14.3%","4.8%","19.0%","76.2%","12.0%","95.5","11.9","9.5%","47.6%","109.6","15.7%","19.1%","5.1","14165"
"Rookie Davis","CIN","24","1","18","8.59","2.14","7.36","5.32","13.91","2.45",".378","63.1%","21.1%","42.1%","36.8%","10.7%","3.1%","33.3%","22.0","63.9%","92.5","20.0%","86.3","","","9.3%","82.2","5.9%","86.6","0.8%","84.5","","","","","23.5%","67.0%","42.3%","76.2%","80.9%","79.4%","43.1%","62.5%","8.7%","16.1%","11.6%","46.8%","30.4%","22.8%","13.9%","55.7%","30.4%","33.0%","86.0","14.6","2.5%","18.8%","107.9","15.7%","24.4%","22.0","14962"
"Jeremy Jeffress","MIL","29","0","0","9.00","2.00","0.00","0.00","18.00","0.00",".400","50.0%","10.0%","60.0%","30.0%","33.3%","0.0%","0.0%","2.0","61.3%","95.1","","","","","9.7%","80.7","29.0%","90.3","","","","","","","6.7%","81.3%","45.2%","100.0%","92.3%","92.9%","51.6%","60.0%","3.2%","0.0%","0.0%","10.0%","50.0%","40.0%","40.0%","30.0%","30.0%","0.0%","80.3","8.6","0.0%","30.0%","103.8","29.0%","32.3%","2.0","9490"
"Kyle Lloyd","SDP","26","0","2","9.00","2.00","4.50","4.50","13.50","2.25",".333","60.6%","43.8%","31.3%","25.0%","0.0%","20.0%","0.0%","4.0","47.0%","85.8","15.7%","80.2","","","","","","","37.3%","79.7","","","","","25.5%","71.9%","43.4%","61.5%","78.3%","72.2%","38.6%","55.0%","12.0%","10.0%","10.0%","68.8%","18.8%","12.5%","18.8%","43.8%","37.5%","25.0%","86.1","7.4","0.0%","37.5%","107.7","13.3%","25.3%","4.0","15378"
"Chad Green","NYY","26","0","3","9.00","1.50","13.50","4.50","9.00","0.00",".400","33.3%","40.0%","0.0%","60.0%","0.0%","0.0%","0.0%","2.0","71.7%","96.1","11.3%","85.3","17.0%","90.0","","","","","","","","","","","35.5%","77.3%","52.8%","63.6%","64.7%","64.3%","41.5%","66.7%","18.9%","33.3%","11.1%","60.0%","20.0%","20.0%","0.0%","20.0%","80.0%","44.4%","99.4","28.7","0.0%","80.0%","104.4","9.4%","28.3%","2.0","15552"
"Artie Lewicki","DET","25","0","1","9.00","2.40","1.80","1.80","19.80","1.80",".435","66.0%","20.8%","37.5%","41.7%","10.0%","0.0%","0.0%","5.0","57.6%","92.0","21.2%","87.6","","","17.6%","77.9","3.5%","82.7","","","","","","","44.2%","81.0%","62.4%","89.5%","88.2%","88.7%","49.4%","69.2%","7.1%","3.8%","3.8%","37.5%","29.2%","33.3%","16.7%","66.7%","16.7%","11.5%","89.4","14.7","8.3%","37.5%","107.6","10.6%","17.6%","5.0","16731"
"Jordan Lyles","SDP","26","1","22","9.39","1.96","8.61","3.91","13.70","1.96",".395","55.3%","17.5%","45.0%","37.5%","6.7%","2.8%","0.0%","23.0","53.4%","92.9","15.5%","89.1","","","21.2%","83.3","9.8%","85.4","","","","","","","27.9%","64.1%","45.1%","58.2%","87.1%","77.7%","47.5%","61.9%","10.1%","19.5%","8.8%","38.3%","35.8%","25.9%","19.8%","37.0%","43.2%","32.7%","87.3","8.8","7.4%","37.0%","111.9","17.9%","28.0%","23.0","7593"
"Cesar Valdez","- - -","32","1","11","9.39","1.89","6.46","3.52","13.50","1.17",".396","45.8%","34.5%","47.3%","18.2%","0.0%","3.8%","0.0%","15.1","47.8%","88.0","10.2%","81.1","","","","","42.0%","82.0","","","","","0.4%","","38.4%","68.0%","48.9%","70.6%","89.4%","79.9%","35.4%","56.9%","9.9%","15.3%","8.3%","61.8%","29.1%","9.1%","10.9%","43.6%","45.5%","26.4%","90.4","4.5","3.6%","45.5%","108.0","13.1%","23.0%","15.1","9013"
"Chad Bell","DET","28","0","15","9.39","2.35","8.80","5.28","15.85","2.35",".451","66.9%","20.0%","45.5%","34.5%","5.3%","12.0%","0.0%","15.1","61.2%","92.3","13.7%","84.7","","","15.5%","81.0","9.6%","86.3","","","","","","","28.4%","64.4%","43.2%","72.2%","83.5%","79.1%","41.0%","63.8%","9.0%","18.8%","11.3%","30.9%","41.8%","27.3%","18.2%","45.5%","36.4%","35.0%","91.5","10.5","9.1%","50.9%","112.3","16.8%","25.8%","15.1","10297"
"Erick Fedde","WSN","24","0","15","9.39","2.15","8.80","4.70","14.67","2.93",".426","66.7%","17.0%","61.7%","21.3%","0.0%","6.9%","20.0%","15.1","61.1%","92.9","2.3%","81.9","9.1%","86.3","13.4%","77.0","14.1%","87.0","","","","","2.7%","","25.8%","61.5%","41.9%","76.2%","91.6%","86.4%","45.3%","71.1%","5.7%","19.7%","10.5%","32.7%","42.3%","25.0%","15.4%","50.0%","34.6%","36.8%","89.4","3.0","7.7%","34.6%","112.7","20.5%","26.2%","15.1","17425"
"Eric Skoglund","KCR","24","1","11","9.64","2.43","7.07","5.79","16.07","0.64",".462","55.2%","28.8%","36.5%","34.6%","11.1%","0.0%","100.0%","14.0","64.5%","91.0","15.0%","85.6","","","18.5%","79.0","2.1%","85.3","","","","","","","25.4%","70.6%","49.5%","79.4%","88.9%","86.6%","53.3%","63.0%","6.6%","15.1%","12.3%","34.0%","28.3%","37.7%","13.2%","50.9%","35.8%","28.8%","89.8","12.7","3.8%","35.8%","112.0","13.9%","20.6%","14.0","16155"
"Dayan Diaz","HOU","28","0","3","10.12","1.50","10.12","0.00","13.50","3.37",".375","38.5%","22.2%","44.4%","33.3%","0.0%","0.0%","0.0%","2.2","72.7%","93.6","20.5%","84.9","","","","","6.8%","84.3","","","","","","","25.0%","70.8%","50.0%","60.0%","94.1%","86.4%","54.5%","41.7%","6.8%","25.0%","0.0%","55.6%","11.1%","33.3%","11.1%","22.2%","66.7%","33.3%","89.4","3.1","11.1%","33.3%","104.7","18.2%","25.0%","2.2","11543"
"Felix Jorge","MIN","23","1","4","10.57","2.09","4.70","2.35","16.43","4.70",".385","67.3%","23.3%","26.7%","50.0%","0.0%","0.0%","0.0%","7.2","49.7%","92.4","14.8%","83.0","6.7%","88.9","5.4%","77.4","23.5%","85.0","","","","","","","27.3%","70.8%","48.3%","76.2%","82.4%","80.6%","48.3%","44.4%","9.4%","11.1%","5.6%","30.0%","40.0%","30.0%","6.7%","53.3%","40.0%","27.8%","90.6","14.9","10.0%","56.7%","106.8","13.4%","22.8%","7.2","14532"
"Chris Young","KCR","38","0","5","12.15","2.70","6.75","6.75","17.55","4.05",".435","65.2%","26.9%","38.5%","34.6%","22.2%","0.0%","0.0%","6.2","49.2%","87.5","50.8%","82.6","","","","","","","","","","","1.5%","","34.7%","67.3%","48.5%","73.1%","83.8%","79.4%","42.3%","58.3%","10.0%","13.9%","13.9%","38.5%","38.5%","23.1%","19.2%","46.2%","34.6%","36.1%","85.2","19.3","7.7%","30.8%","110.9","14.6%","24.6%","6.2","3196"
"Clay Buchholz","PHI","32","0","5","12.27","2.59","6.14","3.68","19.64","1.23",".484","51.1%","25.0%","28.1%","46.9%","13.3%","0.0%","0.0%","7.1","40.3%","90.6","","","25.0%","86.3","20.1%","75.6","14.6%","78.1","","","","","","","35.6%","70.2%","49.3%","83.9%","87.5%","85.9%","39.6%","72.5%","6.9%","12.5%","7.5%","50.0%","25.0%","25.0%","18.8%","53.1%","28.1%","22.5%","83.0","22.2","3.1%","15.6%","105.2","18.1%","25.0%","7.1","3543"
"Kyle Kendrick","BOS","32","0","3","12.96","2.52","3.24","3.24","19.44","1.08",".447","45.9%","26.3%","44.7%","28.9%","27.3%","17.6%","100.0%","8.1","51.3%","91.5","","","34.6%","87.6","","","14.1%","83.1","","","","","","","29.3%","67.2%","44.9%","70.4%","93.0%","84.3%","41.0%","55.6%","7.1%","6.7%","6.7%","33.3%","25.6%","41.0%","33.3%","33.3%","33.3%","15.6%","86.7","9.9","5.1%","33.3%","113.4","17.9%","25.0%","8.1","6230"
"Tim Melville","MIN","27","0","4","13.50","2.10","10.80","8.10","10.80","2.70",".333","45.5%","20.0%","50.0%","30.0%","0.0%","0.0%","0.0%","3.1","59.8%","94.3","14.6%","86.6","","","18.3%","81.7","7.3%","88.3","","","","","","","38.6%","92.0%","54.9%","81.8%","87.0%","84.4%","30.5%","55.6%","8.5%","22.2%","16.7%","30.0%","40.0%","30.0%","20.0%","60.0%","20.0%","44.4%","87.9","8.9","10.0%","30.0%","109.2","6.1%","14.6%","3.1","9149"
"Adam Wilk","- - -","29","0","4","14.14","2.86","5.14","5.14","20.57","5.14",".414","55.6%","22.6%","38.7%","38.7%","0.0%","0.0%","0.0%","6.3","56.4%","87.8","","","14.5%","83.8","13.4%","78.3","15.7%","83.0","","","","","","","29.9%","74.7%","49.4%","72.4%","83.9%","80.0%","43.6%","63.4%","9.9%","9.8%","9.8%","63.6%","18.2%","18.2%","12.1%","33.3%","54.5%","29.3%","92.3","10.6","15.2%","45.5%","113.4","12.8%","22.7%","7.0","8421"
"Aaron Blair","ATL","25","0","3","15.00","3.33","9.00","15.00","15.00","3.00",".400","58.1%","10.0%","50.0%","40.0%","0.0%","0.0%","0.0%","3.0","53.3%","91.8","25.3%","81.7","","","9.3%","76.9","12.0%","84.9","","","","","","","30.0%","68.0%","42.7%","40.0%","64.7%","53.1%","33.3%","73.7%","20.0%","15.8%","26.3%","45.5%","36.4%","18.2%","9.1%","36.4%","54.5%","47.4%","92.3","4.8","9.1%","63.6%","105.9","13.3%","33.3%","3.0","14934"
"Jen-Ho Tseng","CHC","22","0","6","15.00","2.00","18.00","3.00","15.00","6.00",".429","47.6%","22.2%","44.4%","33.3%","0.0%","25.0%","0.0%","3.0","45.7%","91.6","","","20.0%","85.5","17.1%","77.3","17.1%","85.0","","","","","","","26.3%","62.5%","42.9%","30.0%","90.0%","70.0%","45.7%","70.6%","12.9%","35.3%","5.9%","44.4%","22.2%","33.3%","0.0%","33.3%","66.7%","52.9%","96.9","14.1","22.2%","55.6%","107.6","20.0%","32.9%","3.0","15524"
"Nik Turley","MIN","27","0","7","16.39","2.89","6.75","3.86","22.18","2.89",".513","46.2%","29.3%","46.3%","24.4%","10.0%","0.0%","0.0%","9.1","59.9%","93.1","15.9%","79.5","","","16.5%","77.1","7.7%","87.4","","","","","0.5%","","19.0%","71.4%","41.2%","90.0%","87.3%","88.0%","42.3%","51.9%","4.9%","13.0%","7.4%","47.6%","38.1%","14.3%","11.9%","47.6%","40.5%","25.9%","90.8","8.7","9.5%","52.4%","110.5","15.9%","20.9%","9.1","5530"
"Luke Farrell","KCR","26","0","2","16.87","3.75","6.75","10.12","23.62","3.37",".500","58.1%","8.3%","33.3%","58.3%","14.3%","25.0%","100.0%","2.2","55.4%","90.1","35.1%","81.8","","","6.8%","74.6","","","2.7%","80.5","","","","","18.9%","64.9%","41.9%","71.4%","95.8%","90.3%","50.0%","61.1%","4.1%","11.1%","16.7%","30.8%","61.5%","7.7%","38.5%","38.5%","23.1%","33.3%","80.1","16.0","7.7%","23.1%","107.7","18.9%","23.0%","2.2","15101"
"Chris Heston","SEA","29","0","2","18.00","3.67","6.00","12.00","21.00","3.00",".462","41.7%","35.7%","35.7%","28.6%","0.0%","60.0%","0.0%","3.0","72.2%","86.9","13.9%","75.7","","","8.3%","71.2","5.6%","79.3","","","","","","","10.3%","69.7%","37.5%","50.0%","95.7%","88.9%","45.8%","50.0%","4.2%","10.0%","20.0%","64.3%","7.1%","28.6%","21.4%","57.1%","21.4%","35.0%","83.3","7.3","7.1%","28.6%","109.7","16.7%","20.8%","3.0","10302"
"Myles Jaye","DET","25","0","3","20.25","3.00","5.06","6.75","20.25","3.37",".400","28.2%","30.8%","46.2%","23.1%","0.0%","0.0%","100.0%","5.1","63.2%","89.7","22.6%","82.2","","","9.0%","75.6","5.3%","83.6","","","","","","","27.0%","64.4%","43.6%","75.0%","97.4%","89.7%","44.4%","48.6%","4.5%","8.6%","11.4%","55.6%","33.3%","11.1%","3.7%","40.7%","55.6%","25.7%","90.5","7.7","7.4%","40.7%","107.6","16.5%","21.1%","5.1","11769"
"Michael Blazek","MIL","28","0","4","30.86","3.43","15.43","3.86","27.00","23.14",".250","100.0%","0.0%","0.0%","100.0%","0.0%","0.0%","0.0%","2.1","54.1%","91.8","14.8%","83.9","","","11.5%","76.6","19.7%","85.0","","","","","","","40.0%","61.3%","50.8%","66.7%","73.7%","71.0%","50.8%","53.3%","14.8%","26.7%","6.7%","50.0%","40.0%","10.0%","0.0%","20.0%","80.0%","73.3%","97.8","29.6","50.0%","60.0%","111.8","16.4%","31.1%","2.1","9654"
