"Name","Team","Age","W","SO","ERA","WHIP","K/9","BB/9","H/9","HR/9","BABIP","LOB%","LD%","GB%","FB%","IFFB%","IFH%","BUH%","Start-IP","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","K%","BB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","TTO%","EV","LA","Barrel%","HardHit%","maxEV","CStr%","CSW%","IP","playerid"
"Josh Tomlin","ATL","34","0","3","3.00","1.33","9.00","0.00","12.00","0.00",".400","75.0%","30.0%","30.0%","40.0%","0.0%","33.3%","0.0%","3.0","19.2%","87.8","","","50.0%","86.2","25.0%","75.4","5.8%","83.3","","","","","","","35.3%","72.2%","48.1%","83.3%","92.3%","88.0%","34.6%","61.5%","5.8%","23.1%","0.0%","30.0%","30.0%","40.0%","10.0%","20.0%","70.0%","23.1%","94.2","17.4","0.0%","50.0%","103.5","15.4%","21.2%","3.0","9388"
"Luke Bard","LAA","28","0","3","3.00","1.00","9.00","0.00","9.00","0.00",".333","75.0%","11.1%","55.6%","33.3%","0.0%","0.0%","0.0%","3.0","42.1%","94.3","56.1%","86.0","","","","","1.8%","89.0","","","","","","","21.9%","64.0%","40.4%","42.9%","93.8%","78.3%","43.9%","53.8%","8.8%","23.1%","0.0%","33.3%","33.3%","33.3%","22.2%","22.2%","55.6%","23.1%","89.0","7.1","11.1%","33.3%","102.4","17.5%","26.3%","3.0","14288"
"Joe Ross","WSN","26","4","38","3.02","1.46","7.66","4.43","8.66","0.60",".310","82.2%","23.8%","45.4%","30.8%","12.5%","5.1%","0.0%","44.2","63.6%","94.2","18.3%","88.0","","","11.1%","81.2","7.1%","88.1","","","","","","","31.0%","69.8%","45.4%","71.2%","84.0%","78.5%","37.1%","56.8%","9.7%","19.8%","11.5%","40.9%","38.6%","20.5%","22.0%","47.7%","30.3%","32.8%","86.8","10.2","3.8%","31.1%","110.0","14.3%","24.0%","44.2","12972"
"Clayton Kershaw","LAD","31","16","188","3.05","1.05","9.54","2.08","7.36","1.42",".264","84.0%","18.9%","48.0%","33.1%","16.6%","5.9%","14.3%","177.1","43.9%","90.4","39.2%","86.9","","","16.2%","73.6","0.6%","85.1","","","","","","","34.9%","71.6%","50.6%","55.7%","87.0%","74.6%","42.8%","67.4%","12.8%","26.7%","5.8%","48.9%","31.1%","20.0%","20.4%","37.4%","42.1%","36.6%","88.7","11.8","6.1%","32.6%","112.5","15.9%","28.7%","177.1","2036"
"Charlie Morton","TBR","35","16","240","3.05","1.08","11.10","2.64","7.12","0.69",".298","75.2%","21.7%","48.2%","30.1%","11.1%","6.5%","50.0%","194.2","49.0%","94.4","","","10.5%","85.4","37.3%","78.7","3.2%","84.9","","","","","0.0%","","33.5%","64.1%","47.3%","55.5%","83.6%","72.6%","45.1%","62.7%","12.9%","30.4%","7.2%","39.1%","33.7%","27.2%","16.4%","49.7%","33.9%","39.5%","86.9","9.2","4.8%","32.8%","112.1","18.7%","31.6%","194.2","4676"
"Marcus Stroman","- - -","28","10","159","3.22","1.31","7.76","2.83","8.93","0.88",".307","76.1%","20.1%","53.7%","26.1%","9.8%","6.8%","37.5%","183.4","39.4%","92.5","2.0%","86.9","24.0%","91.0","29.7%","85.3","4.8%","86.9","","","","","0.2%","","31.1%","65.7%","44.7%","61.5%","89.0%","77.4%","39.2%","56.8%","10.1%","20.5%","7.5%","40.7%","32.4%","26.8%","18.9%","46.8%","34.2%","30.4%","88.2","5.6","3.8%","35.4%","113.9","16.7%","26.8%","184.1","13431"
"Patrick Corbin","WSN","29","14","238","3.25","1.18","10.60","3.12","7.53","1.07",".290","77.3%","17.9%","49.5%","32.6%","4.8%","7.1%","9.1%","202.0","53.7%","91.9","37.0%","81.7","","","3.6%","68.1","5.8%","81.8","","","","","0.2%","","35.8%","66.4%","46.9%","52.0%","86.2%","69.6%","36.3%","62.4%","14.3%","28.5%","8.4%","37.2%","36.5%","26.3%","16.6%","48.9%","34.5%","39.8%","89.9","8.4","8.8%","38.7%","115.0","15.0%","29.3%","202.0","9323"
"Walker Buehler","LAD","24","14","215","3.26","1.04","10.61","1.83","7.55","0.99",".290","71.0%","22.5%","42.7%","34.8%","6.1%","7.0%","14.3%","182.1","60.3%","96.6","14.0%","86.8","13.2%","92.8","12.0%","80.8","0.5%","92.0","","","","","","","33.9%","68.6%","50.0%","60.8%","84.4%","75.8%","46.5%","65.7%","12.1%","29.2%","5.0%","34.3%","38.1%","27.6%","14.0%","44.1%","41.8%","36.9%","89.3","12.5","4.4%","36.4%","111.3","18.0%","30.1%","182.1","19374"
"Julio Urias","LAD","22","1","37","3.26","1.12","10.98","2.37","7.71","0.89",".303","72.3%","21.1%","31.6%","47.4%","8.3%","4.2%","66.7%","30.1","62.9%","94.9","12.7%","85.0","","","8.7%","78.1","15.8%","82.6","","","","","","","33.2%","68.6%","47.3%","56.7%","83.1%","72.0%","39.8%","55.6%","13.3%","29.4%","6.3%","27.8%","40.5%","31.6%","20.3%","41.8%","38.0%","38.1%","87.9","20.4","3.8%","32.9%","113.2","16.5%","29.8%","30.1","14765"
"Shane Bieber","CLE","24","15","257","3.26","1.05","10.89","1.70","7.80","1.31",".295","77.6%","20.7%","44.1%","35.2%","10.9%","7.1%","33.3%","212.1","45.5%","93.1","26.8%","85.1","","","20.3%","82.8","7.4%","87.6","","","","","0.0%","","35.0%","66.5%","47.6%","51.3%","85.7%","70.6%","40.0%","65.2%","14.0%","30.2%","4.7%","39.3%","35.0%","25.7%","13.3%","44.1%","42.6%","38.5%","90.5","12.5","7.5%","41.5%","113.5","18.5%","32.5%","212.1","19427"
"Stephen Strasburg","WSN","30","18","251","3.32","1.04","10.81","2.41","6.93","1.03",".274","76.5%","20.3%","51.1%","28.6%","7.4%","6.4%","0.0%","209.0","48.3%","93.9","0.4%","87.9","","","30.6%","81.3","20.7%","87.8","","","","","0.5%","","37.2%","62.8%","47.3%","57.3%","84.6%","71.5%","39.3%","63.6%","13.4%","29.8%","6.7%","39.5%","35.3%","25.2%","21.0%","48.5%","30.5%","39.4%","87.9","7.8","5.3%","33.8%","113.4","17.7%","31.1%","209.0","10131"
"Chris Paddack","SDP","23","9","153","3.33","0.98","9.79","1.98","6.85","1.47",".237","76.9%","17.5%","40.2%","42.3%","11.5%","8.1%","14.3%","140.2","61.1%","93.9","","","","","10.4%","76.2","28.5%","84.5","","","","","0.2%","","36.0%","71.3%","52.1%","68.6%","83.7%","78.0%","45.6%","71.3%","11.4%","26.9%","5.5%","41.0%","29.6%","29.4%","17.2%","40.7%","42.1%","36.4%","87.8","15.6","6.3%","32.5%","113.0","17.1%","28.6%","140.2","20099"
"Dakota Hudson","STL","24","16","136","3.36","1.41","7.03","4.40","8.28","1.14",".275","78.0%","21.8%","56.9%","21.2%","9.1%","3.7%","33.3%","174.0","61.7%","93.7","25.8%","87.5","","","9.9%","81.9","2.6%","88.2","","","","","1.1%","","27.6%","66.4%","43.8%","58.4%","88.5%","77.5%","41.9%","56.1%","9.9%","18.0%","11.3%","42.0%","34.9%","23.1%","17.4%","42.0%","40.6%","32.2%","89.3","3.2","6.3%","38.7%","114.6","16.1%","26.0%","174.0","19206"
"Luis Castillo","CIN","26","15","226","3.40","1.14","10.67","3.73","6.56","1.04",".262","76.7%","18.0%","55.2%","26.7%","8.9%","7.1%","11.1%","190.2","50.6%","96.5","16.9%","85.9","","","","","32.5%","87.2","","","","","","","33.7%","69.5%","46.6%","50.0%","79.4%","65.9%","36.2%","56.3%","15.9%","28.9%","10.1%","38.0%","40.3%","21.7%","16.8%","45.8%","37.3%","41.9%","87.2","5.8","4.7%","32.8%","112.8","14.2%","30.1%","190.2","15689"
"Lucas Giolito","CHW","24","14","228","3.41","1.06","11.62","2.90","6.67","1.22",".273","77.7%","21.3%","36.0%","42.8%","14.7%","0.7%","50.0%","176.2","55.0%","94.3","14.7%","84.6","","","4.1%","79.4","26.1%","81.7","","","","","0.1%","","31.9%","69.1%","49.4%","54.6%","77.3%","69.6%","47.2%","62.1%","15.0%","32.3%","8.1%","41.1%","31.5%","27.4%","20.2%","47.8%","32.0%","43.8%","88.1","17.7","7.9%","34.6%","117.0","16.6%","31.6%","176.2","15474"
"Kyle Hendricks","CHC","29","11","150","3.46","1.13","7.63","1.63","8.54","0.97",".287","71.8%","23.9%","41.3%","34.8%","9.9%","7.9%","20.0%","177.0","62.2%","86.9","","","","","9.8%","71.5","28.0%","78.7","","","","","0.1%","","35.1%","66.1%","49.0%","68.7%","85.8%","79.0%","44.7%","66.4%","10.3%","20.5%","4.4%","38.1%","36.8%","25.1%","19.7%","46.5%","33.8%","27.5%","86.5","14.1","4.6%","31.4%","112.5","18.9%","29.2%","177.0","12049"
"Austin Voth","WSN","27","2","40","3.48","1.06","8.71","2.83","6.75","1.09",".250","77.5%","23.1%","34.3%","42.6%","21.7%","0.0%","0.0%","41.1","59.4%","92.8","11.8%","86.7","","","20.2%","79.5","8.6%","86.1","","","","","1.2%","","31.0%","70.0%","47.4%","62.4%","81.2%","74.0%","42.0%","61.2%","12.3%","24.2%","7.9%","38.5%","33.9%","27.5%","23.9%","43.1%","33.0%","35.2%","87.6","19.8","3.7%","29.4%","111.1","16.5%","28.8%","41.1","15047"
"Jake Odorizzi","MIN","29","15","178","3.51","1.21","10.08","3.00","7.87","0.91",".302","75.5%","20.7%","35.0%","44.3%","11.0%","3.5%","41.7%","159.0","57.8%","92.9","13.9%","84.8","4.8%","87.7","6.5%","75.4","16.9%","85.2","","","","","","","31.8%","72.7%","48.9%","66.1%","78.7%","74.0%","41.8%","58.4%","12.7%","27.1%","8.1%","36.9%","33.3%","29.8%","14.7%","43.0%","42.3%","37.5%","89.2","18.1","6.9%","36.2%","114.4","14.5%","27.2%","159.0","6397"
"Jeff Samardzija","SFG","34","11","140","3.52","1.11","6.95","2.43","7.54","1.39",".240","76.9%","22.3%","36.4%","41.3%","8.6%","5.1%","14.3%","181.1","45.6%","91.9","20.2%","85.2","23.1%","89.2","2.5%","76.4","","","8.7%","82.3","","","0.5%","","30.9%","71.2%","48.1%","73.9%","86.2%","81.7%","42.6%","60.9%","8.8%","18.9%","6.6%","42.0%","36.7%","21.3%","15.0%","44.8%","40.2%","29.3%","89.5","16.9","7.7%","37.6%","117.9","15.6%","24.4%","181.1","3254"
"Yonny Chirinos","TBR","25","6","92","3.54","1.04","7.94","1.98","7.42","1.38",".250","76.5%","23.5%","45.2%","31.3%","10.9%","3.8%","50.0%","104.1","56.7%","93.9","21.7%","87.7","","","","","","","21.6%","85.8","","","0.3%","","31.0%","72.4%","49.2%","63.0%","86.1%","78.0%","44.1%","62.6%","10.8%","22.3%","5.6%","39.5%","40.2%","20.3%","17.2%","47.0%","35.8%","31.8%","88.9","9.7","8.4%","35.8%","110.6","15.0%","25.8%","104.1","16401"
"Zach Davies","MIL","26","10","102","3.55","1.29","5.75","2.87","8.74","1.13",".272","75.0%","23.6%","40.1%","36.3%","6.6%","7.0%","20.0%","159.2","52.6%","88.5","0.8%","80.4","11.8%","87.1","3.5%","75.5","31.3%","80.1","","","","","","","29.8%","68.5%","43.3%","76.0%","89.4%","83.4%","34.9%","53.6%","7.2%","15.2%","7.6%","38.8%","35.5%","25.8%","15.1%","46.7%","38.2%","25.7%","88.7","13.8","7.0%","33.3%","113.8","17.3%","24.5%","159.2","13183"
"Mike Minor","TEX","31","14","200","3.59","1.24","8.64","2.94","8.21","1.30",".287","80.3%","19.9%","40.0%","40.0%","12.9%","6.9%","33.3%","208.1","44.6%","92.6","19.4%","86.5","","","11.3%","80.7","24.6%","86.2","","","0.0%","64.0","0.1%","","31.9%","68.5%","47.6%","66.9%","81.5%","75.9%","42.9%","61.1%","11.5%","23.2%","7.9%","46.6%","33.0%","20.4%","18.9%","45.7%","35.4%","34.5%","86.9","16.5","6.6%","30.4%","113.1","16.9%","28.4%","208.1","10021"
"Ross Stripling","LAD","29","2","71","3.60","1.13","9.13","1.80","8.36","1.29",".296","75.8%","17.5%","53.6%","28.9%","17.9%","1.9%","100.0%","70.0","38.4%","90.2","18.3%","86.3","","","28.6%","79.7","14.7%","82.4","","","","","","","32.2%","62.1%","45.4%","62.8%","86.6%","77.2%","44.2%","69.9%","10.3%","25.2%","5.0%","42.9%","34.7%","22.4%","17.9%","48.5%","33.7%","33.7%","88.5","9.9","7.1%","36.7%","117.4","21.0%","31.3%","70.0","13273"
"Sean Newcomb","ATL","26","0","8","3.60","1.87","4.80","6.00","10.80","0.00",".346","71.4%","17.3%","44.2%","38.5%","15.0%","4.3%","0.0%","15.0","70.2%","92.9","6.0%","80.0","","","9.5%","76.9","14.4%","86.8","","","","","","","24.2%","66.1%","42.5%","76.9%","85.4%","82.6%","43.5%","64.3%","7.4%","11.4%","14.3%","30.8%","40.4%","28.8%","17.3%","51.9%","30.8%","25.7%","88.4","15.7","0.0%","28.8%","112.2","15.4%","22.8%","15.0","16943"
"Brandon Woodruff","MIL","26","11","143","3.62","1.14","10.58","2.22","8.06","0.89",".320","74.7%","23.4%","44.6%","32.1%","5.0%","3.6%","0.0%","121.2","64.1%","96.3","19.5%","88.5","","","2.2%","81.9","14.1%","87.0","","","","","","","33.9%","72.8%","51.0%","63.0%","85.8%","77.3%","44.0%","61.1%","11.6%","29.0%","6.1%","34.3%","36.8%","28.9%","19.7%","43.8%","36.5%","37.5%","86.1","12.4","3.5%","30.2%","113.3","15.8%","27.4%","121.2","16162"
"Sean Reid-Foley","TOR","23","2","20","3.65","1.70","7.30","5.84","9.49","1.09",".299","72.9%","13.8%","43.8%","42.5%","0.0%","14.3%","0.0%","24.2","50.1%","92.3","35.4%","83.8","","","5.5%","80.9","9.1%","85.5","","","","","","","29.7%","73.5%","47.2%","70.6%","88.5%","81.7%","39.8%","60.2%","8.6%","16.9%","13.6%","28.8%","47.5%","23.8%","16.3%","42.5%","41.3%","33.1%","88.0","10.6","3.8%","32.5%","109.6","14.9%","23.6%","24.2","17034"
"Lance Lynn","TEX","32","16","246","3.67","1.22","10.63","2.55","8.42","0.91",".322","74.4%","21.4%","40.3%","38.3%","10.3%","5.8%","66.7%","208.1","71.4%","94.2","16.0%","89.1","","","9.5%","81.2","1.3%","85.0","1.9%","88.4","","","","","29.9%","72.4%","48.7%","61.7%","81.0%","74.4%","44.2%","62.7%","12.5%","28.1%","6.7%","38.4%","34.0%","27.6%","15.7%","45.4%","39.0%","37.3%","87.9","13.8","5.7%","32.9%","113.5","15.1%","27.5%","208.1","2520"
"Jose Berrios","MIN","25","14","195","3.68","1.22","8.76","2.29","8.72","1.17",".299","73.5%","20.5%","42.1%","37.4%","12.9%","7.0%","28.6%","200.1","55.3%","92.8","","","","","28.9%","81.3","15.9%","82.6","","","","","","","36.4%","65.1%","48.9%","67.3%","85.5%","77.9%","43.4%","65.2%","10.8%","23.2%","6.1%","41.7%","31.5%","26.7%","19.4%","44.3%","36.3%","32.3%","87.0","13.9","6.5%","32.0%","115.2","18.3%","29.2%","200.1","14168"
"Chad Green","NYY","28","0","32","3.72","1.34","14.90","3.72","8.38","1.86",".368","84.8%","26.2%","35.7%","38.1%","12.5%","6.7%","0.0%","19.1","78.4%","96.8","20.6%","88.0","","","","","","","1.0%","89.8","","","","","29.9%","74.8%","49.0%","62.1%","73.8%","69.7%","42.4%","63.1%","14.8%","38.1%","9.5%","35.7%","28.6%","35.7%","19.0%","42.9%","38.1%","52.4%","90.2","17.9","9.5%","42.9%","111.3","13.3%","28.1%","19.1","15552"
"John Means","BAL","26","10","108","3.73","1.14","6.60","2.14","8.12","1.34",".255","74.4%","19.1%","30.6%","50.3%","11.5%","7.2%","33.3%","147.1","50.9%","91.8","14.6%","83.7","","","6.1%","76.8","28.4%","80.9","","","","","","","32.6%","71.7%","47.7%","74.9%","84.5%","80.5%","38.7%","63.3%","9.3%","17.9%","5.8%","38.5%","31.3%","30.2%","17.1%","54.7%","28.2%","27.3%","87.4","20.1","5.9%","29.9%","115.3","14.6%","23.9%","147.1","16269"
"Dallas Keuchel","ATL","31","8","91","3.75","1.37","7.27","3.12","9.19","1.28",".298","80.4%","20.2%","60.1%","19.6%","7.5%","6.8%","14.3%","112.2","53.9%","88.4","11.4%","78.5","20.2%","86.2","","","14.5%","79.7","","","","","0.2%","","33.5%","66.5%","44.6%","71.6%","89.4%","80.5%","33.6%","55.9%","8.7%","18.7%","8.0%","48.6%","33.9%","17.5%","20.4%","42.8%","36.8%","30.0%","88.8","2.8","5.5%","38.5%","111.0","16.0%","24.7%","112.2","9434"
"Gio Gonzalez","MIL","33","2","71","3.78","1.35","7.89","4.00","8.11","1.00",".282","75.7%","24.8%","43.9%","31.3%","9.7%","6.9%","33.3%","81.0","52.1%","89.3","","","","","16.6%","75.3","31.3%","82.3","","","","","","","33.2%","66.8%","44.3%","68.6%","84.3%","76.4%","33.2%","47.8%","10.4%","20.7%","10.5%","41.9%","39.4%","18.6%","13.6%","53.0%","33.5%","33.8%","87.8","9.6","6.4%","30.5%","112.7","13.9%","24.4%","81.0","7448"
"Eduardo Rodriguez","BOS","26","19","213","3.81","1.33","9.43","3.32","8.63","1.06",".317","77.6%","19.0%","48.5%","32.5%","7.2%","10.0%","57.1%","203.1","54.6%","93.1","4.3%","82.4","17.6%","88.6","","","23.5%","87.7","","","","","0.1%","","33.9%","67.8%","46.4%","65.2%","82.9%","74.7%","36.8%","63.4%","11.7%","24.8%","8.7%","36.7%","37.8%","25.5%","22.7%","48.6%","28.7%","36.3%","86.3","9.3","5.9%","28.9%","111.9","16.2%","27.9%","203.1","13164"
"Cole Hamels","CHC","35","7","143","3.81","1.39","9.08","3.56","8.96","1.08",".315","77.7%","19.8%","47.3%","33.0%","9.8%","7.4%","33.3%","141.2","47.5%","91.4","","","18.9%","87.7","12.5%","78.0","21.2%","83.3","","","","","0.2%","","30.5%","69.7%","46.8%","62.0%","82.6%","74.7%","41.6%","57.5%","11.8%","23.2%","9.1%","42.3%","36.2%","21.5%","13.4%","50.1%","36.4%","35.0%","90.3","11.3","7.3%","41.4%","118.3","16.1%","27.9%","141.2","4972"
"Zach Plesac","CLE","24","8","88","3.81","1.23","6.85","3.11","7.94","1.48",".255","78.5%","22.4%","39.1%","38.5%","9.9%","6.8%","50.0%","115.2","50.6%","94.0","18.8%","85.0","","","10.0%","79.5","20.6%","85.9","","","","","","","27.0%","72.8%","47.3%","66.2%","86.3%","79.9%","44.3%","61.1%","9.5%","18.5%","8.4%","38.1%","31.4%","30.5%","16.3%","45.6%","38.1%","30.9%","89.6","14.4","7.6%","38.7%","114.3","17.1%","26.6%","115.2","19979"
"Julio Teheran","ATL","28","10","162","3.81","1.32","8.35","4.28","7.63","1.13",".266","76.6%","20.6%","39.0%","40.4%","9.2%","4.2%","0.0%","174.2","63.8%","89.7","21.1%","82.3","","","6.4%","74.8","8.7%","83.8","","","","","0.4%","","29.1%","71.7%","45.1%","70.5%","85.5%","79.5%","37.7%","59.9%","9.3%","21.5%","11.0%","39.5%","34.2%","26.3%","17.4%","43.9%","38.7%","35.4%","89.0","15.5","6.1%","35.4%","113.5","16.6%","25.9%","174.2","6797"
"James Paxton","NYY","30","15","186","3.82","1.28","11.11","3.29","8.24","1.37",".313","76.2%","19.1%","38.4%","42.6%","14.1%","9.5%","14.3%","150.2","59.9%","95.5","","","20.1%","88.2","18.8%","81.1","1.2%","86.3","","","","","","","34.0%","71.8%","49.8%","57.9%","80.9%","71.7%","41.8%","65.6%","14.1%","29.4%","8.7%","39.0%","33.1%","27.9%","17.2%","44.9%","37.9%","41.7%","89.2","17.6","6.7%","38.5%","113.4","14.5%","28.6%","150.2","11828"
"Jon Gray","COL","27","11","150","3.85","1.34","9.02","3.19","8.84","1.14",".314","75.5%","23.2%","50.2%","26.6%","8.1%","4.3%","0.0%","149.2","52.5%","96.1","33.5%","88.4","","","11.1%","78.6","3.0%","86.7","","","","","0.3%","","30.5%","67.9%","47.3%","53.8%","86.8%","75.1%","44.9%","64.8%","11.8%","23.7%","8.4%","35.2%","37.1%","27.7%","15.0%","45.1%","39.9%","35.1%","89.9","8.4","5.4%","43.9%","116.2","16.5%","28.3%","149.2","14916"
"Anibal Sanchez","WSN","35","11","134","3.85","1.27","7.27","3.14","8.30","1.19",".265","74.9%","22.8%","38.0%","39.2%","8.5%","7.3%","37.5%","166.0","35.4%","90.5","3.2%","83.5","27.5%","87.9","5.9%","76.9","28.0%","82.2","","","","","1.3%","","34.4%","69.2%","48.2%","69.5%","86.2%","79.0%","39.7%","63.8%","10.1%","18.8%","8.1%","39.9%","34.1%","26.0%","19.0%","49.4%","31.6%","30.1%","87.0","14.7","5.6%","28.3%","113.7","15.7%","25.8%","166.0","3284"
"Alex Young","ARI","25","7","69","3.86","1.23","8.06","3.16","7.95","1.64",".254","74.0%","17.9%","47.1%","35.0%","10.3%","10.5%","25.0%","77.0","36.5%","89.3","22.8%","85.0","","","20.2%","81.5","20.5%","84.5","","","","","1.1%","","34.0%","69.6%","47.4%","58.3%","85.1%","73.1%","37.6%","60.4%","12.8%","21.2%","8.3%","48.5%","33.0%","18.5%","11.9%","44.1%","44.1%","33.7%","88.6","10.7","7.5%","37.0%","109.1","16.3%","29.1%","77.0","18333"
"Aaron Nola","PHI","26","12","229","3.87","1.27","10.19","3.56","7.83","1.20",".295","76.8%","20.8%","49.7%","29.5%","5.8%","4.2%","14.3%","202.1","46.2%","92.9","","","","","35.2%","79.1","18.5%","85.9","","","","","0.2%","","33.5%","60.4%","44.2%","62.6%","85.7%","75.2%","39.9%","62.3%","11.0%","26.9%","9.4%","44.2%","35.7%","20.1%","15.8%","42.3%","41.9%","39.4%","89.2","9.1","6.4%","39.5%","113.3","20.6%","31.5%","202.1","16149"
"Sandy Alcantara","MIA","23","6","151","3.88","1.32","6.89","3.69","8.16","1.05",".271","73.8%","19.5%","44.6%","35.9%","10.8%","9.5%","25.0%","197.1","57.0%","95.6","22.9%","86.0","","","7.2%","81.5","12.9%","89.3","","","","","0.6%","","33.6%","70.1%","48.8%","63.8%","87.1%","77.7%","41.6%","60.4%","10.9%","18.0%","9.7%","40.6%","35.1%","24.2%","19.7%","45.7%","34.6%","30.4%","87.3","11.7","6.0%","34.3%","111.7","15.0%","25.9%","197.1","18684"
"Brett Anderson","OAK","31","13","90","3.89","1.31","4.60","2.51","9.26","1.02",".278","74.8%","20.1%","54.5%","25.4%","6.7%","5.0%","55.6%","176.0","48.6%","90.8","18.7%","82.0","13.8%","88.8","5.6%","75.8","13.4%","82.6","","","","","0.3%","","30.2%","67.5%","47.0%","70.2%","91.0%","83.7%","45.1%","59.2%","7.7%","12.1%","6.6%","41.5%","37.8%","20.7%","14.5%","45.3%","40.2%","21.4%","89.6","5.0","6.5%","40.0%","115.1","16.5%","24.2%","176.0","8223"
"Anthony DeSclafani","CIN","29","9","167","3.89","1.20","9.02","2.65","8.15","1.57",".273","77.7%","18.8%","42.9%","38.2%","10.6%","6.5%","37.5%","166.2","55.5%","94.7","25.6%","89.3","","","13.7%","83.1","5.1%","88.5","","","","","0.6%","","31.8%","69.6%","47.9%","62.1%","89.1%","78.9%","42.7%","61.2%","10.1%","24.0%","7.0%","38.2%","38.0%","23.7%","17.2%","42.2%","40.5%","35.2%","89.1","12.3","5.7%","37.6%","113.3","16.0%","26.2%","166.2","13050"
"Mike Fiers","OAK","34","15","126","3.90","1.19","6.14","2.58","8.09","1.46",".254","78.5%","21.3%","39.9%","38.8%","13.8%","4.9%","28.6%","184.2","52.3%","90.4","1.0%","82.7","17.0%","86.0","17.4%","74.1","12.4%","84.1","","","","","0.1%","","30.1%","67.0%","47.1%","73.5%","88.5%","83.3%","46.0%","65.0%","7.9%","16.7%","7.0%","43.8%","30.4%","25.8%","17.0%","44.0%","39.0%","27.7%","88.1","15.8","6.5%","37.5%","111.3","17.9%","25.8%","184.2","7754"
"Madison Bumgarner","SFG","29","9","203","3.90","1.13","8.80","1.86","8.28","1.30",".289","71.8%","22.6%","35.8%","41.6%","7.9%","4.4%","16.7%","207.2","43.1%","91.4","33.4%","87.3","","","18.3%","78.8","5.3%","84.2","","","","","0.3%","","34.8%","71.4%","50.4%","63.9%","85.5%","77.0%","42.7%","69.5%","11.6%","24.1%","5.1%","43.4%","33.0%","23.5%","14.7%","41.6%","43.8%","32.7%","90.4","18.1","8.5%","41.7%","113.2","16.2%","27.9%","207.2","5524"
"Chris Bassitt","OAK","30","10","132","3.95","1.22","8.55","2.91","8.03","1.36",".269","75.9%","20.9%","41.3%","37.8%","14.7%","5.5%","28.6%","139.0","64.7%","93.5","14.2%","88.4","","","13.0%","70.5","8.1%","85.1","","","","","","","29.3%","65.9%","46.6%","71.6%","85.8%","81.1%","47.3%","62.9%","8.8%","22.3%","7.6%","38.6%","31.2%","30.2%","17.1%","45.5%","37.4%","33.4%","87.9","15.0","4.7%","31.4%","111.7","17.8%","26.6%","139.0","12304"
"Zack Wheeler","NYM","29","11","195","3.96","1.26","8.98","2.30","9.03","1.01",".311","71.4%","21.4%","43.2%","35.3%","10.9%","6.9%","18.2%","195.1","59.0%","96.7","20.0%","91.2","","","9.9%","80.7","8.6%","88.8","2.4%","89.4","","","0.4%","","34.1%","69.9%","50.6%","69.2%","85.1%","79.3%","46.0%","65.8%","10.4%","23.6%","6.0%","39.5%","30.7%","29.8%","19.3%","49.3%","31.4%","32.2%","87.0","12.3","5.0%","32.4%","117.6","16.2%","26.7%","195.1","10310"
"Tyler Chatwood","CHC","29","1","21","3.97","1.46","8.34","4.76","8.34","0.79",".317","75.3%","30.6%","45.2%","24.2%","13.3%","3.6%","0.0%","22.2","69.1%","96.0","","","7.9%","90.3","14.8%","81.3","8.2%","88.0","","","","","","","31.8%","67.1%","45.4%","64.9%","87.8%","77.9%","38.5%","57.1%","10.0%","21.4%","12.2%","35.5%","33.9%","30.6%","21.0%","51.6%","27.4%","35.7%","87.7","6.6","3.2%","30.6%","117.0","14.0%","24.0%","22.2","4338"
"Yu Darvish","CHC","32","6","229","3.98","1.10","11.54","2.82","7.05","1.66",".266","77.7%","20.9%","45.5%","33.6%","3.4%","4.1%","25.0%","178.2","34.9%","94.2","14.6%","82.5","34.7%","87.0","7.1%","77.3","0.7%","85.7","8.1%","89.9","","","0.1%","","33.8%","64.7%","47.5%","56.0%","82.2%","71.8%","44.5%","62.4%","13.4%","31.3%","7.7%","44.4%","33.3%","22.3%","14.5%","54.3%","31.3%","43.5%","88.6","12.6","7.6%","37.5%","115.5","17.7%","31.0%","178.2","13074"
"Wade Miley","HOU","32","14","140","3.98","1.34","7.53","3.28","8.82","1.24",".287","74.3%","20.5%","49.7%","29.8%","6.6%","3.6%","33.3%","167.1","21.9%","90.5","0.9%","81.8","47.7%","87.3","9.3%","75.6","20.2%","81.3","","","","","","","29.3%","69.9%","44.3%","67.6%","87.1%","79.0%","37.0%","55.8%","9.3%","19.4%","8.5%","42.3%","37.2%","20.5%","17.3%","46.8%","35.9%","31.1%","87.5","8.2","3.9%","30.9%","114.3","16.0%","25.3%","167.1","8779"
"Marco Gonzales","SEA","27","16","147","3.99","1.31","6.52","2.48","9.31","1.02",".295","69.2%","21.3%","40.7%","38.0%","11.7%","6.4%","50.0%","203.0","39.3%","88.9","","","20.7%","85.2","16.0%","76.3","23.9%","81.3","","","","","0.2%","","33.4%","65.9%","47.5%","77.3%","87.4%","83.4%","43.5%","65.7%","7.9%","17.0%","6.5%","40.6%","35.6%","23.7%","18.1%","47.6%","34.2%","26.1%","88.3","14.7","4.7%","34.1%","112.9","18.7%","26.6%","203.0","15467"
